date,,2020-12-27_FY,2019-12-29_FY,2018-12-30_FY,2017-12-31_FY,2016-12-25_FY,2015-12-27_FY,2014-12-28_FY,2013-12-29_FY,2012-12-30_FY,2011-12-25_FY,2010-12-26_FY,2009-12-27_FY,2008-12-28_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2005-12-30_FY,2004-12-31_FY,2003-12-26_FY,2002-12-31_FY,2002-12-27_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,79000000.0,12500000.0,-3500000.0,-42700000.0,-60500000.0,19800000.0,-78000000.0,-37200000.0,-114400000.0,-24200000.0,14500000.0,-41500000.0,-111100000.0,-40800000.0,-57900000.0,3700000.0,3000000.0,5000000.0,9500000.0,-63900000.0,-63000000.0,-60100000.0,31800000.0,9606424.0,4700000.0
,depreciationAndAmortization,24000000.0,23400000.0,17900000.0,22500000.0,22800000.0,25500000.0,32400000.0,46400000.0,58000000.0,48000000.0,12900000.0,8300000.0,7500000.0,4300000.0,7000000.0,8000000.0,8000000.0,7400000.0,9600000.0,9400000.0,9000000.0,22500000.0,10700000.0,2611992.0,1400000.0
,deferredIncomeTax,-78000000.0,-4900000.0,-400000.0,-10200000.0,4700000.0,900000.0,1800000.0,-400000.0,-2500000.0,-100000.0,-14400000.0,0.0,-2000000.0,700000.0,13700000.0,5500000.0,5000000.0,-1800000.0,-1800000.0,0.0,10000000.0,-18800000.0,9100000.0,-1677000.0,1300000.0
,stockBasedCompensation,21000000.0,11000000.0,7200000.0,7800000.0,5100000.0,6100000.0,3800000.0,7400000.0,6600000.0,3300000.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,227500000.0,9500000.0,47600000.0,105800000.0,28600000.0,900000.0,-32200000.0,2700000.0,-30600000.0,141400000.0,28700000.0,2100000.0,11600000.0,27300000.0,-77600000.0,-300000.0,-24700000.0,-47700000.0,15700000.0,700000.0,25700000.0,600000.0,12182156.0,2561199.0,-11500000.0
,accountsReceivables,-3000000.0,-11000000.0,8200000.0,-39100000.0,-24700000.0,10300000.0,16100000.0,4900000.0,2800000.0,-14400000.0,2000000.0,17000000.0,-1000000.0,0.0,0.0,0.0,-2000000.0,0.0,-23000000.0,0.0,18000000.0,0.0,0.0,0.0,0.0
,inventory,-5000000.0,-4000000.0,2000000.0,7100000.0,-2700000.0,-8200000.0,6500000.0,20000000.0,-5200000.0,4300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-2000000.0,4000000.0,12200000.0,-3400000.0,2900000.0,2900000.0,-13500000.0,-22000000.0,25600000.0,-15800000.0,8000000.0,1000000.0,-10000000.0,0.0,0.0,0.0,-4000000.0,0.0,2000000.0,0.0,-2000000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,567000000.0,339500000.0,330000000.0,282400000.0,176600000.0,148000000.0,147100000.0,179300000.0,176600000.0,207200000.0,65800000.0,37100000.0,35000000.0,23400000.0,-3900000.0,73700000.0,74000000.0,98700000.0,146400000.0,130700000.0,130000000.0,104300000.0,103700000.0,91517844.0,0.0
,otherNonCashItems,0.0,22900000.0,9900000.0,2000000.0,22600000.0,184200000.0,50500000.0,8700000.0,109100000.0,3800000.0,6300000.0,43900000.0,114700000.0,8800000.0,32000000.0,0.0,0.0,0.0,16600000.0,0.0,0.0,0.0,0.0,0.0,100000.0
,netCashProvidedByOperatingActivites,44000000.0,30000000.0,10400000.0,-27000000.0,-8300000.0,215600000.0,4000000.0,18500000.0,53600000.0,2500000.0,28200000.0,22800000.0,-5800000.0,-900000.0,4000000.0,7300000.0,0.0,8500000.0,8300000.0,33000000.0,33000000.0,5200000.0,-38300000.0,13444066.0,-3900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-36000000.0,-26300000.0,-22600000.0,0.0,-9200000.0,-11300000.0,-11600000.0,-13300000.0,-16600000.0,-7500000.0,-2300000.0,-400000.0,-900000.0,-900000.0,-7100000.0,-8000000.0,0.0,-7800000.0,-7400000.0,-3700000.0,0.0,-5000000.0,-5700000.0,-3227575.0,-4100000.0
,acquisitionsNet,-51000000.0,-17000000.0,-2900000.0,0.0,-5100000.0,0.0,-2600000.0,2200000.0,-149400000.0,-391100000.0,-206000000.0,-1000000.0,-1000000.0,-16000000.0,-49000000.0,-51000000.0,-51000000.0,0.0,-10000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34000000.0,0.0,0.0,0.0,-9000000.0,-37964969.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7600000.0,7000000.0,27500000.0,9000000.0,0.0,0.0,0.0,38000000.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,43400000.0,700000.0,-8800000.0,-5700000.0,-14600000.0,-14900000.0,-15700000.0,13900000.0,0.0,0.0,0.0,1000000.0,-9500000.0,-17100000.0,0.0,-9300000.0,0.0,0.0,0.0,0.0,0.0,-6547.0,-500000.0
,netCashUsedForInvestingActivites,-87000000.0,-43700000.0,40500000.0,-26400000.0,-13900000.0,-5700000.0,-14600000.0,-10700000.0,-165100000.0,-395600000.0,-209200000.0,-7500000.0,-2400000.0,-17000000.0,-57500000.0,-52100000.0,-51000000.0,-43500000.0,-45900000.0,-3700000.0,-3000000.0,-5000000.0,-14700000.0,-42941513.0,-4600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,2000000.0,0.0,1000000.0,-449800000.0,-14100000.0,-175000000.0,-661500000.0,0.0,2000000.0,-700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2000000.0,0.0,-5000000.0,0.0,0.0,0.0,0.0
