Date,2019-03-31,2018-03-31,2017-03-31,2016-03-31,2015-03-31
Cash and cash equivalents,202105939.3064,170246098.3103,161286224.6862,72168627.8059,53482840.7094
Short-term investments,107052.0231,21253041.4747,50770724.5707,0.0,0.0
Cash and short-term investments,202212991.3295,191499139.785,212056949.2569,72168627.8059,53482840.7094
Receivables,47790115.6069,34154454.6851,17534534.5345,8399031.4989,3801821.3772
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,251448063.5838,237705145.9293,215924324.3243,75213764.1805,52944288.225
Property Plant & Equipment Net,1205845794.7977,869135176.6513,630516793.7168,367810599.2035,241982329.4456
Goodwill and Intangible Assets,920736.9942,611397.8495,235189.0352,221110.91,251158.332
Long-term investments,0.0,108156.682,102117.5021,102356.3843,0.0
Tax assets,34776372.8324,16165791.0906,3030307.2303,522884.9867,429988.8161
Total non-current assets,1321727658.9595,898763671.275,669483622.0836,390795769.9734,265376657.613
Total assets,1573175722.5434,1136468817.2043,885407946.4079,466009534.154,318320945.838
Payables,50251184.9711,23377173.5791,55721121.1211,28655080.8593,15521121.5849
Short-term debt,146153728.3237,26250122.8879,61831770.2318,86530548.5156,36017638.6004
Total current liabilities,245740881.5029,79076313.3641,132739508.7395,122215936.5194,58665969.0046
Long-term debt,891017384.3931,802380030.722,479599014.399,276863293.5071,247300031.954
Total debt,1037171112.7168,828630153.6098,541430784.6308,363393842.0227,283317670.5544
Deferred revenue,27445375.7225,25236927.8034,22539893.7399,19163996.5001,5075922.6714
Tax Liabilities,31033179.1908,13794408.6022,20184415.1844,7773096.1863,3748266.4962
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,960422543.3526,853468556.0676,522935843.5358,303933457.036,255702859.8818
Total liabilities,1206163424.8555,932544869.4316,655675352.2754,426149393.5554,314368828.8864
Other comprehensive income,-10802673.4104,-4526451.6129,621021.021,434573.3768,370538.4247
Retained earnings (deficit),-91200794.7977,-101282196.6206,-88140756.1408,-68008629.0128,-45187761.6233
Total shareholders equity,363146517.341,186137281.106,203621005.621,-112198995.2933,-71052148.9056
Investments,107052.0231,21361198.1567,50872842.0728,102356.3843,0.0
Net Debt,834958083.9369,637153842.0113,,,
Other Assets,996893.0636,11796229.0683,,,
Other Liabilities,49335968.2081,29449016.8971,15186617.3866,7030307.1445,7127208.8193
