date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,4616000000.0,7882000000.0,5687000000.0,5309000000.0,5953000000.0,5144000000.0,1774000000.0,4128000000.0,5275000000.0,3433128000.0,4178000000.0,4636515000.0
,depreciationAndAmortization,6471000000.0,2017000000.0,1765000000.0,1501000000.0,1189000000.0,836000000.0,786000000.0,897000000.0,1150000000.0,1272194000.0,1184000000.0,697492000.0
,deferredIncomeTax,-2325000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,753000000.0,430000000.0,421000000.0,365000000.0,353000000.0,282000000.0,241000000.0,212000000.0,187000000.0,162976000.0,167000000.0,156718000.0
,changeInWorkingCapital,106000000.0,34228000000.0,-4876000000.0,-1824000000.0,986000000.0,732000000.0,-6281000000.0,2391000000.0,7120523000.0,-2999768000.0,4457245000.0,503741000.0
,accountsReceivables,-929000000.0,-74000000.0,-591000000.0,-391000000.0,-71000000.0,0.0,0.0,0.0,223000000.0,-497739000.0,-60000000.0,-322193000.0
,inventory,-40000000.0,-231000000.0,-226000000.0,93000000.0,-38000000.0,-434000000.0,-203000000.0,-56000000.0,-203000000.0,-87602000.0,-73000000.0,165347000.0
,accountsPayables,1514000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1497147000.0,0.0,210324000.0
,otherWorkingCapital,-573000000.0,33934000000.0,-294000000.0,4582000000.0,6406000000.0,5420000000.0,4688000000.0,10969000000.0,8578000000.0,1457477000.0,4457245000.0,0.0
,otherNonCashItems,7961000000.0,3624000000.0,1610000000.0,2422000000.0,937000000.0,769000000.0,1536000000.0,372000000.0,354000000.0,672500000.0,313000000.0,-627130000.0
,netCashProvidedByOperatingActivites,17588000000.0,13324000000.0,13427000000.0,9960000000.0,7041000000.0,7535000000.0,3549000000.0,6267000000.0,6345000000.0,6246960000.0,4976000000.0,5367336000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-798000000.0,-552000000.0,-638000000.0,-529000000.0,-479000000.0,-532000000.0,-612000000.0,-491000000.0,-333000000.0,-355515000.0,-448000000.0,-312565000.0
,acquisitionsNet,-39610000000.0,-1135000000.0,-736000000.0,-308000000.0,-2757000000.0,-12452000000.0,-622000000.0,-405000000.0,-688000000.0,-273000000.0,-2621000000.0,-170000000.0
,purchasesOfInvestments,-61000000.0,-583000000.0,-1792000000.0,-2230000000.0,-5315000000.0,-851000000.0,-1169000000.0,-930000000.0,-2550000000.0,-1943258000.0,-93000000.0,-4213000.0
,salesMaturitiesOfInvestments,1525000000.0,2699000000.0,2160000000.0,2793000000.0,2359000000.0,880000000.0,1477000000.0,2705000000.0,1153000000.0,1254931000.0,1000000.0,6000.0
,otherInvestingActivites,1387000000.0,167000000.0,0.0,0.0,118000000.0,19000000.0,0.0,0.0,0.0,1870241000.0,-1870000000.0,417000.0
,netCashUsedForInvestingActivites,-37557000000.0,596000000.0,-1006000000.0,-274000000.0,-6074000000.0,-12936000000.0,-926000000.0,879000000.0,-2418000000.0,553899000.0,-5031000000.0,-486355000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-5683000000.0,-5235000000.0,-6035000000.0,-25000000.0,-6010000000.0,-4018000000.0,0.0,0.0,0.0,-21086000.0,0.0,-34766000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-978000000.0,-629000000.0,-12014000000.0,-1410000000.0,-6033000000.0,-7567000000.0,-652000000.0,-320000000.0,0.0,0.0,0.0,0.0
,dividendsPaid,-7716000000.0,-6366000000.0,-5580000000.0,-4107000000.0,-3717000000.0,-3294000000.0,-2661000000.0,-2555000000.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-333000000.0,-552000000.0,-104000000.0,-246000000.0,-34000000.0,-152000000.0,-217000000.0,-313000000.0,-13655000000.0,-6761935000.0,65000000.0,-4846385000.0
,netCashUsedProvidedByFinancingActivities,-11501000000.0,18708000000.0,-14396000000.0,-5512000000.0,-3928000000.0,5752000000.0,-3293000000.0,-3442000000.0,1931000000.0,-6783021000.0,65000000.0,-4881151000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-5000000.0,7000000.0,-39000000.0,29000000.0,-338000000.0,-300000000.0,-577000000.0,-10000000.0,16000000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-31475000000.0,32635000000.0,-2014000000.0,4203000000.0,-3299000000.0,51000000.0,-1247000000.0,3694000000.0,5874000000.0,17838000.0,0.0,-170000.0
,cashAtEndOfPeriod,8449000000.0,39924000000.0,7289000000.0,9303000000.0,5100000000.0,8399000000.0,8348000000.0,9595000000.0,5901000000.0,27482000.0,10000000.0,37000.0
,cashAtBeginningOfPeriod,39924000000.0,7289000000.0,9303000000.0,5100000000.0,8399000000.0,8348000000.0,9595000000.0,5901000000.0,27000000.0,9644000.0,0.0,207000.0
