Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,102607670.0434,66888149.9395,890856.7315
Short-term investments,764686975.398,89667623.942,13678905.6875
Cash and short-term investments,867294645.4414,156555773.8815,14569762.419
Receivables,40909985.5282,21638149.9395,710439.1649
Inventories,0.0,0.0,0.0
Total current assets,954440955.1375,188982315.5985,22476745.8603
Property Plant & Equipment Net,12651085.3835,4884371.2213,902375.8099
Goodwill and Intangible Assets,7522286.5412,849455.8646,700647.9482
Long-term investments,31812879.8842,1556680.7739,0.0
Tax assets,4478292.33,0.0,0.0
Total non-current assets,73950795.9479,7592805.3204,1603023.7581
Total assets,1028391751.0854,196575120.919,24079769.6184
Payables,1334442.8365,876058.0411,1978833.6933
Short-term debt,0.0,0.0,0.0
Total current liabilities,199775108.5384,103635126.9649,46065946.7243
Long-term debt,0.0,0.0,0.0
Total debt,0.0,0.0,0.0
Deferred revenue,79610998.5528,43597793.2285,9822750.18
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,2084370.4776,598851.2696,20158.3873
Total non-current liabilities,11683646.8886,6805320.4353,1683657.3074
Total liabilities,211458755.4269,110440447.4002,47749604.0317
Other comprehensive income,53048769.8987,46553.8089,0.0
Retained earnings (deficit),-350822286.5412,-12238210.399,0.0
Total shareholders equity,816932995.6585,9099002.4184,-23669834.4132
Investments,796499855.2822,91224304.7158,13678905.6875
Net Debt,-870874703.1063,,
Other Assets,50795369.0304,,
Other Liabilities,198440665.7019,102759068.9238,44087113.031
