Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,12185000.0,9387000.0,8585000.0,15280000.0,32220000.0,11880000.0,0.0,0.0,16944000.0,16311225.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,12185000.0,9387000.0,8585000.0,15280000.0,32220000.0,11880000.0,0.0,0.0,16944000.0,16311225.0
Receivables,6403000.0,8599000.0,5189000.0,7488000.0,9642000.0,7623000.0,800000.0,0.0,3389000.0,4692614.0
Inventories,1587000.0,2123000.0,3727000.0,4315000.0,2214000.0,1891000.0,0.0,0.0,3489000.0,1094115.0
Total current assets,21220000.0,21209000.0,19933000.0,27767000.0,44616000.0,22043000.0,800000.0,0.0,25011000.0,22428250.0
Property Plant & Equipment Net,552000.0,576000.0,1385000.0,2307000.0,4255000.0,1671000.0,5110000.0,0.0,2774000.0,921854.0
Goodwill and Intangible Assets,9912000.0,10293000.0,17280000.0,18472000.0,44767000.0,34783000.0,0.0,0.0,67134000.0,49998213.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,10517000.0,10922000.0,18718000.0,20873000.0,49154000.0,36873000.0,-800000.0,0.0,70583000.0,50983261.0
Total assets,31737000.0,32131000.0,38651000.0,48640000.0,93770000.0,58916000.0,0.0,0.0,95594000.0,73411511.0
Payables,1154000.0,1362000.0,1577000.0,1593000.0,2151000.0,2000000.0,4142000.0,0.0,2500000.0,1365558.0
Short-term debt,15000.0,12000.0,86000.0,969000.0,5044000.0,3878000.0,0.0,0.0,0.0,0.0
Total current liabilities,13245000.0,12070000.0,12855000.0,14279000.0,22049000.0,22452000.0,4142000.0,0.0,13308000.0,6704411.0
Long-term debt,4254000.0,5119000.0,0.0,86000.0,5602000.0,11770000.0,14846000.0,0.0,0.0,0.0
Total debt,4269000.0,5131000.0,86000.0,1055000.0,10646000.0,15648000.0,14846000.0,0.0,0.0,0.0
Deferred revenue,5165000.0,5404000.0,5372000.0,7497000.0,9120000.0,8306000.0,0.0,0.0,5867000.0,3514750.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,4615000.0,5758000.0,758000.0,1280000.0,8198000.0,13799000.0,14846000.0,0.0,9076000.0,398458.0
Total liabilities,24841000.0,17855000.0,13613000.0,15894000.0,30991000.0,37539000.0,-27665000.0,0.0,22384000.0,7102869.0
Other comprehensive income,217499000,215974000,212484000,210097000,207685000,165320000,27665000,0.0,0.0,0.0
Retained earnings (deficit),-210774000.0,-201865000.0,-187609000.0,-177510000.0,-145063000.0,-144054000.0,0.0,0.0,-89485000.0,-83261294.0
Total shareholders equity,6896000.0,14276000.0,25038000.0,32746000.0,62779000.0,21377000.0,27665000.0,0.0,73210000.0,66308642.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-7916000.0,-4256000.0,-8499000.0,-14225000.0,-21574000.0,3768000.0,14846000.0,0.0,-16944000.0,-16311225.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189000.0,330296.0
Other Liabilities,6981000.0,27000.0,0.0,335000.0,744000.0,1288000.0,-46653000.0,0.0,10808000.0,5338853.0
