Date,2018-12,2017-12,2016-12,2015-12,2014-12
Cash and cash equivalents,0000000.0,8000000.0,0000000.0,0000000.0,0000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,81000000.0,68000000.0,70000000.0,85000000.0,79000000.0
Inventories,,,,,
Total current assets,2007000000.0,1854000000.0,1833000000.0,1921000000.0,1927000000.0
Property, Plant & Equipment Net,1891000000.0,1774000000.0,1752000000.0,1816000000.0,1678000000.0
Goodwill and Intangible Assets,46000000,61000000,77000000,103000000,249000000
Long-term investments,,,,,
Tax assets,,,,,
Total non-current assets,1539000000.0,1370000000.0,1350000000.0,1429000000.0,1304000000.0
Total assets,2105000000.0,1930000000.0,1903000000.0,2006000000.0,2009000000.0
Payables,11000000.0,18000000.0,000000.0,000000.0,000000.0
Short-term debt,,,,,
Total current liabilities,60000000.0,45000000.0,31000000.0,30000000.0,22000000.0
Long-term debt,1530000000.0,1361000000.0,1343000000.0,1422000000.0,1300000000.0
Total debt,1530000000.0,1361000000.0,1343000000.0,1422000000.0,1300000000.0
Deferred revenue,10000000.0,000000.0,000000.0,000000.0,000000.0
Tax Liabilities,000000.0,000000.0,2000000.0,1000000.0,2000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,1539000000.0,1370000000.0,1350000000.0,1429000000.0,1304000000.0
Total liabilities,1598000000.0,1415000000.0,1381000000.0,1458000000.0,1326000000.0
Other comprehensive income,000000.0,2000000.0,2000000.0,2000000.0,1000000.0
Retained earnings (deficit),,,,,
Total shareholders equity,000000.0,000000.0,000000.0,000000.0,000000.0
Investments,,,,,
Net Debt,1530000000,1353000000,1343000000,1422000000,1300000000
Other Assets,87000000,19000000,4000000,2000000,2000000
Other Liabilities,26000000,14000000,16000000,16000000,7000000
