date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,netCashUsedForInvestingActivites,-12532000000.0,-12699000000.0,-12385000000.0,-8599000000.0,-9355000000.0,-18395000000.0,-2534000000.0,-3089000000.0,-8649000000.0,-4172000000.0,-5339000000.0,-976000000.0,-5072000000.0,-4147000000.0,-2101000000.0,-3489000000.0,-1644000000.0,-745000000.0,-1391000000.0,-1138000000.0,-968000000.0,-623000000.0,21000000.0,-1004000000.0,-472510000.0,-1045750000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-3150000000.0,-1750000000.0,-2801000000.0,-7906000000.0,-2978000000.0,-1041000000.0,-1606000000.0,-2083000000.0,-986000000.0,-955000000.0,-1583000000.0,-1449000000.0,-500000000.0,-960000000.0,-91000000.0,-400000000.0,-150000000.0,-350000000.0,0.0,-150000000.0,0.0,0.0,0.0,0.0,-620000.0,-3646000.0
,commonStockIssued,1440000000.0,1037000000.0,838000000.0,688000000.0,429000000.0,402000000.0,462000000.0,598000000.0,1078000000.0,381000000.0,272000000.0,282000000.0,299000000.0,712000000.0,397000000.0,423000000.0,583000000.0,268000000.0,205000000.0,178000000.0,228000000.0,102000000.0,84000000.0,79000000.0,41563000.0,41374000.0
,commonStockRepurchased,-4250000000.0,-5500000000.0,-4500000000.0,-1500000000.0,-1280000000.0,-1200000000.0,-4008000000.0,-3170000000.0,-3084000000.0,-2994000000.0,-2517000000.0,-1801000000.0,-2684000000.0,-6599000000.0,-2345000000.0,-2557000000.0,-3446000000.0,-1607000000.0,-1815000000.0,-1129000000.0,-1180000000.0,-983000000.0,-442000000.0,-16000000.0,0.0,0.0
,dividendsPaid,-4584000000.0,-3932000000.0,-3320000000.0,-2773000000.0,-2261000000.0,-1786000000.0,-1362000000.0,-1056000000.0,-820000000.0,-651000000.0,-449000000.0,-36000000.0,-37000000.0,-40000000.0,-41000000.0,-19000000.0,-18000000.0,-9000000.0,-9000000.0,-9000000.0,-5000000.0,-6000000.0,-34000000.0,-35000000.0,-34086000.0,-5192000.0
,otherFinancingActivites,1218000000.0,-1224000000.0,-1517000000.0,2759000000.0,1111000000.0,216000000.0,-776000000.0,-1470000000.0,-1270000000.0,428000000.0,989000000.0,729000000.0,682000000.0,-827000000.0,1886000000.0,90000000.0,75000000.0,4000000.0,0.0,0.0,0.0,0.0,6000000.0,6000000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-3590000000.0,-5625000000.0,-4365000000.0,-3441000000.0,-1011000000.0,12239000000.0,-5293000000.0,-4946000000.0,471000000.0,-2490000000.0,-1611000000.0,-2275000000.0,-605000000.0,-3185000000.0,474000000.0,593000000.0,-762000000.0,-1126000000.0,-1442000000.0,-585000000.0,-739000000.0,-605000000.0,-198000000.0,34000000.0,6857000.0,32536000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-116000000.0,-20000000.0,-78000000.0,-5000000.0,78000000.0,-156000000.0,-5000000.0,-86000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,5936000000.0,119000000.0,-1115000000.0,1551000000.0,-493000000.0,3428000000.0,219000000.0,-1130000000.0,-1023000000.0,306000000.0,-677000000.0,2374000000.0,-1439000000.0,-1455000000.0,4899000000.0,1430000000.0,1729000000.0,1132000000.0,-410000000.0,121000000.0,-186000000.0,-39000000.0,894000000.0,-287000000.0,96606000.0,-578939000.0
,cashAtEndOfPeriod,16921000000.0,10985000000.0,10866000000.0,11981000000.0,10430000000.0,10923000000.0,7495000000.0,7276000000.0,8406000000.0,9429000000.0,9123000000.0,9800000000.0,7426000000.0,8865000000.0,10320000000.0,5421000000.0,3991000000.0,2262000000.0,1130000000.0,1540000000.0,1419000000.0,1605000000.0,1644000000.0,750000000.0,1036716000.0,940110000.0
,cashAtBeginningOfPeriod,10985000000.0,10866000000.0,11981000000.0,10430000000.0,10923000000.0,7495000000.0,7276000000.0,8406000000.0,9429000000.0,9123000000.0,9800000000.0,7426000000.0,8865000000.0,10320000000.0,5421000000.0,3991000000.0,2262000000.0,1130000000.0,1540000000.0,1419000000.0,1605000000.0,1644000000.0,750000000.0,1037000000.0,940110000.0,1519049000.0
,operatingCashFlow,22174000000.0,18463000000.0,15713000000.0,13596000000.0,9795000000.0,9740000000.0,8051000000.0,6991000000.0,7155000000.0,6968000000.0,6273000000.0,5625000000.0,4238000000.0,5877000000.0,6526000000.0,4326000000.0,4135000000.0,3003000000.0,2423000000.0,1844000000.0,1521000000.0,1189000000.0,1071000000.0,683000000.0,562259000.0,434275000.0
,capitalExpenditure,-2051000000.0,-2071000000.0,-2063000000.0,-2023000000.0,-1705000000.0,-1556000000.0,-1525000000.0,-1307000000.0,-1070000000.0,-1067000000.0,-878000000.0,-739000000.0,-791000000.0,-871000000.0,-728000000.0,-509000000.0,-350000000.0,-352000000.0,-419000000.0,-425000000.0,-245000000.0,-196000000.0,-210000000.0,-187000000.0,-165223000.0,-109230000.0
,freeCashFlow,20123000000.0,16392000000.0,13650000000.0,11573000000.0,8090000000.0,8184000000.0,6526000000.0,5684000000.0,6085000000.0,5901000000.0,5395000000.0,4886000000.0,3447000000.0,5006000000.0,5798000000.0,3817000000.0,3785000000.0,2651000000.0,2004000000.0,1419000000.0,1276000000.0,993000000.0,861000000.0,496000000.0,397036000.0,325045000.0
