Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,15000.0,923000.0,1866000.0,879000.0,1567000.0,451361.0,3979662.0,61266.0,0.0
Short-term investments,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,15000.0,923000.0,1866000.0,879000.0,1567000.0,451361.0,3979662.0,61266.0,0.0
Receivables,78000.0,4000.0,8000.0,406000.0,982000.0,644760.0,201579.0,17557.0,0.0
Inventories,1676000.0,1779000.0,1862000.0,1467000.0,1814000.0,142430.0,218317.0,526284.0,0.0
Total current assets,2903000.0,2869000.0,3821000.0,3275000.0,5108000.0,1453679.0,4483946.0,794894.0,0.0
Property Plant & Equipment Net,149000.0,184000.0,233000.0,287000.0,313000.0,344366.0,8389.0,2748.0,0.0
Goodwill and Intangible Assets,1245000.0,1640000.0,1907000.0,1780000.0,1990000.0,38377.0,36440.0,2000000.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,16441.0,2262.0,0.0,0.0
Total non-current assets,1552000.0,1926000.0,2140000.0,2067000.0,2303000.0,2382743.0,2044829.0,2012748.0,0.0
Total assets,4455000.0,4795000.0,5961000.0,5342000.0,7411000.0,3836422.0,6528775.0,2807642.0,0.0
Payables,236000.0,176000.0,226000.0,328000.0,79000.0,496389.0,208898.0,411665.0,46446.0
Short-term debt,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,7500.0,7500.0
Total current liabilities,1634000.0,431000.0,643000.0,1720000.0,574000.0,496389.0,208898.0,1460499.0,53946.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,7500.0,7500.0
Deferred revenue,0.0,0.0,56000.0,228000.0,0.0,0.0,0.0,49451.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,0.0,0.0,0.0,0.0,0.0,16441.0,2262.0,0.0,0.0
Total liabilities,1634000.0,431000.0,643000.0,1837000.0,675000.0,496389.0,330798.0,2333158.0,53946.0
Other comprehensive income,37880000,36202000,33099000,26946000,25100000,3337806,6087944,0.0,0.0
Retained earnings (deficit),-35067000.0,-31844000.0,-27786000.0,-23445000.0,-18367000.0,0.0,0.0,474484.0,-133946.0
Total shareholders equity,2821000.0,4364000.0,5318000.0,3505000.0,6736000.0,3340033.0,6197977.0,474484.0,-53946.0
Investments,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-15000.0,-923000.0,-1866000.0,-779000.0,-1567000.0,-451361.0,-3979662.0,-53766.0,7500.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.0,0.0,0.0,117000.0,101000.0,0.0,119638.0,872659.0,0.0
