Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,9485000.0,84251000.0,7953000.0,27600000.0,17957000.0,9109000.0,0.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,9485000.0,84251000.0,7953000.0,27600000.0,17957000.0,9109000.0,0.0
Receivables,326602000.0,332091000.0,275568000.0,254682000.0,155273000.0,110294000.0,75691000.0
Inventories,210573000.0,206603000.0,215351000.0,165950000.0,110683000.0,56454000.0,41206000.0
Total current assets,556256000.0,634070000.0,505107000.0,460970000.0,291086000.0,177781000.0,119382000.0
Property, Plant & Equipment Net,34525000.0,38990000.0,20372000.0,16538000.0,13150000.0,12378000.0,12634000.0
Goodwill and Intangible Assets,880908000.0,1261155000.0,566725000.0,518212000.0,81357000.0,15201000.0,4605000.0
Long-term investments,0.0,0.0,0.0,4959000.0,3500000.0,5577000.0,2133000.0
Tax assets,0.0,0.0,6010000.0,5311000.0,1813000.0,0.0,0.0
Total non-current assets,920103000.0,1306353000.0,594147000.0,540609000.0,99000000.0,33996000.0,20213000.0
Total assets,1476359000.0,1940423000.0,1099254000.0,1001579000.0,390086000.0,211777000.0,139595000.0
Payables,331348000.0,413463000.0,320684000.0,296587000.0,202495000.0,142353000.0,104567000.0
Short-term debt,187800000.0,199750000.0,46755000.0,6000000.0,0.0,69315000.0,31146000.0
Total current liabilities,558585000.0,651457000.0,385346000.0,371902000.0,215428000.0,216667000.0,140179000.0
Long-term debt,438369000.0,521098000.0,100184000.0,106706000.0,0.0,18849000.0,31956000.0
Total debt,626169000.0,720848000.0,146939000.0,112706000.0,0.0,88164000.0,63102000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,2781000.0,14367000.0,0.0,7425000.0,518000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,452690000.0,539465000.0,100184000.0,114131000.0,5931000.0,72892000.0,50978000.0
Total liabilities,1011275000.0,1190922000.0,485530000.0,486033000.0,221359000.0,289559000.0,191157000.0
Other comprehensive income,-4292000.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-210579000.0,91816000.0,76306000.0,31130000.0,5354000.0,-81972000.0,-54866000.0
Total shareholders equity,465084000.0,749501000.0,613402000.0,511971000.0,164148000.0,-77782000.0,-51562000.0
Investments,0.0,0.0,0.0,4959000.0,3500000.0,5577000.0,2133000.0
Net Debt,616684000.0,636597000.0,138986000.0,85106000.0,-17957000.0,79055000.0,63102000.0
Other Assets,9596000.0,11125000.0,6235000.0,12738000.0,7173000.0,1924000.0,2485000.0
Other Liabilities,39437000.0,38244000.0,17907000.0,69315000.0,12933000.0,4999000.0,4466000.0
