Date,2018-03,2017-03,2016-03,2015-03,2014-03
Cash and cash equivalents,165526000000.0,155763000000.0,155021000000.0,103181000000.0,151930000000.0
Short-term investments,000000.0,45502000000.0,31000000000.0,000000.0,000000.0
Cash and short-term investments,000000.0,45502000000.0,31000000000.0,000000.0,000000.0
Receivables,,,,,
Inventories,448447000000.0,419020000000.0,427023000000.0,442674000000.0,400737000000.0
Total current assets,1306134000000.0,1266110000000.0,1214252000000.0,1247231000000.0,1221035000000.0
Property Plant & Equipment Net,981689000000.0,972313000000.0,926830000000.0,926994000000.0,913016000000.0
Goodwill and Intangible Assets,40807000000,24147000000,19470000000,20038000000,19952000000
Long-term investments,,,,,
Tax assets,724000000.0,1763000000.0,325000000.0,609000000.0,1090000000.0
Total non-current assets,708819000000.0,787364000000.0,755463000000.0,660294000000.0,728381000000.0
Total assets,2352422000000.0,2310432000000.0,2261131000000.0,2300237000000.0,2288632000000.0
Payables,457126000000.0,414090000000.0,360802000000.0,424269000000.0,410895000000.0
Short-term debt,219732000000.0,221983000000.0,256937000000.0,241371000000.0,275835000000.0
Total current liabilities,901018000000.0,849143000000.0,813665000000.0,863455000000.0,891257000000.0
Long-term debt,519133000000.0,574943000000.0,532492000000.0,435974000000.0,511411000000.0
Total debt,519133000000.0,574943000000.0,532492000000.0,435974000000.0,511411000000.0
Deferred revenue,,,,,
Tax Liabilities,13070000000.0,13697000000.0,9815000000.0,17657000000.0,22956000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,708819000000.0,787364000000.0,755463000000.0,660294000000.0,728381000000.0
Total liabilities,1609837000000.0,1636507000000.0,1569128000000.0,1523749000000.0,1619638000000.0
Other comprehensive income,-3527000000.0,-9557000000.0,-15645000000.0,35122000000.0,-2037000000.0
Retained earnings (deficit),395542000000.0,331679000000.0,354719000000.0,392652000000.0,322347000000.0
Total shareholders equity,742588000000.0,673929000000.0,692005000000.0,776490000000.0,668999000000.0
Investments,,,,,
Net Debt,573339000000,641163000000,634408000000,574164000000,635316000000
Other Assets,649371000000,628128000000,636897000000,738599000000,714750000000
Other Liabilities,280710000000,284396000000,247002000000,236493000000,226829000000
