date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-33366000.0,-272107000.0,28690000.0,-581000.0,44782000.0,149919000.0,57101000.0,13317000.0,3948000.0,-276900.0,7821067.0,6534245.0,-2318059.0,-6929008.0,4968922.0,-32779596.0,13215454.0,11666887.0,7195990.0,1829915.0,1350097.0,1300000.0,1025722.0,-789340.0,137066.0
,depreciationAndAmortization,56309000.0,55594000.0,55115000.0,55340000.0,33433000.0,5583000.0,5984000.0,6198000.0,5735000.0,4976200.0,4888015.0,5099108.0,5229358.0,4465393.0,3967128.0,6970932.0,2506427.0,982188.0,789304.0,767047.0,678625.0,600000.0,369374.0,206686.0,204265.0
,deferredIncomeTax,-8585000.0,-87242000.0,30690000.0,-305000.0,-19497000.0,-3266000.0,-12886000.0,783000.0,1082000.0,2903308.0,182075.0,2983538.0,-4743854.0,1779843.0,2738418.0,-20229832.0,-37209.0,161390.0,723239.0,730618.0,-527520.0,-400000.0,-150000.0,0.0,0.0
,stockBasedCompensation,10216000.0,9027000.0,9896000.0,7719000.0,11562000.0,6397000.0,9026000.0,1477000.0,2162000.0,1824823.0,2037844.0,1286177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-67284000.0,-30326000.0,-5537000.0,25344000.0,-20274000.0,107872000.0,135518000.0,16941000.0,6807347.0,19176948.0,1472535.0,13041702.0,3555521.0,-827472.0,5319866.0,-11381261.0,11738762.0,10293054.0,6961918.0,-1616993.0,1347073.0,-300000.0,-751948.0,240605.0,-702355.0
,accountsReceivables,39064000.0,84949000.0,-48585000.0,1701000.0,15149000.0,-25382000.0,-34912000.0,173000.0,-8751000.0,4859818.0,-8802182.0,-5548253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,1104000.0,-2336000.0,-19031000.0,-7700000.0,15296000.0,1358000.0,-12313000.0,-5467000.0,-161000.0,-7845653.0,-2861507.0,-4578103.0,2901226.0,-2716610.0,-1487734.0,2824481.0,-4637452.0,-3238591.0,-1781098.0,-205933.0,-325798.0,-600000.0,-653506.0,-544221.0,-453312.0
,accountsPayables,19042000.0,-43274000.0,-4953000.0,5000000.0,-3723000.0,-2498000.0,-1686000.0,4679000.0,-389000.0,2007107.0,-524793.0,3719696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,228343000.0,295627000.0,325953000.0,331490000.0,306146000.0,326420000.0,218548000.0,83030000.0,66089000.0,59281653.0,40104705.0,38632170.0,25590468.0,22034947.0,22862419.0,17542553.0,28923814.0,17185052.0,6891998.0,-69920.0,1547073.0,200000.0,401645.0,0.0,0.0
,otherNonCashItems,16305000.0,20220000.0,21871000.0,22466000.0,13007000.0,110000.0,20211000.0,16000.0,15000.0,18790.0,-3135.0,6592700.0,1043262.0,908563.0,1440711.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,0.0,175144.0
,netCashProvidedByOperatingActivites,116014000.0,176310000.0,118523000.0,165373000.0,135277000.0,128518000.0,45103000.0,26500000.0,11121000.0,-6202178.0,6941231.0,20572848.0,3118222.0,12675320.0,3529949.0,8079212.0,8799197.0,6652406.0,7436861.0,452843.0,1404942.0,1100000.0,493148.0,-342049.0,-185880.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-47130000.0,-27340000.0,-71354000.0,-48694000.0,-24267000.0,-31976000.0,-26082000.0,-7788000.0,-5237000.0,-7253739.0,-11686833.0,-1604114.0,-2295817.0,-2465075.0,-5114626.0,-3213297.0,-10749636.0,-2618936.0,-1952535.0,-1488741.0,-772248.0,-1100000.0,-2059370.0,-960314.0,-220714.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-934000000.0,-42000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-63643000.0,-77911000.0,-40533000.0,-47839000.0,-53699000.0,-23550000.0,-23301000.0,-28152634.0,0.0,-5979257.0,0.0,0.0,0.0,-7913901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,94047000.0,67828000.0,39895000.0,75770000.0,23374000.0,22456000.0,35910000.0,9749622.0,339782.0,7408295.0,882671.0,1845838.0,2219848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-250000.0,5600000.0,-10254000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,-7059567.0,-3182498.0,-1500000.0,0.0,0.0,-187665.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-40000000.0,-7290000.0,-51176000.0,-58665000.0,-959067000.0,-45813000.0,-56359000.0,-8603000.0,7379000.0,-25647545.0,-10978588.0,-173576.0,-1391766.0,-7501076.0,-6035726.0,-12627198.0,-10749636.0,-2243933.0,-2086200.0,-1445491.0,-772248.0,-1100000.0,-2059370.0,-960314.0,-179714.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-146700000.0,-126743000.0,-85705000.0,-178233000.0,-295033000.0,-129000.0,-5376000.0,-647000.0,-661000.0,-4953896.0,-418941.0,-840066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-247592.0,-67202.0,-56127.0
