Date,2017-12,2016-12,2015-12,2014-12,2013-12
Depreciation & Amortization,3000000.0,2000000.0,1000000.0,2000000.0,2000000.0
Stock-based compensation,3000000.0,3000000.0,2000000.0,2000000.0,1000000.0
Operating Cash Flow,-58000000.0,-67000000.0,-69000000.0,-32000000.0,106000000.0
Capital Expenditure,-3000000.0,-5000000.0,-2000000.0,-2000000.0,-1000000.0
Acquisitions and disposals,-0000000.0,-2000000.0,-0000000.0,-0000000.0,-0000000.0
Investment purchases and sales,-158000000,51000000,-38000000,-5000000,-131000000
Investing Cash flow,-160000000.0,46000000.0,-40000000.0,-6000000.0,-132000000.0
Issuance (repayment) of debt,000000.0,000000.0,-0000000.0,-1000000.0,-1000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,179000000.0,70000000.0,101000000.0,40000000.0,32000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,-38000000.0,50000000.0,-8000000.0,1000000.0,6000000.0
Free Cash Flow,-61000000.0,-71000000.0,-71000000.0,-34000000.0,105000000.0
Net Cash/Marketcap,,,,,
