Date,2018-12,2017-12,2016-12,2015-12,2014-12
Depreciation & Amortization,26000000.0,23000000.0,21000000.0,22000000.0,22000000.0
Stock-based compensation,8000000.0,9000000.0,8000000.0,6000000.0,5000000.0
Operating Cash Flow,61000000.0,71000000.0,37000000.0,24000000.0,-70000000.0
Capital Expenditure,-26000000.0,-25000000.0,-13000000.0,-17000000.0,-22000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,-5000000,0,0,0,0
Investing Cash flow,-30000000.0,-61000000.0,10000000.0,-18000000.0,-27000000.0
Issuance (repayment) of debt,,,,,
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,-26000000.0,-3000000.0,-67000000.0,-42000000.0,57000000.0
Effect of forex changes on cash,-2000000.0,-4000000.0,7000000.0,-5000000.0,-2000000.0
Net cash flow / Change in cash,3000000.0,3000000.0,-13000000.0,-41000000.0,-43000000.0
Free Cash Flow,36000000.0,47000000.0,25000000.0,7000000.0,-92000000.0
Net Cash/Marketcap,,,,,
