date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2315000000.0,-3468000000.0,-366000000.0,-188000000.0,-1696000000.0,-3086000000.0,-2599000000.0,-2022000000.0,-704000000.0,-28000000.0,-5000000.0,-22000000.0,-68000000.0,-59000000.0,-182000000.0,-884000000.0,-15000000.0,-3489000000.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414000000.0,163000000.0,730000000.0,724000000.0,2875000000.0,1849000000.0,254000000.0,67000000.0,60000000.0,0.0,0.0,2448000000.0,0.0,0.0,1453488.372093
,commonStockRepurchased,-2842000000.0,-5533000000.0,-2036000000.0,-5490000000.0,-1109000000.0,-6071000000.0,-6915000000.0,-2930000000.0,-505000000.0,-3628000000.0,-311000000.0,-461000000.0,-3348000000.0,-6448000000.0,0.0,-231000000.0,-1874000000.0,-273000000.0,-3676000000.0,-2322000000.0,-710000000.0,-1207000000.0,-15261627.906977
,dividendsPaid,-6987000000.0,-6645000000.0,-6966000000.0,-6495000000.0,-6475000000.0,-6643000000.0,-6810000000.0,-6100000000.0,-6030000000.0,-5368000000.0,-4486000000.0,-3941000000.0,-3345000000.0,-2598000000.0,-2049000000.0,-2107000000.0,-1968000000.0,-1724000000.0,-1639000000.0,-1324000000.0,-1259000000.0,-1217000000.0,0.0
,otherFinancingActivites,-149000000.0,50000000.0,-113000000.0,10000000.0,1000000.0,-4000000.0,-140000000.0,-99000000.0,-92000000.0,-3390000000.0,-96000000.0,-52000000.0,-50000000.0,38000000.0,-267000000.0,-32000000.0,-25000000.0,0.0,0.0,-1000000.0,0.0,0.0,-4537790697.67442
,netCashUsedProvidedByFinancingActivities,-2208000000.0,-13627000000.0,-4244000000.0,-7733000000.0,-5314000000.0,-9176000000.0,-8147000000.0,-8769000000.0,-6675000000.0,-15024000000.0,4116000000.0,2809000000.0,-2573000000.0,-9318000000.0,-4970000000.0,-266000000.0,-3124000000.0,-5764000000.0,-4726000000.0,-214000000.0,-2900000000.0,-2717000000.0,-4551598837.2093
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,286000000.0,69000000.0,-26000000.0,84000000.0,-387000000.0,-286000000.0,-295000000.0,82000000.0,-1000000.0,-103000000.0,-2000000.0,75000000.0,-46000000.0,298000000.0,25000000.0,-94000000.0,55000000.0,258000000.0,-71000000.0,19000000.0,-73000000.0,46000000.0,-22529069.767442
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-1454000000.0,-2159000000.0,4411000000.0,1853000000.0,2333000000.0,-8349000000.0,6336000000.0,1135000000.0,1843000000.0,-1610000000.0,2425000000.0,856000000.0,-3322000000.0,4000000.0,-4000000.0,238000000.0,437000000.0,-152000000.0,-2149000000.0,1414000000.0,1537000000.0,-233000000.0,-1246366279.06977
,cashAtEndOfPeriod,9658000000.0,11112000000.0,13271000000.0,8860000000.0,7007000000.0,4674000000.0,13023000000.0,6687000000.0,5552000000.0,3709000000.0,5319000000.0,2894000000.0,2038000000.0,5360000000.0,3815000000.0,6321000000.0,6083000000.0,5646000000.0,5813000000.0,6727000000.0,5368000000.0,3950000000.0,5060319767.44186
,cashAtBeginningOfPeriod,11112000000.0,13271000000.0,8860000000.0,7007000000.0,4674000000.0,13023000000.0,6687000000.0,5552000000.0,3709000000.0,5319000000.0,2894000000.0,2038000000.0,5360000000.0,3815000000.0,6321000000.0,6083000000.0,5646000000.0,5798000000.0,7962000000.0,5313000000.0,3831000000.0,4183000000.0,6306686046.51163
,operatingCashFlow,13650000000.0,13625000000.0,14272000000.0,12621000000.0,11475000000.0,11897000000.0,13897000000.0,13174000000.0,14194000000.0,14309000000.0,14067000000.0,12191000000.0,9769000000.0,9210000000.0,8710000000.0,8080000000.0,6725000000.0,6652000000.0,5830000000.0,4431000000.0,4641000000.0,4335000000.0,4277616279.06977
,capitalExpenditure,-2585000000.0,-2257000000.0,-3355000000.0,-2746000000.0,-2879000000.0,-3505000000.0,-3404000000.0,-3571000000.0,-3068000000.0,-2387000000.0,-2232000000.0,-2733000000.0,-2316000000.0,-3133000000.0,-2322000000.0,-1548000000.0,-1450000000.0,-1543000000.0,-1186000000.0,-815000000.0,-825000000.0,-862000000.0,-1129360465.11628
,freeCashFlow,11065000000.0,11368000000.0,10917000000.0,9875000000.0,8596000000.0,8392000000.0,10493000000.0,9603000000.0,11126000000.0,11922000000.0,11835000000.0,9458000000.0,7453000000.0,6077000000.0,6388000000.0,6532000000.0,5275000000.0,5109000000.0,4644000000.0,3616000000.0,3816000000.0,3473000000.0,3148255813.95349
