date,,2020-09-26_FY,2019-09-28_FY,2018-09-29_FY,2017-09-30_FY,2016-09-24_FY,2015-09-26_FY,2014-09-27_FY,2013-09-28_FY,2012-09-29_FY,2011-09-24_FY,2010-09-25_FY,2009-09-26_FY,2008-09-27_FY,2007-09-29_FY,2006-09-30_FY,2005-09-24_FY,2004-09-25_FY,2003-09-27_FY,2002-09-28_FY,2001-09-29_FY,2000-09-30_FY,1999-09-25_FY,1998-09-25_FY,1997-09-26_FY,1996-09-27_FY,1995-09-29_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY,1990-09-30_FY,1989-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,57411000000.0,55256000000.0,59531000000.0,48351000000.0,45687000000.0,53394000000.0,39510000000.0,37037000000.0,41733000000.0,25922000000.0,14013000000.0,5704000000.0,4834000000.0,3496000000.0,1989000000.0,1335000000.0,276000000.0,69000000.0,65000000.0,-25000000.0,786000000.0,601000000.0,309000000.0,-1045000000.0,-816000000.0,424000000.0,310178000.0,86600000.0,530400000.0,309800000.0,474900000.0,454000000.0
,depreciationAndAmortization,11056000000.0,12547000000.0,10903000000.0,10157000000.0,10505000000.0,11257000000.0,7946000000.0,6757000000.0,3277000000.0,1814000000.0,1027000000.0,734000000.0,473000000.0,317000000.0,225000000.0,179000000.0,150000000.0,113000000.0,114000000.0,100000000.0,84000000.0,85000000.0,111000000.0,118000000.0,156000000.0,127000000.0,167958000.0,166100000.0,217200000.0,204400000.0,202700000.0,124800000.0
,deferredIncomeTax,-215000000.0,-340000000.0,-32590000000.0,5966000000.0,4938000000.0,1382000000.0,2347000000.0,1141000000.0,4405000000.0,2868000000.0,1440000000.0,1040000000.0,-368000000.0,78000000.0,53000000.0,52000000.0,20000000.0,-11000000.0,-34000000.0,-36000000.0,163000000.0,-35000000.0,1000000.0,-7000000.0,-439000000.0,73000000.0,40800000.0,19000000.0,100900000.0,8000000.0,138900000.0,111300000.0
,stockBasedCompensation,6829000000.0,6068000000.0,5340000000.0,4840000000.0,4210000000.0,3586000000.0,2863000000.0,2253000000.0,1740000000.0,1168000000.0,879000000.0,710000000.0,516000000.0,242000000.0,163000000.0,42000000.0,33000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,5690000000.0,-3488000000.0,34694000000.0,-5550000000.0,19095000000.0,3685000000.0,-24545000000.0,10517000000.0,2093000000.0,-3938000000.0,907000000.0,-549000000.0,7941000000.0,4619000000.0,1222000000.0,2441000000.0,845000000.0,-200000000.0,105000000.0,131000000.0,758000000.0,558000000.0,572000000.0,-906000000.0,-387000000.0,366853000.0,708947000.0,-309700000.0,486400000.0,270200000.0,-22800000.0,-109000000.0
,accountsReceivables,6917000000.0,245000000.0,-5322000000.0,-2093000000.0,1095000000.0,611000000.0,-4232000000.0,-2172000000.0,-5551000000.0,143000000.0,-2142000000.0,-939000000.0,-785000000.0,-385000000.0,-357000000.0,-121000000.0,-8000000.0,-201000000.0,-99000000.0,487000000.0,-272000000.0,274000000.0,80000000.0,461000000.0,435000000.0,-350000000.0,-199401000.0,0.0,0.0,0.0,0.0,0.0
,inventory,-127000000.0,-289000000.0,828000000.0,-2723000000.0,217000000.0,-238000000.0,-76000000.0,-973000000.0,-15000000.0,275000000.0,-596000000.0,54000000.0,-163000000.0,-76000000.0,-105000000.0,-64000000.0,-45000000.0,-11000000.0,-34000000.0,22000000.0,-13000000.0,58000000.0,359000000.0,225000000.0,1113000000.0,-687000000.0,418204000.0,-926500000.0,91600000.0,-316200000.0,119900000.0,-13900000.0
,accountsPayables,-4062000000.0,-1923000000.0,9175000000.0,9618000000.0,1791000000.0,5400000000.0,5938000000.0,2340000000.0,4467000000.0,2515000000.0,6307000000.0,92000000.0,596000000.0,1494000000.0,1611000000.0,328000000.0,297000000.0,243000000.0,110000000.0,-356000000.0,345000000.0,-93000000.0,-34000000.0,106000000.0,374000000.0,-283000000.0,139095000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1409000000.0,-4452000000.0,38023000000.0,-6098000000.0,27863000000.0,8768000000.0,5083000000.0,29628000000.0,19111000000.0,17018000000.0,20956000000.0,20049000000.0,20598000000.0,12657000000.0,8038000000.0,6816000000.0,4375000000.0,3530000000.0,3730000000.0,3625000000.0,3494000000.0,2736000000.0,2178000000.0,1606000000.0,2512000000.0,2899000000.0,2532147000.0,1823200000.0,2132900000.0,1646500000.0,1376300000.0,1399100000.0
,otherNonCashItems,-97000000.0,-652000000.0,-444000000.0,-166000000.0,4696000000.0,3586000000.0,2863000000.0,2253000000.0,1740000000.0,1168000000.0,903000000.0,736000000.0,538000000.0,254000000.0,-4000000.0,504000000.0,40000000.0,-8000000.0,48000000.0,-65000000.0,-391000000.0,-228000000.0,-140000000.0,508000000.0,187000000.0,-41000000.0,-239000000.0,100000.0,-200000.0,200000.0,-100000.0,100000.0
,netCashProvidedByOperatingActivites,80674000000.0,69391000000.0,77434000000.0,63598000000.0,66231000000.0,81266000000.0,59713000000.0,53666000000.0,50856000000.0,37529000000.0,18595000000.0,10159000000.0,9596000000.0,5470000000.0,2220000000.0,2535000000.0,934000000.0,289000000.0,90000000.0,185000000.0,826000000.0,798000000.0,775000000.0,188000000.0,519000000.0,-240000000.0,736995000.0,-661800000.0,883700000.0,128700000.0,963900000.0,507300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-7309000000.0,-10495000000.0,-13313000000.0,-12451000000.0,-12734000000.0,-11247000000.0,-9571000000.0,-8165000000.0,-8295000000.0,-4260000000.0,-2005000000.0,-1144000000.0,-1091000000.0,-735000000.0,-657000000.0,-260000000.0,-176000000.0,-164000000.0,-174000000.0,-232000000.0,-107000000.0,-47000000.0,-56000000.0,-437000000.0,-67000000.0,-159000000.0,-159587000.0,-213100000.0,-194900000.0,-218300000.0,-224300000.0,-239000000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-297000000.0,-343000000.0,-3765000000.0,-496000000.0,-350000000.0,-244000000.0,-638000000.0,0.0,-220000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
