Date,2019-03-31,2018-03-31,2017-03-31,2016-03-31,2015-03-31
Cash and cash equivalents,13939000.0,13970000.0,1477000.0,36898.0,0.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,13939000.0,13970000.0,1477000.0,36898.0,0.0
Receivables,4314000.0,2990000.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,19564000.0,18719000.0,1499000.0,52893.0,36931.0
Property, Plant & Equipment Net,2720000.0,393000.0,57000.0,62569.0,10892.0
Goodwill and Intangible Assets,36615000.0,48876000.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,5102846.0,4478962.0
Tax assets,0.0,0.0,0.0,0.0,
Total non-current assets,39335000.0,49308000.0,57000.0,5165415.0,
Total assets,58899000.0,68027000.0,1556000.0,5218308.0,5021535.0
Payables,20906000.0,12207000.0,782000.0,1598536.0,364690.0
Short-term debt,2423000.0,4762000.0,3948000.0,3046042.0,825000.0
Total current liabilities,34200000.0,25682000.0,4730000.0,4877311.0,2618224.0
Long-term debt,15025000.0,3948000.0,232000.0,110273.0,0.0
Total debt,17448000.0,8710000.0,4180000.0,3156315.0,
Deferred revenue,950000.0,1046000.0,0.0,0.0,
Tax Liabilities,211000.0,0.0,0.0,0.0,
Deposit Liabilities,0.0,0.0,0.0,0.0,
Total non-current liabilities,15236000.0,3948000.0,232000.0,110273.0,
Total liabilities,49436000.0,29630000.0,4962000.0,4987584.0,2618224.0
Other comprehensive income,0.0,0.0,0.0,0.0,
Retained earnings (deficit),-89194000.0,-51432000.0,-28096000.0,-13846171.0,-10099227.0
Total shareholders equity,9463000.0,38397000.0,-3406000.0,230724.0,2403311.0
Investments,0.0,0.0,0.0,5102846.0,2182000.0
Net Debt,3509000.0,-5260000.0,2703000.0,3119417.0,
Other Assets,1311000.0,1759000.0,22000.0,15995.0,
Other Liabilities,10871000.0,8713000.0,0.0,232733.0,1428534.0
