Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,118520549.9276,28591596.1306,15193376.5299
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,118520549.9276,28591596.1306,15193376.5299
Receivables,0.0,17079.8065,1295.8963
Inventories,1397829.233,1573155.9855,0.0
Total current assets,132605354.5586,46505139.0568,19637149.0281
Property Plant & Equipment Net,36005933.4298,33435912.9383,4855723.5421
Goodwill and Intangible Assets,211692474.6744,211130592.503,57903383.7293
Long-term investments,0.0,0.0,0.0
Tax assets,500144.7178,455259.9758,91720.6623
Total non-current assets,263490014.4718,257060912.9383,65908855.2916
Total assets,396095369.0304,303566051.9952,85546004.3197
Payables,7886107.0912,579806.5296,0.0
Short-term debt,67798552.822,0.0,0.0
Total current liabilities,279481910.275,192077388.1499,68881929.4456
Long-term debt,0.0,100037787.1826,0.0
Total debt,67798552.822,100037787.1826,0.0
Deferred revenue,144435890.0145,156494860.9432,45834269.2585
Tax Liabilities,12559479.0159,13240931.0762,2398704.1037
Deposit Liabilities,255137.4819,582829.5042,0.0
Total non-current liabilities,37326628.0753,134581922.6119,4756803.4557
Total liabilities,316808538.3502,326659310.7618,73638732.9014
Other comprehensive income,9871780.0289,2375755.7437,0.0
Retained earnings (deficit),-212634298.1187,-102722642.0798,-40647948.1641
Total shareholders equity,79289869.754,-41227629.9879,-5356659.4672
Investments,0.0,0.0,0.0
Net Debt,,,
Other Assets,13284620.8394,17102168.0774,
Other Liabilities,203797250.3618,191497581.6203,68881929.4456
