date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-06-30_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,465955000.0,305243000.0,411566000.0,277289000.0,267747000.0,172258000.0,239826000.0,98876000.0,62132000.0,139079000.0,0.0,73972000.0,69023000.0,78047000.0,79252000.0,86303000.0,48604000.0,63851000.0,62878000.0,46588000.0,35761000.0,-9278000.0,34039000.0,38464000.0,40561000.0
,depreciationAndAmortization,456210000.0,544908000.0,349298000.0,316466000.0,279693000.0,287835000.0,248549000.0,140316000.0,55114000.0,29616000.0,0.0,24443000.0,24476000.0,27197000.0,27321000.0,27207000.0,25559000.0,27596000.0,18914000.0,20884000.0,27146000.0,22169000.0,11192000.0,7400000.0,10300000.0
,deferredIncomeTax,-49076000.0,9255000.0,-6279000.0,-20013000.0,-21444000.0,1476000.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1620000.0,1549000.0,10817000.0,9769000.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,15938000.0,18787000.0,18294000.0,18917000.0,21222000.0,21626000.0,31075000.0,37195000.0,26038000.0,17716000.0,0.0,7082000.0,9336000.0,7278000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-6885946000.0,-27333000.0,-178276000.0,-211836000.0,273607000.0,-11430000.0,-116134000.0,134945000.0,140206000.0,-132287000.0,-41771000.0,-68130000.0,58571000.0,-982440000.0,47750000.0,54706000.0,627673000.0,-158545000.0,198276000.0,-245893000.0,3252000.0,351192000.0,1000000.0,-13000000.0,0.0
,accountsReceivables,-88000.0,-621000.0,-8014000.0,-6530000.0,0.0,0.0,0.0,0.0,0.0,-19537000.0,0.0,-20237000.0,-11672000.0,-10512000.0,-55897000.0,10474000.0,3657000.0,-14860000.0,-13424000.0,0.0,0.0,1511000.0,-3877000.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-372000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-7196843000.0,-310897000.0,-283564000.0,-105288000.0,106548000.0,-167059000.0,-155629000.0,-39495000.0,-174440000.0,-314646000.0,-182359000.0,-140588000.0,-72458000.0,-131029000.0,851411000.0,803661000.0,748955000.0,121282000.0,279827000.0,81551000.0,327444000.0,324192000.0,-27000000.0,-28000000.0,-15000000.0
,otherNonCashItems,0.0,-71902000.0,-61648000.0,-69933000.0,-25605000.0,16274000.0,19915000.0,-3042000.0,-14038000.0,-13817000.0,0.0,20709000.0,-42722000.0,-37932000.0,-66547000.0,-37439000.0,-27045000.0,-3043000.0,3138000.0,8424000.0,-4030000.0,42535000.0,10725000.0,5459000.0,-1302000.0
,netCashProvidedByOperatingActivites,801538000.0,812077000.0,509166000.0,516070000.0,517771000.0,477277000.0,399092000.0,207908000.0,80643000.0,80116000.0,0.0,86417000.0,74544000.0,63247000.0,47471000.0,119940000.0,52707000.0,98849000.0,67851000.0,75896000.0,58877000.0,58448000.0,48241000.0,51944000.0,49559000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25000000.0,-102677000.0,-75764000.0,-201000.0,-80491000.0,-57173000.0,-2975000.0,-1596000.0,-2843000.0,-13983000.0,-23290000.0,-21497000.0,-60804000.0,-89650000.0,-2000000.0
,acquisitionsNet,0.0,0.0,-2000000.0,0.0,0.0,0.0,-1000000.0,0.0,27000000.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-95511000.0,0.0,0.0,0.0,0.0,0.0,-7664000.0,0.0,0.0,-122612000.0,-0.0,0.0,-2872000.0,-1769000.0,-5080000.0,-150000.0,-465000.0,-115522000.0,-11774000.0,-13172000.0,0.0,0.0,-3676000.0,-65000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372000.0,21625000.0,0.0,18758000.0,61030000.0,0.0,0.0,0.0,6164000.0,122455000.0,3503000.0,5560000.0,2768000.0,47169000.0,9631000.0,22330000.0,1242000.0
,otherInvestingActivites,0.0,20654000.0,19319000.0,167937000.0,-205343000.0,38871000.0,-27200000.0,45675000.0,-9119000.0,96884000.0,26461000.0,0.0,0.0,0.0,79901000.0,18223000.0,45542000.0,-102313000.0,34567000.0,74327000.0,34397000.0,38861000.0,64248000.0,90666000.0,240000.0
,netCashUsedForInvestingActivites,-539932000.0,-522773000.0,-266132000.0,225902000.0,-269806000.0,-645185000.0,-640226000.0,-6374000.0,126466000.0,-126084000.0,26461000.0,-37843000.0,18106000.0,12598000.0,-41048000.0,-44561000.0,47742000.0,-96976000.0,24229000.0,51921000.0,-13368000.0,40958000.0,-55189000.0,-71525000.0,-518000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-2466362000.0,-2416512000.0,-2215960000.0,-1436815000.0,-1512010000.0,-1840810000.0,-804764000.0,-335124000.0,-185327000.0,-0.0,-68028000.0,-173796000.0,-129194000.0,-132512000.0,-180003000.0,-161919000.0,-117628000.0,-116793000.0,-143052000.0,-90895000.0,-90627000.0,-24196000.0,-108382000.0,-28065000.0
