date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,3135000000.0,6759000000.0,6921000000.0,2736000000.0,5408000000.0,5163000000.0,5885000000.0,5359000000.0,4482000000.0,4935000000.0,4057000000.0,2130000000.0,2699000000.0,4012000000.0,3707000000.0,3734000000.0,3445000000.0,2987000000.0,2671000000.0,1311000000.0,2810000000.0,2475000000.0,2141000000.0,1991000000.0,1901000000.0,1564000000.0,1413000000.0,1478000000.0,461500000.0,789000000.0,181000000.0,1157000000.0
,depreciationAndAmortization,1543000000.0,1188000000.0,1293000000.0,1321000000.0,1095000000.0,1043000000.0,1012000000.0,1020000000.0,991000000.0,918000000.0,917000000.0,1070000000.0,712000000.0,648000000.0,645000000.0,602000000.0,758000000.0,676000000.0,951000000.0,1196000000.0,393000000.0,13000000.0,-212000000.0,187000000.0,266000000.0,367000000.0,378000000.0,411000000.0,660000000.0,753000000.0,603000000.0,333000000.0
,deferredIncomeTax,-256000000.0,426000000.0,455000000.0,783000000.0,-1132000000.0,506000000.0,-941000000.0,-283000000.0,218000000.0,818000000.0,1135000000.0,-1429000000.0,442000000.0,-738000000.0,-524000000.0,-226000000.0,574000000.0,120000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,249000000.0,283000000.0,283000000.0,282000000.0,254000000.0,234000000.0,290000000.0,350000000.0,297000000.0,301000000.0,287000000.0,202000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-3810000000.0,-71272000000.0,-4698000000.0,-1417000000.0,6872000000.0,57482000000.0,-1926000000.0,-3268000000.0,-308000000.0,-10577000000.0,-7052000000.0,-3152000000.0,29319000000.0,-8939000000.0,-1990000000.0,70975000000.0,-4533000000.0,-12451000000.0,4202000000.0,6753000000.0,-5601000000.0,-22211000000.0,-7160000000.0,-9124000000.0,-1817000000.0,-8204000000.0,-83411000000.0,0.0,0.0,0.0,0.0,1240000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-2025000000.0,1771000000.0,-4121000000.0,5505000000.0,1072000000.0,1020000000.0,2594000000.0,88000000.0,-358000000.0,2893000000.0,2090000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-93508000000.0,-22236000000.0,-17538000000.0,-16121000000.0,-22993000000.0,-80475000000.0,-78549000000.0,-75281000000.0,-74973000000.0,-64396000000.0,-57344000000.0,-54192000000.0,-83511000000.0,-74572000000.0,-72582000000.0,-143557000000.0,-139024000000.0,-126573000000.0,-130775000000.0,-137528000000.0,-131927000000.0,-109716000000.0,-102556000000.0,-93432000000.0,-91615000000.0,-83411000000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6820000000.0,4630000000.0,3414000000.0,2898000000.0,2687000000.0,2462000000.0,2974000000.0,3883000000.0,2697000000.0,2392000000.0,2491000000.0,2307000000.0,2212000000.0,2953000000.0,-1258000000.0,11000000.0,7760000000.0,2987000000.0,10946000000.0,-6942000000.0
,netCashProvidedByOperatingActivites,5591000000.0,13632000000.0,8930000000.0,13540000000.0,8224000000.0,10972000000.0,10990000000.0,8547000000.0,7082000000.0,10475000000.0,9288000000.0,6384000000.0,8666000000.0,8484000000.0,9005000000.0,8045000000.0,9143000000.0,2538000000.0,8674000000.0,5324000000.0,6353000000.0,7385000000.0,4413000000.0,5170000000.0,4939000000.0,3054000000.0,1814000000.0,413000000.0,-1062000000.0,407000000.0,4584000000.0,5975000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1478000000.0,-1645000000.0,-1310000000.0,-1062000000.0,-1375000000.0,-1341000000.0,-1195000000.0,-1006000000.0,-1053000000.0,-1189000000.0,-887000000.0,-772000000.0,-977000000.0,-938000000.0,-861000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,-597000000.0,-352000000.0,-520000000.0,-211000000.0,-487000000.0,-155000000.0,-229000000.0,-195000000.0,-466000000.0,-610000000.0,-400000000.0,0.0,-4589000000.0,-124000000.0,779000000.0,-136000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-20562000000.0,-11166000000.0,-5434000000.0,-2612000000.0,-2162000000.0,-1713000000.0,-886000000.0,-1348000000.0,-473000000.0,-1158000000.0,-7804000000.0,-13719000000.0,-14724000000.0,-10332000000.0,-18457000000.0,-11824000000.0,-18365000000.0,-30174000000.0,-24961000000.0,-19912000000.0,-9121000000.0,-11287000000.0,-10176000000.0,-7898000000.0,-10896000000.0,-11242000000.0,-13224000000.0,-13802000000.0,-17903000000.0,-18190000000.0,-12418000000.0,-14577000000.0
