Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,109755000.0,75098000.0,69594000.0,135782000.0,27466000.0,49509000.0,10403000.0,104804000.0
Short-term investments,120072000.0,11558000.0,176102000.0,103129000.0,89996000.0,127980000.0,260000.0,0.0
Cash and short-term investments,229827000.0,86656000.0,245696000.0,238911000.0,117462000.0,177489000.0,10663000.0,104804000.0
Receivables,21195000.0,19775000.0,24192000.0,51693000.0,27763000.0,7357000.0,707000.0,79000.0
Inventories,21447000.0,20493000.0,21139000.0,26563000.0,25789000.0,0.0,0.0,0.0
Total current assets,285483000.0,154047000.0,315181000.0,323801000.0,174773000.0,187556000.0,13533000.0,106105000.0
Property, Plant & Equipment Net,128874000.0,112674000.0,64672000.0,42739000.0,38000000.0,16629000.0,18687000.0,1141000.0
Goodwill and Intangible Assets,278876000.0,386166000.0,382790000.0,412704000.0,167006000.0,55779000.0,29506000.0,0.0
Long-term investments,20657000.0,189910000.0,182715000.0,199077000.0,195222000.0,208390000.0,88842000.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,430694000.0,692804000.0,633887000.0,658245000.0,401499000.0,281916000.0,138113000.0,2003000.0
Total assets,716177000.0,846851000.0,949068000.0,982046000.0,576272000.0,469472000.0,151646000.0,108108000.0
Payables,13676000.0,9014000.0,8918000.0,5117000.0,6481000.0,2662000.0,731000.0,1727000.0
Short-term debt,1025000.0,735000.0,1206000.0,1491000.0,3948000.0,0.0,49000.0,0.0
Total current liabilities,61562000.0,80173000.0,94605000.0,75904000.0,47482000.0,19829000.0,16717000.0,13363000.0
Long-term debt,211235000.0,7535000.0,7562000.0,7598000.0,8694000.0,1653000.0,42000.0,0.0
Total debt,212260000.0,8270000.0,8768000.0,9089000.0,12642000.0,1653000.0,91000.0,0.0
Deferred revenue,69764000.0,236397000.0,310142000.0,197729000.0,113209000.0,73571000.0,58636000.0,4333000.0
Tax Liabilities,7213000.0,15620000.0,17007000.0,21802000.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,275893000.0,220133000.0,285215000.0,201256000.0,119501000.0,68300000.0,49823000.0,23138000.0
Total liabilities,337455000.0,300306000.0,379820000.0,277160000.0,166983000.0,88129000.0,66540000.0,36501000.0
Other comprehensive income,-28612000.0,-15554000.0,-36202000.0,-12752000.0,-4000.0,52000.0,0.0,0.0
Retained earnings (deficit),-1330545000.0,-847820000.0,-729341000.0,-542729000.0,-458236000.0,-376414000.0,-321553000.0,-187592000.0
Total shareholders equity,362855000.0,533631000.0,560237000.0,694078000.0,384761000.0,366722000.0,-321553000.0,71607000.0
Investments,140729000.0,201468000.0,358817000.0,302206000.0,285218000.0,336370000.0,89102000.0,0.0
Net Debt,-17567000.0,-78386000.0,-236928000.0,-229822000.0,-104820000.0,-175836000.0,-10572000.0,-104804000.0
Other Assets,13014000.0,27123000.0,24154000.0,6634000.0,3759000.0,2710000.0,2163000.0,1222000.0
Other Liabilities,46861000.0,70424000.0,84481000.0,69296000.0,37053000.0,17167000.0,15937000.0,11636000.0
