date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,debtRepayment,-1583000000.0,-828000000.0,-429000000.0,-292000000.0,-806000000.0,-213000000.0,-1415000000.0,-2286000000.0,-473000000.0,-22819000000.0,-24000000.0,-37000000.0,-300000000.0,-1415000000.0,-250000000.0,-450000000.0,-500000000.0,-300000000.0,-200000000.0,0.0,0.0,-200000000.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,1600000000.0,887000000.0,0.0,186000000.0,5000000.0,2000000.0,413000000.0,1162000000.0,422000000.0,1092000000.0,529000000.0,55000000.0,49000000.0,29000000.0,0.0
,commonStockRepurchased,-200000000.0,0.0,-1028000000.0,-1330000000.0,-1250000000.0,-1796000000.0,-600000000.0,-154000000.0,-46000000.0,-3400000000.0,0.0,0.0,-1379000000.0,-5000000.0,-2000000.0,-2000000.0,0.0,0.0,-7000000.0,-100000000.0,-596000000.0,-547000000.0,-74000000.0,0.0
,dividendsPaid,-454000000.0,-379000000.0,-341000000.0,-334000000.0,-316000000.0,-282000000.0,-223000000.0,-217000000.0,-195000000.0,-170000000.0,-222000000.0,-660000000.0,-636000000.0,-460000000.0,-345000000.0,-325000000.0,-291000000.0,-257000000.0,-235000000.0,-210000000.0,-207000000.0,-197000000.0,-190000000.0,-140000000.0
,otherFinancingActivites,-1000000.0,-447000000.0,-991000000.0,-782000000.0,-1321000000.0,-2215000000.0,-2114000000.0,-1396000000.0,95000000.0,12533000000.0,-3518000000.0,1344000000.0,1507000000.0,2973000000.0,1775000000.0,1121000000.0,2467000000.0,3491000000.0,1367000000.0,-947000000.0,-2356000000.0,-585000000.0,233000000.0,585000000.0
,netCashUsedProvidedByFinancingActivities,-1191000000.0,-1467000000.0,-979000000.0,-2541000000.0,-3144000000.0,-4476000000.0,-5820000000.0,-228000000.0,-609000000.0,-2955000000.0,523000000.0,4274000000.0,499000000.0,1915000000.0,1280000000.0,477000000.0,4608000000.0,3989000000.0,3365000000.0,-208000000.0,-3104000000.0,-1340000000.0,239000000.0,59000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-9000000.0,-10000000.0,70000000.0,-40000000.0,-48000000.0,-135000000.0,-155000000.0,-56000000.0,36000000.0,0.0,-43000000.0,161000000.0,273000000.0,8000000.0,-27000000.0,-24000000.0,-32000000.0,10000000.0,-6000000.0,-18000000.0,-7000000.0,5000000.0,-9000000.0,-1000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,141000000.0,-59000000.0,-148000000.0,434000000.0,49000000.0,-1029000000.0,-993000000.0,-160000000.0,519000000.0,-80000000.0,331000000.0,-200000000.0,587000000.0,151000000.0,125000000.0,686000000.0,85000000.0,24000000.0,126000000.0,45000000.0,59000000.0,-17000000.0,28000000.0,17000000.0
,cashAtEndOfPeriod,262000000.0,121000000.0,180000000.0,882000000.0,448000000.0,399000000.0,1428000000.0,2421000000.0,2581000000.0,2062000000.0,2142000000.0,1811000000.0,2011000000.0,1424000000.0,1273000000.0,1148000000.0,462000000.0,377000000.0,353000000.0,227000000.0,182000000.0,123000000.0,140000000.0,112000000.0
,cashAtBeginningOfPeriod,121000000.0,180000000.0,328000000.0,448000000.0,399000000.0,1428000000.0,2421000000.0,2581000000.0,2062000000.0,2142000000.0,1811000000.0,2011000000.0,1424000000.0,1273000000.0,1148000000.0,462000000.0,377000000.0,353000000.0,227000000.0,182000000.0,123000000.0,140000000.0,112000000.0,95000000.0
,operatingCashFlow,3489000000.0,2843000000.0,2186000000.0,2066000000.0,2756000000.0,1886000000.0,1237000000.0,2681000000.0,2274000000.0,3309000000.0,2974000000.0,4192000000.0,5991000000.0,5638000000.0,3732000000.0,2634000000.0,3896000000.0,2649000000.0,2303000000.0,2350000000.0,891000000.0,907000000.0,2045000000.0,994000000.0
,capitalExpenditure,-105000000.0,-122000000.0,-250000000.0,-224000000.0,-307000000.0,-121000000.0,0.0,0.0,0.0,0.0,0.0,-282000000.0,-275000000.0,-195000000.0,-211000000.0,-180000000.0,-89000000.0,-189000000.0,-209000000.0,-115000000.0,-120000000.0,-108000000.0,-109000000.0,-69000000.0
,freeCashFlow,3384000000.0,2721000000.0,1936000000.0,1842000000.0,2449000000.0,1765000000.0,1237000000.0,2681000000.0,2274000000.0,3309000000.0,2974000000.0,3910000000.0,5716000000.0,5443000000.0,3521000000.0,2454000000.0,3807000000.0,2460000000.0,2094000000.0,2235000000.0,771000000.0,799000000.0,1936000000.0,925000000.0
