date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,debtRepayment,-940000000.0,-1065000000.0,-895000000.0,-980000000.0,-920000000.0,-955000000.0,-615000000.0,-260000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12522000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-52000000.0,0.0,-103000000.0,-82600000.0,-59440000.0,-292951000.0,-52942000.0,-9080000.0,0.0,0.0,0.0,-41104000.0,-25958000.0,-87312000.0,-17294000.0,-18739000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-803400000.0,-498600000.0,-441900000.0,-369100000.0,-346588000.0,-327101000.0,-296581000.0,-237456000.0,-367306000.0,-191741000.0,-182814000.0,-106943000.0,-117474000.0,-66216000.0,-60548000.0,-46935000.0,-30350000.0,-15935000.0,-3794000.0,-3415000.0,-3035000.0,-1500000.0,-800000.0,-800000.0,-800000.0,-800000.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,5884000.0,3390000.0,2094000.0,2787000.0,10149000.0,983000.0,0.0,0.0,0.0,1000.0,4653000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
,netCashUsedProvidedByFinancingActivities,-754400000.0,-595100000.0,-446500000.0,-407200000.0,-340872000.0,-337563000.0,-249732000.0,-234443000.0,-327513000.0,-181819000.0,-182814000.0,-148047000.0,-143432000.0,-153527000.0,-60667000.0,-65674000.0,-30350000.0,-15935000.0,-3794000.0,-3415000.0,-3035000.0,-5600000.0,-13000000.0,6900000.0,7900000.0,-800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,5100000.0,-200000.0,-3500000.0,5500000.0,-1318000.0,-14227000.0,-4889000.0,-990000.0,360000.0,-464000.0,1215000.0,2686000.0,-1211000.0,1181000.0,133000.0,15000.0,203000.0,499000.0,14000.0,-110000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,70800000.0,7700000.0,50300000.0,4200000.0,-16284000.0,14523000.0,55990000.0,-21105000.0,-38065000.0,-26017000.0,-21159000.0,78960000.0,28672000.0,37874000.0,-36858000.0,22701000.0,-16247000.0,35454000.0,-32968000.0,27554000.0,4858000.0,25700000.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,245700000.0,174900000.0,167200000.0,116900000.0,112735000.0,129019000.0,114496000.0,58506000.0,79611000.0,117676000.0,143693000.0,164852000.0,85892000.0,57220000.0,19346000.0,56204000.0,33503000.0,49750000.0,14296000.0,47264000.0,32707000.0,27800000.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,174900000.0,167200000.0,116900000.0,112700000.0,129019000.0,114496000.0,58506000.0,79611000.0,117676000.0,143693000.0,164852000.0,85892000.0,57220000.0,19346000.0,56204000.0,33503000.0,49750000.0,14296000.0,47264000.0,19710000.0,27849000.0,2100000.0,400000.0,400000.0,6600000.0,3100000.0
,operatingCashFlow,1101800000.0,842700000.0,674200000.0,585200000.0,513999000.0,546940000.0,499392000.0,416120000.0,396292000.0,268489000.0,240488000.0,306070000.0,259898000.0,227894000.0,97875000.0,121912000.0,57437000.0,90623000.0,17819000.0,91727000.0,38253000.0,56000000.0,43300000.0,14700000.0,12500000.0,14900000.0
,capitalExpenditure,-168100000.0,-246400000.0,-176300000.0,-119900000.0,-189451000.0,-155168000.0,-189474000.0,-206540000.0,-138406000.0,-120043000.0,-73597000.0,-52538000.0,-95306000.0,-55759000.0,-77581000.0,-65910000.0,-52687000.0,-50246000.0,-42683000.0,-45342000.0,-36729000.0,-39200000.0,-37200000.0,-28700000.0,-26200000.0,-16700000.0
,freeCashFlow,933700000.0,596300000.0,497900000.0,465300000.0,324548000.0,391772000.0,309918000.0,209580000.0,257886000.0,148446000.0,166891000.0,253532000.0,164592000.0,172135000.0,20294000.0,56002000.0,4750000.0,40377000.0,-24864000.0,46385000.0,1524000.0,16800000.0,6100000.0,-14000000.0,-13700000.0,-1800000.0
