Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Depreciation & Amortization,,,,,,,,,
Stock-based compensation,36000000.0,45000000.0,44000000.0,48000000.0,37000000.0,35000000.0,34000000.0,29000000.0,19000000.0
Operating Cash Flow,1038000000.0,961000000.0,1014000000.0,1022000000.0,866000000.0,482000000.0,783000000.0,2535000000.0,865000000.0
Capital Expenditure,-199000000.0,-174000000.0,-159000000.0,-162000000.0,-178000000.0,-210000000.0,-235000000.0,-228000000.0,-312000000.0
Acquisitions and disposals,-1555000000.0,-4000000.0,-20000000.0,-19000000.0,-10000000.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,-1000000.0,-15000000.0,0.0,0.0,0.0,-2000000.0,-1000000.0,0.0
Investing Cash flow,-1763000000.0,-189000000.0,-194000000.0,-185000000.0,-195000000.0,-217000000.0,-240000000.0,-225000000.0,-251000000.0
Issuance (repayment) of debt,-92000000.0,1049000000.0,741000000.0,-66000000.0,-186000000.0,50000000.0,600000000.0,-978000000.0,-550000000.0
Issuance (buybacks) of shares,-379000000.0,-505000000.0,-491000000.0,-359000000.0,-385000000.0,-378000000.0,-502000000.0,-1107000000.0,1000000.0
Dividend payments,-414000000.0,-386000000.0,-355000000.0,-317000000.0,-302000000.0,-284000000.0,-251000000.0,-194000000.0,0.0
Financing Cash Flow,-907000000.0,108000000.0,-137000000.0,-747000000.0,-880000000.0,-603000000.0,-152000000.0,-2280000000.0,-554000000.0
Effect of forex changes on cash,3000000.0,-4000000.0,-9000000.0,-6000000.0,-4000000.0,3000000.0,-5000000.0,5000000.0,6000000.0
Net cash flow / Change in cash,-1629000000.0,876000000.0,674000000.0,84000000.0,-213000000.0,-335000000.0,386000000.0,35000000.0,66000000.0
Free Cash Flow,839000000.0,787000000.0,855000000.0,860000000.0,688000000.0,272000000.0,548000000.0,2307000000.0,553000000.0
Net Cash/Marketcap,,,,,,,,,
