Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,945000.0,883000.0,219000.0,6033000.0,1757000.0,4434000.0,3014656.0,5308900.0,15167496.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110982.0,0.0
Cash and short-term investments,945000.0,883000.0,219000.0,6033000.0,1757000.0,4434000.0,3014656.0,6419882.0,15167496.0
Receivables,41055000.0,63514000.0,45691000.0,23779000.0,4353000.0,1307000.0,564474.0,645254.0,1103569.0
Inventories,26164000.0,26678000.0,22135000.0,13673000.0,4969000.0,2576000.0,2977047.0,3543526.0,2798738.0
Total current assets,77674000.0,99438000.0,71875000.0,46642000.0,11822000.0,8708000.0,6648285.0,10733915.0,22163292.0
Property, Plant & Equipment Net,1603000.0,1474000.0,1247000.0,1211000.0,757000.0,320000.0,742977.0,1081485.0,1232743.0
Goodwill and Intangible Assets,89880000.0,115883000.0,103862000.0,77775000.0,39367000.0,22219000.0,4532889.0,5146299.0,5106992.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,92560000.0,118061000.0,105760000.0,79900000.0,40415000.0,22569000.0,5299723.0,6286294.0,7389752.0
Total assets,170234000.0,217499000.0,177635000.0,126542000.0,52237000.0,31277000.0,11948008.0,17020209.0,29553044.0
Payables,30899000.0,32409000.0,19908000.0,14138000.0,6109000.0,2639000.0,843251.0,1306149.0,2031297.0
Short-term debt,1000000.0,3860000.0,10360000.0,360000.0,0.0,3421000.0,0.0,0.0,0.0
Total current liabilities,43329000.0,48137000.0,46024000.0,27854000.0,13618000.0,10523000.0,1321826.0,1603128.0,2974732.0
Long-term debt,50353000.0,40624000.0,27017000.0,11576000.0,0.0,0.0,2314854.0,2231588.0,5569970.0
Total debt,51353000.0,44484000.0,37377000.0,11936000.0,0.0,3421000.0,2314854.0,2231588.0,5569970.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,88000.0,0.0,25882.0,113733.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,132000.0,1398000.0,0.0,0.0,0.0
Total non-current liabilities,51042000.0,43649000.0,29508000.0,21372000.0,2197000.0,58000.0,2314854.0,2257470.0,5690285.0
Total liabilities,94371000.0,91786000.0,75532000.0,49226000.0,15815000.0,10581000.0,3636680.0,3860598.0,8665017.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-129102000.0,-75195000.0,-74673000.0,-72291000.0,-67111000.0,-50290000.0,-41712487.0,-36243417.0,-28231947.0
Total shareholders equity,75863000.0,125713000.0,102103000.0,77316000.0,25456000.0,20696000.0,8311328.0,13159611.0,20888027.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110982.0,0.0
Net Debt,50408000.0,43601000.0,37158000.0,5903000.0,-1757000.0,-1013000.0,-699802.0,-4188294.0,-9597526.0
Other Assets,9510000.0,8363000.0,3830000.0,3157000.0,743000.0,391000.0,92108.0,125253.0,3093489.0
Other Liabilities,11430000.0,11868000.0,15756000.0,13356000.0,7509000.0,4463000.0,478575.0,296979.0,943435.0
