Date,2018-12,2018-10,2017-10,2016-10,2015-10
Cash and cash equivalents,144000000.0,54000000.0,66000000.0,65000000.0,100000000.0
Short-term investments,3000000.0,5000000.0,6000000.0,6000000.0,6000000.0
Cash and short-term investments,3000000.0,5000000.0,6000000.0,6000000.0,6000000.0
Receivables,439000000.0,233000000.0,200000000.0,182000000.0,167000000.0
Inventories,537000000.0,255000000.0,198000000.0,187000000.0,158000000.0
Total current assets,3937000000.0,520000000.0,518000000.0,553000000.0,583000000.0
Property, Plant & Equipment Net,614000000.0,236000000.0,227000000.0,242000000.0,258000000.0
Goodwill and Intangible Assets,3310000000,276000000,285000000,301000000,314000000
Long-term investments,,,,,
Tax assets,1000000.0,1000000.0,000000.0,000000.0,000000.0
Total non-current assets,3531000000.0,444000000.0,430000000.0,450000000.0,486000000.0
Total assets,5141000000.0,1110000000.0,1051000000.0,1058000000.0,1080000000.0
Payables,221000000.0,171000000.0,148000000.0,143000000.0,146000000.0
Short-term debt,26000000.0,5000000.0,0000000.0,0000000.0,1000000.0
Total current liabilities,650000000.0,336000000.0,316000000.0,327000000.0,322000000.0
Long-term debt,3085000000.0,403000000.0,387000000.0,404000000.0,444000000.0
Total debt,3085000000.0,403000000.0,387000000.0,404000000.0,444000000.0
Deferred revenue,000000.0,21000000.0,28000000.0,28000000.0,000000.0
Tax Liabilities,296000000.0,2000000.0,24000000.0,25000000.0,21000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,3531000000.0,444000000.0,430000000.0,450000000.0,486000000.0
Total liabilities,4181000000.0,780000000.0,746000000.0,777000000.0,808000000.0
Other comprehensive income,-11000000.0,-7000000.0,-8000000.0,-11000000.0,-8000000.0
Retained earnings (deficit),-266000000.0,-186000000.0,-248000000.0,-303000000.0,-354000000.0
Total shareholders equity,960000000.0,330000000.0,305000000.0,281000000.0,272000000.0
Investments,,,,,
Net Debt,2967000000,354000000,321000000,339000000,345000000
Other Assets,24000000,16000000,14000000,16000000,18000000
Other Liabilities,223000000,104000000,77000000,94000000,83000000
