date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,netCashUsedProvidedByFinancingActivities,-1507000000.0,-2217000000.0,-1621000000.0,-1768000000.0,-2931000000.0,-42000000.0,205000000.0,-149000000.0,-1101000000.0,-1641000000.0,-1512000000.0,-5309000000.0,-2913000000.0,-2295000000.0,-835000000.0,-248000000.0,-791000000.0,-2714000000.0,2293000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,15000000.0,1000000.0,-88000000.0,64000000.0,-10000000.0,-70000000.0,-103000000.0,-109000000.0,26000000.0,-69000000.0,121000000.0,232000000.0,-258000000.0,6000000.0,-38000000.0,-42000000.0,107000000.0,92000000.0,37000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-685000000.0,1164000000.0,-698000000.0,91000000.0,-3209000000.0,1047000000.0,704000000.0,561000000.0,-835000000.0,1356000000.0,-1870000000.0,-2326000000.0,4237000000.0,622000000.0,594000000.0,-88000000.0,-590000000.0,413000000.0,688000000.0
,cashAtEndOfPeriod,2656000000.0,3341000000.0,2177000000.0,2875000000.0,2784000000.0,5965000000.0,4918000000.0,4214000000.0,3653000000.0,4488000000.0,3132000000.0,5002000000.0,7328000000.0,3091000000.0,2469000000.0,1875000000.0,1392000000.0,1982000000.0,1569000000.0
,cashAtBeginningOfPeriod,3341000000.0,2177000000.0,2875000000.0,2784000000.0,5993000000.0,4918000000.0,4214000000.0,3653000000.0,4488000000.0,3132000000.0,5002000000.0,7328000000.0,3091000000.0,2469000000.0,1875000000.0,1963000000.0,1982000000.0,1569000000.0,881000000.0
,operatingCashFlow,1960000000.0,2079000000.0,1633000000.0,2554000000.0,1852000000.0,1591000000.0,2438000000.0,1399000000.0,962000000.0,3125000000.0,1336000000.0,1931000000.0,5443000000.0,4791000000.0,4365000000.0,3479000000.0,5498000000.0,3716000000.0,4883000000.0
,capitalExpenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,freeCashFlow,1960000000.0,2079000000.0,1633000000.0,2554000000.0,1852000000.0,1591000000.0,2438000000.0,1399000000.0,962000000.0,3125000000.0,1336000000.0,1931000000.0,5443000000.0,4791000000.0,4365000000.0,3479000000.0,5498000000.0,3716000000.0,4883000000.0
