date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-09-30_FY
,commonStockRepurchased,0.0,-18340000.0,-30040000.0,-37779000.0,0.0,0.0,-1514000.0,0.0,0.0,-3057000.0,-1628000.0,-993000.0,-15319000.0,-56291000.0,-100499000.0,-188363000.0,-115923000.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-2692000.0,-31474000.0,-50643000.0,-33426000.0,-10548000.0,-420000.0,0.0,0.0,-43000.0,-512000.0,-874000.0,-756000.0,-22500000.0,-58088000.0,-60448000.0,0.0,0.0,0.0,0.0,0.0,0.0,-88113000.0,-3100000.0
,otherFinancingActivites,-750000.0,-7691000.0,0.0,-16302000.0,-14015000.0,-220000.0,0.0,-1040000.0,-1241000.0,-19937000.0,-5155000.0,-21000.0,474000.0,-3492000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-22996000.0,-213537000.0,-85636000.0,-59098000.0,-34851000.0,4583000.0,-38932000.0,-55458000.0,-35045000.0,-71384000.0,-93131000.0,-65373000.0,-169222000.0,180534000.0,-61713000.0,-93709000.0,-27619000.0,-101987000.0,252799000.0,-69858000.0,-2796000.0,676416000.0,133700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,10571000.0,-171865000.0,158091000.0,-12676000.0,37674000.0,-22371000.0,19309000.0,3308000.0,5298000.0,-143000.0,-6983000.0,6467000.0,-6661000.0,150000.0,-5276000.0,4227000.0,-4050000.0,-76699000.0,81842000.0,-2506000.0,1995000.0,4793000.0,0.0
,cashAtEndOfPeriod,30964000.0,20393000.0,192258000.0,34167000.0,46843000.0,9169000.0,31540000.0,12231000.0,8923000.0,3625000.0,3768000.0,10751000.0,4284000.0,10945000.0,10795000.0,16071000.0,11844000.0,15894000.0,92593000.0,10751000.0,13257000.0,11262000.0,0.0
,cashAtBeginningOfPeriod,20393000.0,192258000.0,34167000.0,46843000.0,9169000.0,31540000.0,12231000.0,8923000.0,3625000.0,3768000.0,10751000.0,4284000.0,10945000.0,10795000.0,16071000.0,11844000.0,15894000.0,92593000.0,10751000.0,13257000.0,11262000.0,6469000.0,3600000.0
,operatingCashFlow,85226000.0,132188000.0,102249000.0,29112000.0,72030000.0,64790000.0,65296000.0,63349000.0,69702000.0,85525000.0,90410000.0,73902000.0,130617000.0,93492000.0,101583000.0,136552000.0,131482000.0,130366000.0,104342000.0,85243000.0,69475000.0,40700000.0,23000000.0
,capitalExpenditure,-30837000.0,-77901000.0,-41786000.0,-21193000.0,-7689000.0,-7043000.0,-8408000.0,-4325000.0,-3688000.0,-6897000.0,-3112000.0,-2467000.0,-8927000.0,-277589000.0,-43717000.0,-57762000.0,-108427000.0,-137150000.0,-245365000.0,-9820000.0,-9532000.0,-777425000.0,-11200000.0
,freeCashFlow,54389000.0,54287000.0,60463000.0,7919000.0,64341000.0,57747000.0,56888000.0,59024000.0,66014000.0,78628000.0,87298000.0,71435000.0,121690000.0,-184097000.0,57866000.0,78790000.0,23055000.0,-6784000.0,-141023000.0,75423000.0,59943000.0,-736725000.0,11800000.0
