Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,392200000.0,277591000.0,270045000.0,275795000.0,230707000.0,263864000.0,315028000.0,169704000.0,0.0
Short-term investments,2126081000.0,1803666000.0,1724667000.0,1716388000.0,1792078000.0,2176290000.0,1796076000.0,1291797000.0,0.0
Cash and short-term investments,2518281000.0,2081257000.0,1994712000.0,1992183000.0,2022785000.0,2440154000.0,2111104000.0,1461501000.0,0.0
Receivables,13929000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,2532210000.0,2081257000.0,1994712000.0,1992183000.0,2022785000.0,2440154000.0,2111104000.0,1461501000.0,0.0
Property Plant & Equipment Net,671169000.0,621895000.0,597301000.0,592256000.0,555228000.0,531947000.0,501205000.0,431512000.0,0.0
Goodwill and Intangible Assets,622565000.0,519505000.0,520438000.0,495970000.0,424445000.0,393760000.0,366348000.0,327538000.0,0.0
Long-term investments,1099594000.0,1063242000.0,980457000.0,607782000.0,998437000.0,495574000.0,1035743000.0,749287000.0,0.0
Tax assets,0.0,0.0,58753000.0,54187000.0,36164000.0,70127000.0,9712000.0,-17378000.0,0.0
Total non-current assets,28712639000.0,25834713000.0,23673841000.0,20924983000.0,17987942000.0,15657629000.0,15408509000.0,14432307000.0,0.0
Total assets,31244849000.0,27915970000.0,25668553000.0,22917166000.0,20010727000.0,18097783000.0,17519613000.0,15893808000.0,0.0
Payables,669644000.0,537244000.0,505450000.0,390259000.0,336225000.0,302958000.0,331245000.0,187459000.0,0.0
Short-term debt,139200000.0,139088000.0,138971000.0,140000000.0,140000000.0,0.0,15000000.0,35000000.0,0.0
Total current liabilities,822109000.0,687153000.0,656047000.0,530259000.0,476225000.0,302958000.0,346245000.0,222459000.0,0.0
Long-term debt,144461000.0,41222000.0,52445000.0,67500000.0,0.0,364000.0,2093000.0,51000000.0,0.0
Total debt,283661000.0,180310000.0,191416000.0,207500000.0,140000000.0,364000.0,17093000.0,86000000.0,0.0
Deferred revenue,1727000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,11538000.0,10821000.0,11626000.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,26094678000.0,23183347000.0,21658632000.0,18639634000.0,16281844000.0,14668789000.0,14428544000.0,12307267000.0,0.0
Total non-current liabilities,202181000.0,56602000.0,147055000.0,146449000.0,75176000.0,64676000.0,82031000.0,156241000.0,0.0
Total liabilities,27977279000.0,24939031000.0,22972936000.0,20564892000.0,17940905000.0,16197194000.0,15714908000.0,14350275000.0,0.0
Other comprehensive income,1677350000,1649049000,1612449000,1438302000,1256873000,1240509000,1204863000,1050972000,0.0
Retained earnings (deficit),1610574000.0,1313657000.0,1096518000.0,928211000.0,803400000.0,676935000.0,555023000.0,459457000.0,0.0
Total shareholders equity,3267570000.0,2976939000.0,2695617000.0,2352274000.0,2069822000.0,1900589000.0,1804705000.0,1543533000.0,0.0
Investments,3225675000.0,2866908000.0,2705124000.0,2324170000.0,2790515000.0,2671864000.0,2831819000.0,2041084000.0,0.0
Net Debt,-108539000.0,-97281000.0,-78629000.0,-68295000.0,-90707000.0,-263500000.0,-297935000.0,-83704000.0,0.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,26952989000.0,24195276000.0,22169834000.0,19888184000.0,17389504000.0,15829560000.0,15286632000.0,13971575000.0,0.0
