Date,2019-06-30,2018-06-30,2017-06-30
Cash and cash equivalents,12038000.0,22623000.0,34802000.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,12038000.0,22623000.0,34802000.0
Receivables,834000.0,78000.0,265000.0
Inventories,730000.0,0.0,0.0
Total current assets,14121000.0,22701000.0,35067000.0
Property Plant & Equipment Net,115567000.0,59065000.0,26068000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,119828000.0,65616000.0,30112000.0
Total assets,133949000.0,88317000.0,65179000.0
Payables,5028000.0,9892000.0,837000.0
Short-term debt,4274000.0,0.0,0.0
Total current liabilities,9495000.0,9914000.0,4604000.0
Long-term debt,54441000.0,0.0,0.0
Total debt,58715000.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,57149000.0,1313000.0,0.0
Total liabilities,66644000.0,11227000.0,4604000.0
Other comprehensive income,0.0,0.0,0.0
Retained earnings (deficit),-41076000.0,-28191000.0,-21076000.0
Total shareholders equity,67305000.0,77090000.0,60575000.0
Investments,0.0,0.0,0.0
Net Debt,,,
Other Assets,,,
Other Liabilities,193000.0,22000.0,3767000.0
