date,,2020-05-31_FY,2019-05-31_FY,2018-05-31_FY,2017-05-31_FY,2016-05-31_FY,2015-05-31_FY,2014-05-31_FY,2013-05-31_FY,2012-05-31_FY,2011-05-31_FY,2010-05-31_FY,2009-05-31_FY,2008-05-31_FY,2007-05-31_FY,2006-05-31_FY,2005-05-31_FY,2004-05-31_FY,2003-05-31_FY,2002-05-31_FY,2001-05-31_FY,2000-05-31_FY,1999-05-31_FY,1998-05-31_FY,1997-05-31_FY,1996-05-31_FY,1995-05-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2539000000.0,4029000000.0,1933000000.0,4240000000.0,3760000000.0,3273000000.0,2693000000.0,2485000000.0,2223000000.0,2133000000.0,1906700000.0,1486700000.0,1883400000.0,1491500000.0,1392000000.0,1211600000.0,945600000.0,474000000.0,663300000.0,589700000.0,579100000.0,451400000.0,399600000.0,795800000.0,553200000.0,399700000.0
,depreciationAndAmortization,1119000000.0,720000000.0,774000000.0,716000000.0,662000000.0,649000000.0,632000000.0,513000000.0,405000000.0,358000000.0,395500000.0,383300000.0,321500000.0,270200000.0,290900000.0,287700000.0,310400000.0,262500000.0,276600000.0,214100000.0,223600000.0,228800000.0,233500000.0,168300000.0,132400000.0,90200000.0
,deferredIncomeTax,-380000000.0,34000000.0,647000000.0,-273000000.0,-80000000.0,-113000000.0,-11000000.0,21000000.0,-60000000.0,-76000000.0,8300000.0,-294100000.0,-300600000.0,34100000.0,-26000000.0,21300000.0,66200000.0,50400000.0,15200000.0,79800000.0,36800000.0,37900000.0,-113900000.0,-47100000.0,-73300000.0,-24700000.0
,stockBasedCompensation,429000000.0,325000000.0,218000000.0,215000000.0,236000000.0,191000000.0,177000000.0,174000000.0,130000000.0,105000000.0,159000000.0,170600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,3613000000.0,-435000000.0,-1493000000.0,920000000.0,25000000.0,973000000.0,-1031000000.0,2034000000.0,327000000.0,-256000000.0,1138000000.0,939200000.0,25300000.0,756800000.0,383800000.0,848900000.0,838300000.0,343200000.0,482900000.0,382200000.0,-361600000.0,-10800000.0,-135200000.0,704200000.0,321400000.0,-209000000.0
,accountsReceivables,1239000000.0,-270000000.0,187000000.0,-426000000.0,60000000.0,-216000000.0,-298000000.0,142000000.0,-323000000.0,-273000000.0,181700000.0,-238000000.0,0.0,0.0,0.0,0.0,82500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-1854000000.0,-490000000.0,-255000000.0,-231000000.0,-590000000.0,-621000000.0,-505000000.0,-197000000.0,-805000000.0,-551000000.0,284600000.0,32200000.0,-249800000.0,-49500000.0,-200300000.0,-103300000.0,-55900000.0,-102800000.0,55400000.0,-16700000.0,-275400000.0,197300000.0,-58000000.0,-416700000.0,-301400000.0,-69700000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470000000.0,151000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,12272000000.0,8659000000.0,9094000000.0,10587000000.0,9667000000.0,9642000000.0,8669000000.0,9700000000.0,7666000000.0,7339000000.0,7595000000.0,6457000000.0,5517800000.0,5492500000.0,4735700000.0,4351900000.0,3503000000.0,2664700000.0,2321500000.0,1838600000.0,1456400000.0,1818000000.0,1828800000.0,1964000000.0,1259800000.0,938400000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141000000.0,147700000.0,54200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-1300000.0
,netCashProvidedByOperatingActivites,2485000000.0,5903000000.0,4955000000.0,3640000000.0,3096000000.0,4680000000.0,3003000000.0,3027000000.0,1899000000.0,1812000000.0,3164200000.0,1736100000.0,1936300000.0,1878700000.0,1667900000.0,1570700000.0,1514400000.0,917400000.0,1081500000.0,656500000.0,759900000.0,961000000.0,517500000.0,323100000.0,330000000.0,254900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1086000000.0,-1119000000.0,-1028000000.0,-1105000000.0,-1143000000.0,-963000000.0,-880000000.0,-636000000.0,-597000000.0,-432000000.0,-335100000.0,-455700000.0,-449200000.0,-313500000.0,-333700000.0,-257100000.0,-213900000.0,-185900000.0,-282800000.0,-317600000.0,-419900000.0,-384100000.0,-505900000.0,-465900000.0,-216400000.0,-154100000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786000000.0,0.0,0.0,0.0,0.0,-325000000.0,0.0,0.0,-47000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2426000000.0,-2937000000.0,-4783000000.0,-5928000000.0,-5217000000.0,-5086000000.0,-5386000000.0,-3702000000.0,-2705000000.0,-7639000000.0,-3724400000.0,-2908700000.0,-1865600000.0,-2133800000.0,-2619700000.0,-1527200000.0,-400800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,2453000000.0,3787000000.0,6109000000.0,6046000000.0,5310000000.0,5871000000.0,5058000000.0,2499000000.0,3851000000.0,7079000000.0,2793100000.0,2581300000.0,2246000000.0,2516200000.0,1709800000.0,1491900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,31000000.0,0.0,-25000000.0,-34000000.0,6000000.0,0.0,-2000000.0,-28000000.0,-37000000.0,-30000000.0,-11200000.0,-47000000.0,-21800000.0,-4300000.0,-34600000.0,-28000000.0,-54300000.0,-44500000.0,-35600000.0,-37400000.0,-45400000.0,-59600000.0,-105900000.0,-54700000.0,-26400000.0,-436300000.0
,netCashUsedForInvestingActivites,-1028000000.0,-264000000.0,276000000.0,-1008000000.0,-1034000000.0,-175000000.0,-1207000000.0,-1067000000.0,514000000.0,-1021000000.0,-1267500000.0,-798100000.0,-413800000.0,92900000.0,-1276600000.0,-360400000.0,-946500000.0,-215600000.0,-302800000.0,-342300000.0,-440000000.0,-416500000.0,-595000000.0,-496300000.0,-230000000.0,-581400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
