date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1254000000.0,-311000000.0,693000000.0,346000000.0,1264000000.0,307000000.0,2452000000.0,629000000.0,212000000.0,343000000.0,-216000000.0,-375000000.0,-77000000.0,602000000.0,-330000000.0,228000000.0,114800000.0,-802100000.0,-1105800000.0,-203600000.0,40300000.0,241100000.0,682300000.0,558700000.0,101700000.0,611000000.0,567000000.0,387800000.0,-658600000.0,74500000.0,-38300000.0,189400000.0
,depreciationAndAmortization,859000000.0,795000000.0,778000000.0,781000000.0,727000000.0,698000000.0,732000000.0,722000000.0,687000000.0,715000000.0,652000000.0,636000000.0,660000000.0,659000000.0,694000000.0,706000000.0,714800000.0,693300000.0,602800000.0,636700000.0,630300000.0,581700000.0,487800000.0,469300000.0,460800000.0,434900000.0,410300000.0,392900000.0,445800000.0,441500000.0,415000000.0,383500000.0
,deferredIncomeTax,23000000.0,323000000.0,131000000.0,385000000.0,-229000000.0,79000000.0,-1970000000.0,0.0,0.0,0.0,0.0,0.0,0.0,23000000.0,-48000000.0,-19000000.0,-4500000.0,-14800000.0,987900000.0,-252000000.0,-138900000.0,-142300000.0,144900000.0,-30700000.0,-238500000.0,58000000.0,99800000.0,-36300000.0,0.0,-38500000.0,-56600000.0,38200000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1187000000.0,-497000000.0,90000000.0,153000000.0,-283000000.0,-1804000000.0,-631000000.0,-88000000.0,-707000000.0,1145000000.0,-392000000.0,-431000000.0,-1947000000.0,-5000000.0,1644000000.0,350400000.0,216000000.0,2147300000.0,-773200000.0,687200000.0,-60000000.0,48700000.0,339700000.0,-345900000.0,153500000.0,-451100000.0,-312500000.0,-123600000.0,-213900000.0,86700000.0,202500000.0,79600000.0
,accountsReceivables,132000000.0,71000000.0,-172000000.0,-147000000.0,211000000.0,-31000000.0,75000000.0,79000000.0,291000000.0,-337000000.0,-181000000.0,139000000.0,294000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,713000000.0,6000000.0,-171000000.0,-44000000.0,-172000000.0,-89000000.0,-35000000.0,366000000.0,619000000.0,-1009000000.0,-536000000.0,1265000000.0,-700000000.0,-395000000.0,108000000.0,-253000000.0,-53900000.0,41600000.0,84900000.0,407800000.0,-382600000.0,276900000.0,-313600000.0,-107100000.0,-5500000.0,-344300000.0,-63900000.0,-100200000.0,-71900000.0,5900000.0,340800000.0,-120100000.0
,accountsPayables,26000000.0,5000000.0,223000000.0,85000000.0,-156000000.0,78000000.0,-41000000.0,-30000000.0,-453000000.0,696000000.0,769000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,290000000.0,647000000.0,1144000000.0,1054000000.0,901000000.0,1184000000.0,2988000000.0,3619000000.0,3176000000.0,3883000000.0,2738000000.0,3130000000.0,3561000000.0,5508000000.0,5513000000.0,3869000000.0,3518600000.0,3302600000.0,1155300000.0,1928500000.0,1241300000.0,1301300000.0,1252600000.0,912900000.0,1258800000.0,1105300000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-54000000.0,107000000.0,-461000000.0,-88000000.0,64000000.0,-110000000.0,-1441000000.0,-1114000000.0,-417000000.0,173000000.0,323000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9200000.0,0.0,0.0,-18600000.0,17600000.0,22100000.0,51700000.0,0.0
,netCashProvidedByOperatingActivites,1115000000.0,1207000000.0,916000000.0,1158000000.0,1504000000.0,1687000000.0,340000000.0,938000000.0,1038000000.0,773000000.0,924000000.0,1297000000.0,-745000000.0,132000000.0,560000000.0,885000000.0,719800000.0,-306700000.0,676400000.0,1266500000.0,509800000.0,634700000.0,439100000.0,1067800000.0,897500000.0,652800000.0,764600000.0,703100000.0,616800000.0,572400000.0,574300000.0,817800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-647000000.0,-770000000.0,-811000000.0,-881000000.0,-996000000.0,-983000000.0,-923000000.0,-1168000000.0,-1127000000.0,-1043000000.0,-944000000.0,-746000000.0,-1133000000.0,-739000000.0,-671000000.0,-634000000.0,-518600000.0,-446600000.0,-457900000.0,-435400000.0,-614500000.0,-1697000000.0,-1056300000.0,-826100000.0,-617500000.0,-615600000.0,-523000000.0,-432300000.0,-366600000.0,-345100000.0,-574500000.0,-775700000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,18000000.0,25000000.0,0.0,0.0,70000000.0,43000000.0,58000000.0,107000000.0,127000000.0,257000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-96000000.0,-113000000.0,-68000000.0,-83000000.0,-72000000.0,-77000000.0,-72000000.0,-105000000.0,-29000000.0,0.0,0.0,0.0,-360000000.0,0.0,0.0,0.0,0.0,0.0,-64700000.0,-2300000.0,-24400000.0,-54200000.0,-18300000.0,-38600000.0,-97200000.0,-30600000.0,-287100000.0,-157500000.0,-121100000.0,-118200000.0,-75400000.0,-126300000.0
