Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,70834496.0,34743152.0,19558571.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,70834496.0,34743152.0,19558571.0
Receivables,56423866.0,37637957.0,43760916.0
Inventories,24383021.0,16946870.0,19838989.0
Total current assets,172385068.0,114826071.0,94209882.0
Property Plant & Equipment Net,31263432.0,31410133.0,27730400.0
Goodwill and Intangible Assets,591244539.0,772561526.0,854105628.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,1558700.0
Total non-current assets,623259898.0,804914078.0,884290529.0
Total assets,795644966.0,919740149.0,978500411.0
Payables,24869593.0,36069936.0,37524198.0
Short-term debt,1774199.0,6679849.0,5282975.0
Total current liabilities,114393628.0,124676175.0,117832479.0
Long-term debt,266802911.0,314006640.0,323742014.0
Total debt,268577110.0,320686489.0,329024989.0
Deferred revenue,101354.0,0.0,0.0
Tax Liabilities,393552.0,44226089.0,67558265.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,291993275.0,359280206.0,395462779.0
Total liabilities,409375841.0,483956381.0,513295258.0
Other comprehensive income,489949791,-633146.0,274781.0
Retained earnings (deficit),-102359672.0,0.0,
Total shareholders equity,386269125.0,435783768.0,465205153.0
Investments,0.0,0.0,0.0
Net Debt,197742614.0,285943337.0,309466418.0
Other Assets,0.0,25498092.0,11051406.0
Other Liabilities,2988938.0,81926390.0,75025306.0
