Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,82912000.0,23540000.0,11080000.0
Short-term investments,75923000.0,40854000.0,69156000.0
Cash and short-term investments,158835000.0,64394000.0,80236000.0
Receivables,323000.0,0.0,5000000.0
Inventories,0.0,0.0,0.0
Total current assets,164601000.0,71330000.0,93175000.0
Property Plant & Equipment Net,8226000.0,7326000.0,3877000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,7718000.0,0.0,0.0
Total non-current assets,9464000.0,10124000.0,4964000.0
Total assets,174065000.0,81454000.0,98139000.0
Payables,3412000.0,3215000.0,2845000.0
Short-term debt,39342000.0,0.0,0.0
Total current liabilities,27177000.0,23384000.0,16207000.0
Long-term debt,4684000.0,0.0,0.0
Total debt,44026000.0,0.0,0.0
Deferred revenue,14610000.0,82105000.0,64931000.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,48710000.0,76867000.0,60367000.0
Total liabilities,71203000.0,100251000.0,76574000.0
Other comprehensive income,169784000,-246000.0,-353000.0
Retained earnings (deficit),-66806000.0,-73945000.0,-28568000.0
Total shareholders equity,102862000.0,-67314000.0,-26912000.0
Investments,75923000.0,40854000.0,69156000.0
Net Debt,-38886000.0,-64394000.0,-80236000.0
Other Assets,0.0,6936000.0,7939000.0
Other Liabilities,0.0,20169000.0,13362000.0
