date,,2021-03-31_FY,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2374000.0,1872000.0,-308000.0,-9844000.0,5023000.0
,depreciationAndAmortization,1945000.0,1968000.0,2205000.0,2222000.0,2326000.0
,deferredIncomeTax,-561000.0,-287000.0,-159000.0,-3088000.0,-884000.0
,stockBasedCompensation,864000.0,975000.0,1069000.0,577000.0,627000.0
,changeInWorkingCapital,-7596000.0,-2453000.0,1791000.0,-583000.0,3881000.0
,accountsReceivables,-1791000.0,2044000.0,-1227000.0,-5472000.0,1127000.0
,inventory,5185000.0,2279000.0,-2068000.0,-2311000.0,1561000.0
,accountsPayables,3556000.0,1826000.0,-2572000.0,5757000.0,78000.0
,otherWorkingCapital,-10035000.0,77443000.0,79896000.0,78105000.0,78688000.0
,otherNonCashItems,1252000.0,-836000.0,3319000.0,19227000.0,1416000.0
,netCashProvidedByOperatingActivites,-1722000.0,1239000.0,7917000.0,8511000.0,12389000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2158000.0,-2417000.0,-2138000.0,-2051000.0,-325000.0
,acquisitionsNet,0.0,602000.0,0.0,0.0,0.0
,purchasesOfInvestments,-42603000.0,-181462000.0,-115342000.0,-54023000.0,-55000000.0
,salesMaturitiesOfInvestments,77151000.0,204146000.0,88633000.0,52000000.0,62000000.0
,otherInvestingActivites,7000.0,12000.0,0.0,6000.0,1000.0
,netCashUsedForInvestingActivites,32397000.0,20881000.0,-28847000.0,-4068000.0,6676000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-4639000.0,-51000.0,-97000.0,-107000.0,-58000.0
,commonStockIssued,0.0,24000.0,307000.0,0.0,137000.0
,commonStockRepurchased,-23000.0,-230000.0,-146000.0,-119000.0,-29000.0
,dividendsPaid,-4391000.0,-4250000.0,-3834000.0,-3517000.0,-3492000.0
,otherFinancingActivites,4599000.0,0.0,0.0,0.0,-19000.0
,netCashUsedProvidedByFinancingActivities,-4454000.0,-4507000.0,-3770000.0,-3743000.0,-3461000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,356000.0,-231000.0,-183000.0,282000.0,-202000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,26577000.0,17934000.0,-25435000.0,982000.0,15402000.0
,cashAtEndOfPeriod,59532000.0,32955000.0,15021000.0,40456000.0,39474000.0
,cashAtBeginningOfPeriod,32955000.0,15021000.0,40456000.0,39474000.0,24072000.0
,operatingCashFlow,-1722000.0,1239000.0,7917000.0,8511000.0,12389000.0
,capitalExpenditure,-2158000.0,-2417000.0,-2138000.0,-2051000.0,-325000.0
,freeCashFlow,-3880000.0,-1178000.0,5779000.0,6460000.0,12064000.0
