Date,2019-12-28,2018-12-29,2017-12-30,2016-12-31,2015-12-26,2014-12-27,2013-12-28,2012-12-29,2011-12-31,2010-12-25,2009-12-26
Cash and cash equivalents,144545000.0,98472000.0,91184000.0,101408000.0,146264000.0,113940000.0,59196000.0,72243000.0,139049000.0,121887000.0,122723000.0
Short-term investments,76327000.0,50531000.0,48988000.0,7497000.0,41325000.0,49897000.0,91895000.0,93545000.0,157642000.0,226028000.0,327192000.0
Cash and short-term investments,220872000.0,149003000.0,140172000.0,108905000.0,187589000.0,163837000.0,151091000.0,165788000.0,296691000.0,347915000.0,449915000.0
Receivables,97868000.0,95333000.0,81515000.0,70225000.0,36725000.0,45152000.0,30189000.0,28919000.0,12662000.0,28598000.0,29412000.0
Inventories,83258000.0,77706000.0,67848000.0,59806000.0,27223000.0,25548000.0,20707000.0,23616000.0,18092000.0,25003000.0,25548000.0
Total current assets,419043000.0,337820000.0,305854000.0,254709000.0,258018000.0,244274000.0,211651000.0,239172000.0,336975000.0,416291000.0,546611000.0
Property Plant & Equipment Net,58747000.0,54054000.0,46754000.0,42663000.0,23853000.0,25498000.0,35190000.0,45515000.0,35132000.0,37311000.0,97758000.0
Goodwill and Intangible Assets,256806000.0,256854000.0,287404000.0,314618000.0,56283000.0,69420000.0,88201000.0,105270000.0,0.0,0.0,0.0
Long-term investments,10468000.0,50531000.0,48988000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,71252000.0,77301000.0,3133000.0,3310000.0,3281000.0,3466000.0,3960000.0,4207000.0,5954000.0,5774000.0,32272000.0
Total non-current assets,420839000.0,390402000.0,340720000.0,364273000.0,84705000.0,99969000.0,129057000.0,156510000.0,46096000.0,49763000.0,109357000.0
Total assets,839882000.0,728222000.0,646574000.0,618982000.0,342723000.0,344243000.0,340708000.0,395682000.0,383071000.0,466054000.0,655968000.0
Payables,40914000.0,40006000.0,35046000.0,34075000.0,18072000.0,20274000.0,16313000.0,21015000.0,9731000.0,14948000.0,29250000.0
Short-term debt,42846000.0,29840000.0,18443000.0,125475000.0,0.0,0.0,270000.0,573000.0,0.0,0.0,0.0
Total current liabilities,136560000.0,102518000.0,92161000.0,82707000.0,43581000.0,47862000.0,37770000.0,45047000.0,28595000.0,45524000.0,64004000.0
Long-term debt,15639000.0,34971000.0,87228000.0,3703000.0,0.0,2208000.0,0.0,340000.0,0.0,0.0,0.0
Total debt,58485000.0,64811000.0,105671000.0,129178000.0,0.0,2208000.0,270000.0,913000.0,0.0,0.0,0.0
Deferred revenue,29000.0,160000.0,4978000.0,5305000.0,3892000.0,6303000.0,7030000.0,6189000.0,4798000.0,4637000.0,10856000.0
Tax Liabilities,28800000.0,3174000.0,807000.0,442000.0,110000.0,68000.0,172000.0,0.0,100000.0,6142000.0,6904000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,22625000.0,37326000.0,90607000.0,5018000.0,1069000.0,3302000.0,2497000.0,3368000.0,4112000.0,9329000.0,14183000.0
Total liabilities,198885000.0,148058000.0,187937000.0,217926000.0,48042000.0,54807000.0,46622000.0,56424000.0,36419000.0,54853000.0,78187000.0
Other comprehensive income,885821000,862897000,843116000,833341000,718904000,711676000,695631000,681157000,652024000,2027000.0,1253000.0
Retained earnings (deficit),-244241000.0,-283587000.0,-387573000.0,-428616000.0,-422059000.0,-420536000.0,-401351000.0,-343668000.0,-308122000.0,-242141000.0,-53855000.0
Total shareholders equity,640997000.0,580164000.0,458637000.0,401056000.0,294681000.0,289436000.0,294086000.0,339258000.0,346652000.0,411201000.0,577781000.0
Investments,86795000.0,101062000.0,97976000.0,7497000.0,41325000.0,49897000.0,91895000.0,93545000.0,157642000.0,226028000.0,327192000.0
Net Debt,-86060000.0,-33661000.0,14487000.0,27770000.0,-146264000.0,-111732000.0,-58926000.0,-71330000.0,-139049000.0,-347915000.0,-449915000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14775000.0,41736000.0
Other Liabilities,39700000.0,8214000.0,5169000.0,130201000.0,3392000.0,3643000.0,6355000.0,8009000.0,3712000.0,30576000.0,34754000.0
