Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,153807000.0,35345000.0,23287000.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,153807000.0,35345000.0,23287000.0
Receivables,7336000.0,5429000.0,6104000.0
Inventories,0.0,0.0,0.0
Total current assets,170205000.0,47055000.0,42141000.0
Property Plant & Equipment Net,117718000.0,131331000.0,123480000.0
Goodwill and Intangible Assets,346185000.0,391948000.0,398651000.0
Long-term investments,3600000.0,0.0,0.0
Tax assets,43225000.0,0.0,0.0
Total non-current assets,509143000.0,531034000.0,534080000.0
Total assets,679348000.0,578089000.0,576221000.0
Payables,2804000.0,3380000.0,1618000.0
Short-term debt,1900000.0,2032000.0,1180000.0
Total current liabilities,135702000.0,115313000.0,117995000.0
Long-term debt,215515000.0,409674000.0,400059000.0
Total debt,217415000.0,411706000.0,401239000.0
Deferred revenue,101236000.0,84818000.0,76420000.0
Tax Liabilities,3351000.0,4168000.0,20557000.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,232254000.0,422733000.0,425205000.0
Total liabilities,459965000.0,538046000.0,543200000.0
Other comprehensive income,551937000,19000.0,87000.0
Retained earnings (deficit),-332268000.0,-177571000.0,-153561000.0
Total shareholders equity,219383000.0,40043000.0,33021000.0
Investments,3600000.0,0.0,0.0
Net Debt,63608000.0,376361000.0,377952000.0
Other Assets,0.0,6281000.0,12750000.0
Other Liabilities,92009000.0,109901000.0,115197000.0
