Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,55200000.0,71511000.0,100905000.0,90988000.0,61475000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,55200000.0,71511000.0,100905000.0,90988000.0,61475000.0
Receivables,99020000.0,112284000.0,129667000.0,76390000.0,70275000.0
Inventories,11433000.0,4665000.0,4676000.0,4291000.0,4829000.0
Total current assets,194863000.0,213816000.0,254290000.0,193747000.0,152915000.0
Property, Plant & Equipment Net,180268000.0,168537000.0,170118000.0,142701000.0,126539000.0
Goodwill and Intangible Assets,595967000.0,598513000.0,598718000.0,594980000.0,594217000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,10349000.0,2686000.0,858000.0
Total non-current assets,790980000.0,776335000.0,785938000.0,744531000.0,730391000.0
Total assets,985843000.0,990151000.0,1040228000.0,938278000.0,883306000.0
Payables,59082000.0,33421000.0,31127000.0,22571000.0,22052000.0
Short-term debt,42855000.0,44534000.0,48274000.0,25610000.0,15948000.0
Total current liabilities,197640000.0,171515000.0,171526000.0,97473000.0,82255000.0
Long-term debt,517511000.0,515554000.0,522058000.0,657372000.0,646657000.0
Total debt,560366000.0,560088000.0,570332000.0,682982000.0,662605000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,6869000.0,7922000.0,21200000.0,15029000.0,10544000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,549193000.0,538356000.0,554928000.0,681884000.0,666422000.0
Total liabilities,746833000.0,709871000.0,726454000.0,779357000.0,748677000.0
Other comprehensive income,76000.0,-891000.0,-100000.0,-501000.0,276000.0
Retained earnings (deficit),-164451000.0,-135898000.0,-131301000.0,-128261000.0,-136576000.0
Total shareholders equity,-58970000.0,-37856000.0,-31074000.0,-129193000.0,-134434000.0
Investments,0.0,0.0,0.0,0.0,0.0
Net Debt,505166000.0,488577000.0,469427000.0,591994000.0,601130000.0
Other Assets,29210000.0,25356000.0,19042000.0,22078000.0,16336000.0
Other Liabilities,95703000.0,93560000.0,92125000.0,49292000.0,44255000.0
