Date,2019-03-31,2018-03-31,2017-03-31
Cash and cash equivalents,15495777.9104,4891826.7679,3100930.489
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,15495777.9104,4891826.7679,3100930.489
Receivables,10674140.7463,4940542.0028,6653014.8019
Inventories,32858417.0149,50685566.3661,34041386.8814
Total current assets,63949086.7164,65310724.4107,48328465.3896
Property Plant & Equipment Net,21801686.7164,814010.2832,766457.5533
Goodwill and Intangible Assets,15740122.6866,750197.7535,0.0
Long-term investments,1134328.3582,172449.296,363838.7752
Tax assets,0.0,0.0,0.0
Total non-current assets,38930154.6269,1869096.0291,1343872.007
Total assets,102879241.3433,67179820.4398,49672337.3966
Payables,97450764.6269,70787500.3955,51410035.2634
Short-term debt,4573829.2537,7452239.3609,0.0
Total current liabilities,114673212.0896,88090274.9565,55943905.2387
Long-term debt,1653182.8358,0.0,0.0
Total debt,6227012.0896,7452239.3609,0.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,249793.7313,1099653.2194,149425.9179
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,1914376.8657,292675.2096,0.0
Total liabilities,116587588.9552,88382950.1661,55943905.2387
Other comprehensive income,0.0,0.0,0.0
Retained earnings (deficit),-34721691.194,-25215803.3539,-8037102.1622
Total shareholders equity,-13520896.1194,-24126276.3803,-6585933.9718
Investments,1134328.3582,172449.296,363838.7752
Net Debt,,,
Other Assets,4807664.3284,,
Other Liabilities,12648618.209,9850535.2001,4533869.9753
