Date,2017-12,2016-12,2015-12,2014-12,2013-12
Depreciation & Amortization,269000000.0,323000000.0,334000000.0,275000000.0,265000000.0
Stock-based compensation,,,,,
Operating Cash Flow,554000000.0,701000000.0,714000000.0,735000000.0,703000000.0
Capital Expenditure,-145000000.0,-91000000.0,-213000000.0,-307000000.0,-329000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,-121000000,0,-7000000,0,0
Investing Cash flow,-245000000.0,-192000000.0,-356000000.0,-441000000.0,-426000000.0
Issuance (repayment) of debt,-798000000.0,-478000000.0,-626000000.0,-490000000.0,-310000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,-345000000.0,-503000000.0,-348000000.0,-364000000.0,-210000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,-36000000.0,6000000.0,10000000.0,-70000000.0,67000000.0
Free Cash Flow,409000000.0,610000000.0,502000000.0,427000000.0,374000000.0
Net Cash/Marketcap,,,,,
