date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2017-03-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,195000000.0,161000000.0,169000000.0,793000000.0,0.0,699000000.0,415000000.0,44533000.0,417593000.0,40668000.0,687179000.0,280406000.0,490114000.0,1121378000.0,868532000.0
,depreciationAndAmortization,62000000.0,52000000.0,26000000.0,25000000.0,0.0,25000000.0,22000000.0,19679000.0,19244000.0,19269000.0,18700000.0,18702000.0,21074000.0,17897000.0,12068000.0
,deferredIncomeTax,12000000.0,24000000.0,18000000.0,54000000.0,-0.0,27000000.0,15000000.0,18168000.0,11730000.0,17784000.0,25188000.0,5996000.0,-22073000.0,50099000.0,7079000.0
,stockBasedCompensation,65000000.0,60000000.0,58000000.0,53000000.0,0.0,51000000.0,50000000.0,40621000.0,40272000.0,67092000.0,49186000.0,38296000.0,33192000.0,25921000.0,13264000.0
,changeInWorkingCapital,1305000000.0,144000000.0,-17643000000.0,18390000000.0,-22183000000.0,2632000000.0,5956680000.0,1403270000.0,1601777000.0,32962335000.0,1652845000.0,-3249843000.0,-4983817064000.0,-234162000000.0,-947088000.0
,accountsReceivables,-8041000000.0,-4332000000.0,2800000000.0,-10414000000.0,0.0,-2365000000.0,-144000000.0,-3457976000.0,-3745632000.0,-2828058000.0,-47007000.0,-3736448000.0,-1618959000.0,295559000.0,-1066914000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,8255000000.0,445000000.0,5817000000.0,0.0,4647000000.0,5288000000.0,5476433000.0,4897442000.0,4117748000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,3876000000.0,2571000000.0,2427000000.0,20070000000.0,1680000000.0,23863000000.0,21231000000.0,15274320000.0,13871050000.0,12269273000.0,-20693062000.0,-22345907000.0,-19096064000.0,4964721000000.0,5198883000000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8853000.0,2571000.0,9996000.0,1141665000.0,870313000.0
,netCashProvidedByOperatingActivites,8068000000.0,2666000000.0,2356000000.0,142000000.0,0.0,544000000.0,725000000.0,416966000.0,140900000.0,558368000.0,1085873000.0,1693344000.0,150653000.0,2092324000.0,-89668000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-50000000.0,-74000000.0,-36000000.0,-28000000.0,-28000000.0,-27000000.0,-30000000.0,-19428000.0,-16812000.0,-17997000.0,-13546000.0,-18108000.0,-18492000.0,-26695000.0,-25968000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-5000000.0,-19000000.0,-22000000.0,0.0,-0.0,-17000000.0,-16000000.0,-443154000.0,-263499000.0,-453161000.0,-193111000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515223000.0,236818000.0,417158000.0,66915000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,1656000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1177892000.0
,netCashUsedForInvestingActivites,-50000000.0,-89000000.0,-57000000.0,-26000000.0,1656000000.0,-6000000.0,-35000000.0,54125000.0,-32439000.0,-52433000.0,-137027000.0,-17291000.0,-27500000.0,-20194000.0,-1214164000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-20000000.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-85785000.0,-101411000.0,-771725000.0,-773599000.0,-746193000.0,-2323076000.0,-536888000.0
,commonStockIssued,18000000.0,26000000.0,40000000.0,21000000.0,0.0,25000000.0,29000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1177392000.0
,commonStockRepurchased,-17000000.0,-27000000.0,-45000000.0,-21000000.0,-1656000000.0,-26000000.0,-25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-866000.0,-1376000.0
,dividendsPaid,-32000000.0,-31000000.0,-29000000.0,-28000000.0,-0.0,-26000000.0,-25000000.0,-22731000.0,-20207000.0,-66298000.0,-13472000.0,-75589000.0,0.0,-222776000.0,-269658000.0
,otherFinancingActivites,-300000000.0,-386000000.0,-367000000.0,-287000000.0,1656000000.0,-236000000.0,-240000000.0,-294402000.0,-142458000.0,-525253000.0,-175838000.0,-1027601000.0,-139637000.0,-76001000.0,37000000.0
,netCashUsedProvidedByFinancingActivities,-229000000.0,-419000000.0,-399000000.0,-374000000.0,0.0,-189000000.0,-295000000.0,-307977000.0,-248450000.0,-590974000.0,-550717000.0,-1174809000.0,-290450000.0,-1598153000.0,1127594000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,124000000.0,24000000.0,-79000000.0,65000000.0,0.0,-25000000.0,-63000000.0,-107038000.0,-27369000.0,4136000.0,-56853000.0,46415000.0,30360000.0,-52256000.0,28743000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
