date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-4852000.0,-20001000.0,-24989000.0,-16305000.0,-36550000.0,-81847000.0,-71815000.0,-58990000.0,44841000.0,-27100000.0,5038000.0,-216764000.0,-243878000.0,48315000.0,145216000.0,312345000.0,-22997000.0,-21451000.0,-38353000.0,-74763000.0,-110121000.0,6900000.0,-16400000.0,-11200000.0,-3800000.0
,depreciationAndAmortization,944000.0,5834000.0,2135000.0,2936000.0,7057000.0,10410000.0,11959000.0,18748000.0,16959000.0,16895000.0,23401000.0,31454000.0,45968000.0,45225000.0,20980000.0,16371000.0,15338000.0,12370000.0,13088000.0,53273000.0,151340000.0,7800000.0,5100000.0,2100000.0,700000.0
,deferredIncomeTax,-191000.0,-30000.0,1170000.0,-3871000.0,130000.0,-1558000.0,-237000.0,676000.0,20324000.0,-23985000.0,622000.0,4255000.0,11583000.0,-9549000.0,54986000.0,107208000.0,0.0,0.0,5585000.0,-7921000.0,-14142000.0,0.0,800000.0,-800000.0,0.0
,stockBasedCompensation,1420000.0,2881000.0,2508000.0,3675000.0,5424000.0,4698000.0,5204000.0,7468000.0,8123000.0,11747000.0,12203000.0,21460000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,66689000.0,-75082000.0,-21676000.0,-11147000.0,-25069000.0,-45056000.0,-55093000.0,-46124000.0,76859000.0,-125528000.0,8117000.0,11208000.0,-84076000.0,-233059000.0,-126679000.0,423205000.0,-23080000.0,62279000.0,-36879000.0,-20043000.0,31522000.0,213600000.0,-27400000.0,70700000.0,2400000.0
,accountsReceivables,2587000.0,3089000.0,17971000.0,-5845000.0,-129000.0,-8236000.0,8732000.0,8442000.0,11163000.0,6835000.0,0.0,10720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,-100000.0
,accountsPayables,-1342000.0,243000.0,-15125000.0,-599000.0,1571000.0,-465000.0,-769000.0,321000.0,549000.0,-14601000.0,0.0,-4879000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,25088000.0,-41601000.0,33481000.0,55157000.0,66304000.0,91373000.0,136429000.0,191522000.0,237646000.0,160787000.0,286315000.0,278198000.0,266990000.0,351066000.0,584125000.0,710804000.0,287599000.0,310679000.0,248400000.0,285279000.0,305322000.0,273800000.0,60200000.0,87600000.0,16900000.0
,otherNonCashItems,-8600000.0,1000000.0,-454000.0,0.0,2239000.0,2501000.0,668000.0,1472000.0,0.0,-532000.0,1103000.0,-2452000.0,218241000.0,23451000.0,-21431000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-100000.0,100000.0,100000.0
,netCashProvidedByOperatingActivites,-10638000.0,-25370000.0,-19221000.0,-21350000.0,-24328000.0,-68982000.0,-60244000.0,-49879000.0,-33313000.0,-708000.0,-31122000.0,-9304000.0,-29286000.0,68409000.0,170920000.0,460753000.0,7023000.0,-8789000.0,-788000.0,14858000.0,55978000.0,48200000.0,9500000.0,8100000.0,-600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-408000.0,-1192000.0,-765000.0,-734000.0,-2438000.0,-1319000.0,-2460000.0,-7727000.0,-7170000.0,-9873000.0,-12904000.0,-16807000.0,-32369000.0,-29454000.0,-13808000.0,-13782000.0,-10018000.0,-9065000.0,-6264000.0,-12227000.0,-23993000.0,-24600000.0,-4400000.0,-4600000.0,-2800000.0
,acquisitionsNet,0.0,12000000.0,-4000000.0,5000000.0,4000000.0,10000000.0,-1000000.0,-22000000.0,0.0,-3000000.0,-6000000.0,-3000000.0,-10000000.0,-46000000.0,-258000000.0,-15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-13905000.0,-75766000.0,-72136000.0,-81216000.0,-131690000.0,-116963000.0,-96841000.0,-116831000.0,-145273000.0,-266618000.0,-135083000.0,-205675000.0,-154138000.0,-293560000.0,-314633000.0,-531367000.0,-755685000.0,-884115000.0,-202400000.0,-93200000.0,-203000000.0,-30500000.0
,salesMaturitiesOfInvestments,0.0,24000.0,8755000.0,48457000.0,89216000.0,79234000.0,100437000.0,194139000.0,94748000.0,116405000.0,126398000.0,174183000.0,195193000.0,208798000.0,183259000.0,187888000.0,325084000.0,323979000.0,581324000.0,713538000.0,822750000.0,46900000.0,85500000.0,178100000.0,28600000.0
,otherInvestingActivites,0.0,0.0,0.0,-1200000.0,-3310000.0,110000.0,-467000.0,7000000.0,167000.0,-179000.0,3700000.0,1042000.0,768000.0,1805000.0,0.0,1726000.0,-5037000.0,-2403000.0,0.0,1689000.0,-1042000.0,400000.0,-13600000.0,-1300000.0,-100000.0
,netCashUsedForInvestingActivites,-2568000.0,11081000.0,3798000.0,37118000.0,11552000.0,15728000.0,15561000.0,39242000.0,87135000.0,6624000.0,-17525000.0,9821000.0,-113218000.0,467000.0,-294065000.0,6989000.0,5992000.0,-22379000.0,41271000.0,-54634000.0,-89926000.0,-179700000.0,-25500000.0,-30800000.0,-4800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
