date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19300000.0,32574000.0,20135000.0,25582000.0,412734000.0,33066000.0,3251000.0,0.0,562000.0,0.0,0.0,0.0
,commonStockRepurchased,-1600000.0,-342200000.0,-849200000.0,-175700000.0,0.0,0.0,0.0,-3100000.0,-108300000.0,-18700000.0,-13500000.0,0.0,-199800000.0,0.0,-99774000.0,0.0,0.0,0.0,0.0,450800000.0,-1113000.0,0.0,0.0,0.0
,dividendsPaid,0.0,-258100000.0,-59600000.0,0.0,0.0,-1400000.0,-92300000.0,-91700000.0,-91900000.0,-92100000.0,-79400000.0,-66800000.0,-64900000.0,-63658000.0,-63456000.0,-44535000.0,-32568000.0,-24058000.0,-20863000.0,-10400000.0,0.0,0.0,-3080000.0,-65109000.0
,otherFinancingActivites,-10500000.0,-29900000.0,-31400000.0,-1073500000.0,-36800000.0,-35300000.0,-55900000.0,-24500000.0,-48100000.0,-2048200000.0,16700000.0,-2800000.0,0.0,95969000.0,-19902000.0,22502000.0,109024000.0,-49475000.0,-5899000.0,0.0,25817000.0,-205181000.0,2164361000.0,-170280000.0
,netCashUsedProvidedByFinancingActivities,193400000.0,-701300000.0,-1025200000.0,-793100000.0,907900000.0,267700000.0,-168100000.0,-321500000.0,-663300000.0,1678500000.0,-77100000.0,-102300000.0,-375800000.0,-22265000.0,1371325000.0,-4915000.0,693404000.0,48598000.0,-54798000.0,33100000.0,-543337000.0,-205181000.0,2161281000.0,-235389000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1113000.0,260000.0,0.0,0.0,-806000.0,111000.0,-718000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-23000000.0,-285200000.0,-52800000.0,139800000.0,611000000.0,-36700000.0,-146000000.0,-114800000.0,-240300000.0,-496100000.0,306400000.0,539100000.0,404400000.0,-281232000.0,-176767000.0,113642000.0,272134000.0,46292000.0,32588000.0,-24100000.0,-2895000.0,-128460000.0,0.0,-184288000.0
,cashAtEndOfPeriod,709200000.0,732200000.0,1017400000.0,1012100000.0,872300000.0,261300000.0,298000000.0,444000000.0,558800000.0,799100000.0,1295200000.0,988800000.0,449700000.0,45279000.0,326511000.0,503278000.0,389636000.0,117502000.0,71210000.0,38900000.0,62723000.0,65618000.0,194078000.0,96821000.0
,cashAtBeginningOfPeriod,732200000.0,1017400000.0,1070200000.0,872300000.0,261300000.0,298000000.0,444000000.0,558800000.0,799100000.0,1295200000.0,988800000.0,449700000.0,45300000.0,326511000.0,503278000.0,389636000.0,117502000.0,71210000.0,38622000.0,63000000.0,65618000.0,194078000.0,0.0,281109000.0
,operatingCashFlow,-9700000.0,677400000.0,1489700000.0,1011200000.0,-52800000.0,-14400000.0,336600000.0,722400000.0,1515100000.0,1633200000.0,1087100000.0,1047900000.0,1285700000.0,316365000.0,595726000.0,702759000.0,283760000.0,188861000.0,231204000.0,115800000.0,151980000.0,262911000.0,270513000.0,181678000.0
,capitalExpenditure,-197500000.0,-287700000.0,-688800000.0,-185100000.0,-381700000.0,-413200000.0,-487700000.0,-725900000.0,-1157800000.0,-846900000.0,-557000000.0,-390300000.0,-444700000.0,-470434000.0,-655914000.0,-643863000.0,-266597000.0,-156443000.0,-208562000.0,-194200000.0,-151358000.0,-204046000.0,-174872000.0,-166336000.0
,freeCashFlow,-207200000.0,389700000.0,800900000.0,826100000.0,-434500000.0,-427600000.0,-151100000.0,-3500000.0,357300000.0,786300000.0,530100000.0,657600000.0,841000000.0,-154069000.0,-60188000.0,58896000.0,17163000.0,32418000.0,22642000.0,-78400000.0,622000.0,58865000.0,95641000.0,15342000.0
