date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,683451000.0,677918000.0,570267000.0,811665000.0,508892000.0,869829000.0,775235000.0,1003129000.0,811070000.0,895243000.0,700104000.0,356438000.0,590831000.0,661080000.0,561782000.0,510142000.0,412755000.0,292927000.0,-121261000.0,248537000.0,519612000.0,929000000.0,378800000.0,405400000.0,390200000.0,278300000.0,202400000.0
,depreciationAndAmortization,279051000.0,272287000.0,282580000.0,394240000.0,360739000.0,327089000.0,307188000.0,421616000.0,357585000.0,303143000.0,268406000.0,258223000.0,261154000.0,245028000.0,201501000.0,175719000.0,160845000.0,151309000.0,161003000.0,219963000.0,203384000.0,183200000.0,167700000.0,170700000.0,125100000.0,107800000.0,95800000.0
,deferredIncomeTax,-25643000.0,-11966000.0,-35448000.0,-170859000.0,-79414000.0,-5916000.0,-33866000.0,-43064000.0,-19023000.0,6110000.0,84839000.0,-23062000.0,33459000.0,-33269000.0,-9485000.0,36274000.0,4885000.0,47701000.0,21519000.0,-2703000.0,17507000.0,-25600000.0,-300000.0,-15200000.0,1000000.0,-13700000.0,-19000000.0
,stockBasedCompensation,25026000.0,29702000.0,23698000.0,26528000.0,21015000.0,30697000.0,31628000.0,30480000.0,30884000.0,25991000.0,22102000.0,17912000.0,25246000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,156156000.0,124986000.0,-201901000.0,257699000.0,-405897000.0,1034000.0,-767114000.0,583366000.0,-1152933000.0,126664000.0,513954000.0,176926000.0,513559000.0,25520000.0,69055000.0,-25500000.0,-144868000.0,-22224000.0,125306000.0,465548000.0,93509000.0,-38100000.0,-79900000.0,44000000.0,47300000.0,-57500000.0,28300000.0
,accountsReceivables,122407000.0,-7903000.0,-87573000.0,-104706000.0,-44649000.0,37916000.0,-87207000.0,-92472000.0,-4549000.0,-95708000.0,-195934000.0,163054000.0,36427000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,10519000.0,-56870000.0,-85052000.0,-12557000.0,25858000.0,63129000.0,-63717000.0,-18256000.0,-37986000.0,-46115000.0,-131476000.0,97241000.0,27128000.0,59190000.0,-5915000.0,89476000.0,-59472000.0,4789000.0,74359000.0,137618000.0,-89396000.0,-21000000.0,-17300000.0,-44400000.0,10600000.0,-69500000.0,-22500000.0
,accountsPayables,-95636000.0,18270000.0,106561000.0,124051000.0,58695000.0,42925000.0,60176000.0,9988000.0,73460000.0,72434000.0,104093000.0,-31306000.0,-19273000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,12277000.0,633389000.0,508403000.0,710304000.0,452605000.0,858502000.0,857468000.0,1624582000.0,1041216000.0,2194149000.0,2067485000.0,1553531000.0,1376605000.0,863046000.0,837526000.0,768471000.0,793971000.0,938839000.0,961063000.0,835757000.0,370209000.0,276700000.0,314800000.0,394700000.0,350700000.0,303400000.0,360900000.0
,otherNonCashItems,-26394000.0,-25088000.0,-32695000.0,-72572000.0,-60409000.0,-24200000.0,-46045000.0,-28733000.0,-72859000.0,48248000.0,15937000.0,43869000.0,12040000.0,82381000.0,71843000.0,0.0,0.0,0.0,3347000.0,9352000.0,0.0,0.0,0.0,0.0,100000.0,200000.0,-100000.0
,netCashProvidedByOperatingActivites,1104810000.0,945306000.0,798635000.0,821559000.0,861975000.0,835113000.0,975924000.0,1154517000.0,1273173000.0,1077978000.0,946851000.0,796093000.0,1002824000.0,874947000.0,894711000.0,676184000.0,597447000.0,593666000.0,420073000.0,975527000.0,239351000.0,1609100000.0,476900000.0,462200000.0,411500000.0,303600000.0,314100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-165692000.0,-186804000.0,-170994000.0,-196735000.0,-165205000.0,-154251000.0,-166033000.0,-236833000.0,-297012000.0,-271809000.0,-183217000.0,-120009000.0,-175795000.0,-174252000.0,-194735000.0,-152113000.0,-107434000.0,-96400000.0,-102305000.0,-166891000.0,-197901000.0,-705400000.0,-675900000.0,-145800000.0,-125500000.0,-103800000.0,-84900000.0
,acquisitionsNet,-320000000.0,-191000000.0,-65000000.0,345000000.0,-1355000000.0,121000000.0,-611000000.0,-246000000.0,-1080000000.0,-865000000.0,-100000000.0,-218000000.0,-11000000.0,-183000000.0,-671000000.0,-930000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,-17752000.0,0.0,0.0,0.0,0.0,-466881000.0,-348439000.0,-279460000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22000000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124410000.0,553466000.0,406033000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14185000.0,0.0,22000000.0,1700000.0,8900000.0,31500000.0,0.0
,otherInvestingActivites,-2508000.0,-10150000.0,-15774000.0,21151000.0,-1057000.0,1350000.0,-19991000.0,-8827000.0,-27286000.0,-18211000.0,-104418000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-671600000.0,-106300000.0,-270300000.0,-221600000.0,-300100000.0,-216100000.0
,netCashUsedForInvestingActivites,-481379000.0,-384255000.0,-245480000.0,176373000.0,-1503843000.0,-34578000.0,-782557000.0,-463051000.0,-1345888000.0,-1020940000.0,-178957000.0,-257865000.0,-452994000.0,-423377000.0,-1292498000.0,-1068441000.0,-524853000.0,-448600000.0,-184072000.0,-427514000.0,-602153000.0,-1334300000.0,-753200000.0,-400500000.0,-332800000.0,-355800000.0,-316300000.0
