Date,2018-12-31,2017-12-31,2017-09-30,2016-12-31,2016-09-30,2015-09-30,2014-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30,2009-11-30
Cash and cash equivalents,1192218.0,72379.0,,83843.0,,,,,,,,
Short-term investments,0.0,0.0,,0.0,,,,,,,,
Cash and short-term investments,1192218.0,72379.0,83843.0,902000.0,1239000.0,2743000.0,4166000.0,6132000.0,7649000.0,9473000.0,14909000.0,344000.0
Receivables,30496578.0,24071474.0,,4337581.0,,,,,,,,
Inventories,0.0,0.0,,0.0,,,,,,,,
Total current assets,31538510.0,23939441.0,,4237613.0,,,,,,,,
Property Plant & Equipment Net,898007.0,5044872.0,,7771027.0,,,,,,,,
Goodwill and Intangible Assets,64492598.0,8394133.0,,8922381.0,,,,,,,,
Long-term investments,0.0,0.0,,0.0,,,,,,,,
Tax assets,0.0,0.0,,0.0,,,,,,,,
Total non-current assets,65540891.0,13643417.0,,16877219.0,,,,,,,,
Total assets,97079401.0,37582858.0,,21114832.0,,,,,,,,
Payables,4136417.0,6495841.0,,22575907.0,,,,,,,,
Short-term debt,0.0,0.0,,0.0,,,,,,,,
Total current liabilities,33733887.0,25311113.0,,33905520.0,,,,,,,,
Long-term debt,0.0,0.0,,0.0,,,,,,,,
Total debt,0.0,0.0,,0.0,,,,,,,,
Deferred revenue,1286635.0,2326406.0,,0.0,,,,,,,,
Tax Liabilities,71358.0,0.0,,0.0,,,,,,,,
Deposit Liabilities,0.0,0.0,,0.0,,,,,,,,
Total non-current liabilities,244755.0,0.0,,0.0,,,,,,,,
Total liabilities,33978642.0,25311113.0,,33905520.0,,,,,,,,
Other comprehensive income,835463.0,388217.0,,297546.0,,,,,,,,
Retained earnings (deficit),-41863694.0,-29936158.0,,-23125704.0,,,,,,,,
Total shareholders equity,63100759.0,12271745.0,,-12790688.0,,,,,,,,
Investments,0.0,0.0,,0.0,,,,,,,,
Net Debt,,,,,,,,,,,,
Other Assets,,,,,,,,,,,,
Other Liabilities,29597470.0,18815272.0,11329613.0,2423000.0,2562000.0,2755000.0,10478000.0,11449000.0,4018000.0,2698000.0,4564000.0,3176000.0
