date,,2020-05-30_FY,2019-06-01_FY,2018-06-02_FY,2017-06-03_FY,2016-05-28_FY,2015-05-30_FY,2014-05-31_FY,2013-06-01_FY,2012-06-02_FY,2011-05-28_FY,2010-05-29_FY,2009-05-30_FY,2008-05-31_FY,2007-06-02_FY,2006-06-03_FY,2005-05-28_FY,2004-05-29_FY,2003-05-31_FY,2002-06-01_FY,2001-06-02_FY,2000-06-03_FY,1999-05-29_FY,1998-05-30_FY,1997-05-31_FY,1996-06-01_FY,1995-06-03_FY,1994-05-28_FY,1993-05-31_FY,1992-05-31_FY,1991-05-31_FY,1990-05-31_FY
,otherInvestingActivites,36800000.0,-31100000.0,54400000.0,-4200000.0,9600000.0,-1300000.0,-1700000.0,-800000.0,15800000.0,-1200000.0,0.0,0.0,700000.0,0.0,0.0,0.0,0.0,1300000.0,0.0,0.0,0.0,0.0,0.0,-19700000.0,0.0,0.0,0.0,-9300000.0,-200000.0,-1700000.0,-3500000.0
,netCashUsedForInvestingActivites,-168100000.0,-165000000.0,-62700000.0,-116300000.0,-80800000.0,-213600000.0,-48200000.0,-209700000.0,-58400000.0,-31400000.0,-77600000.0,-29500000.0,-51000000.0,-37400000.0,-47600000.0,-40100000.0,-21900000.0,-7300000.0,-25800000.0,-100100000.0,-163700000.0,-90600000.0,-66100000.0,-68900000.0,-44500000.0,-97700000.0,-59200000.0,-52600000.0,-30400000.0,-33700000.0,-36700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,39000000.0,41000000.0,-150000000.0,35000000.0,57000000.0,-756700000.0,0.0,37000000.0,19000000.0,-100000000.0,-75000000.0,0.0,0.0,-3000000.0,-13000000.0,-1000000.0,-14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,15600000.0,12300000.0,17000000.0,11700000.0,9200000.0,7800000.0,20800000.0,7200000.0,6400000.0,8600000.0,0.0,0.0,6500000.0,0.0,0.0,0.0,0.0,3900000.0,0.0,0.0,0.0,0.0,0.0,12000000.0,0.0,0.0,0.0,5700000.0,2600000.0,2800000.0,2700000.0
,commonStockRepurchased,-11000000.0,-35600000.0,-29500000.0,-12000000.0,-4900000.0,4100000.0,-12700000.0,3600000.0,3700000.0,7600000.0,1700000.0,3100000.0,-266700000.0,-114500000.0,-118100000.0,-71700000.0,-34600000.0,-61900000.0,-7400000.0,-73300000.0,-74700000.0,-154000000.0,-183500000.0,-98000000.0,-12900000.0,4700000.0,-13300000.0,-8200000.0,-10400000.0,-4700000.0,-2000000.0
,dividendsPaid,-36400000.0,-45600000.0,-42400000.0,-39400000.0,-34900000.0,-33300000.0,-30300000.0,-19100000.0,-5200000.0,-5000000.0,-4900000.0,-19200000.0,-21200000.0,-20700000.0,-20300000.0,-20400000.0,-10600000.0,-10800000.0,-11000000.0,-11100000.0,-11500000.0,-12300000.0,-13500000.0,-12500000.0,-13000000.0,-12900000.0,-13100000.0,-13000000.0,-13100000.0,-13300000.0,-12600000.0
,otherFinancingActivites,291400000.0,-10700000.0,224400000.0,-23200000.0,-66700000.0,792700000.0,-200000.0,-500000.0,-100000.0,47200000.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0
,netCashUsedProvidedByFinancingActivities,244000000.0,-91900000.0,2500000.0,-74600000.0,-106500000.0,6800000.0,-22400000.0,-16000000.0,-1600000.0,-50200000.0,-78900000.0,-16500000.0,-86500000.0,-131500000.0,-151400000.0,-106600000.0,-60000000.0,-82200000.0,-42200000.0,-53400000.0,-32600000.0,-149300000.0,-194000000.0,-101500000.0,-39700000.0,64100000.0,-2800000.0,-29900000.0,-43900000.0,-50100000.0,-44200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-2900000.0,-4200000.0,1400000.0,100000.0,-1900000.0,1300000.0,-700000.0,-300000.0,-100000.0,4300000.0,-700000.0,-8200000.0,2900000.0,800000.0,1000000.0,2600000.0,2700000.0,6300000.0,-900000.0,-3000000.0,-2800000.0,-1100000.0,500000.0,1300000.0,400000.0,-2500000.0,-1600000.0,-600000.0,-1100000.0,1100000.0,-300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,294800000.0,-44700000.0,107700000.0,11300000.0,21200000.0,-37800000.0,18800000.0,-89500000.0,30000000.0,11700000.0,-58500000.0,37500000.0,79000000.0,-30400000.0,-47600000.0,-34800000.0,3700000.0,61500000.0,-14300000.0,55300000.0,3000000.0,-35400000.0,9200000.0,0.0,40600000.0,-6200000.0,6200000.0,0.0,1600000.0,0.0,0.0
,cashAtEndOfPeriod,454000000.0,159200000.0,203900000.0,96200000.0,84900000.0,63700000.0,101500000.0,82700000.0,172200000.0,146500000.0,134400000.0,192900000.0,155400000.0,76400000.0,106800000.0,154400000.0,189200000.0,185500000.0,124000000.0,151100000.0,83000000.0,79900000.0,115400000.0,0.0,57100000.0,16500000.0,22700000.0,0.0,17000000.0,0.0,0.0
,cashAtBeginningOfPeriod,159200000.0,203900000.0,96200000.0,84900000.0,63700000.0,101500000.0,82700000.0,172200000.0,142200000.0,134800000.0,192900000.0,155400000.0,76400000.0,106800000.0,154400000.0,189200000.0,185500000.0,124000000.0,138300000.0,95800000.0,80000000.0,115300000.0,106200000.0,57100000.0,16500000.0,22700000.0,16500000.0,16900000.0,15400000.0,11800000.0,11200000.0
,operatingCashFlow,221800000.0,216400000.0,166500000.0,202100000.0,210400000.0,167700000.0,90100000.0,136500000.0,90100000.0,89000000.0,98700000.0,91700000.0,213600000.0,137700000.0,150400000.0,109300000.0,82900000.0,144700000.0,54600000.0,211800000.0,202100000.0,205600000.0,268700000.0,218200000.0,124500000.0,29900000.0,69800000.0,82600000.0,77000000.0,86400000.0,81700000.0
,capitalExpenditure,-69000000.0,-85800000.0,-70600000.0,-87300000.0,-85100000.0,-63600000.0,-40800000.0,-50200000.0,-28500000.0,-30500000.0,-22300000.0,-25300000.0,-40500000.0,7000000.0,1000000.0,-34900000.0,-26000000.0,-29000000.0,-52400000.0,-105000000.0,-135700000.0,-103400000.0,-73600000.0,-54500000.0,-54400000.0,-63400000.0,-40300000.0,-43400000.0,-32000000.0,-32500000.0,-33600000.0
,freeCashFlow,152800000.0,125800000.0,95900000.0,114800000.0,125300000.0,104100000.0,49300000.0,86300000.0,61600000.0,58500000.0,76400000.0,66400000.0,173100000.0,96400000.0,99600000.0,74400000.0,56200000.0,115700000.0,2200000.0,106800000.0,66400000.0,102200000.0,195100000.0,163700000.0,70100000.0,-33500000.0,29500000.0,39200000.0,45000000.0,53900000.0,48100000.0
