date,,2020-05-30_FY,2019-06-01_FY,2018-06-02_FY,2017-06-03_FY,2016-05-28_FY,2015-05-30_FY,2014-05-31_FY,2013-06-01_FY,2012-06-02_FY,2011-05-28_FY,2010-05-29_FY,2009-05-30_FY,2008-05-31_FY,2007-06-02_FY,2006-06-03_FY,2005-05-28_FY,2004-05-29_FY,2003-05-31_FY,2002-06-01_FY,2001-06-02_FY,2000-06-03_FY,1999-05-29_FY,1998-05-30_FY,1997-05-31_FY,1996-06-01_FY,1995-06-03_FY,1994-05-28_FY,1993-05-31_FY,1992-05-31_FY,1991-05-31_FY,1990-05-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-9100000.0,160500000.0,128100000.0,123900000.0,136700000.0,97500000.0,-22100000.0,68200000.0,75200000.0,70800000.0,28300000.0,68000000.0,152300000.0,129100000.0,99200000.0,68000000.0,42300000.0,23300000.0,-56000000.0,140600000.0,139700000.0,141800000.0,128300000.0,74400000.0,45900000.0,4300000.0,40400000.0,22100000.0,-14200000.0,14100000.0,46600000.0
,depreciationAndAmortization,79500000.0,72100000.0,66900000.0,58900000.0,53000000.0,49800000.0,42400000.0,37500000.0,37200000.0,39100000.0,42600000.0,41700000.0,43200000.0,41200000.0,41600000.0,46900000.0,59300000.0,0.0,112900000.0,92600000.0,77100000.0,62100000.0,50700000.0,48000000.0,45000000.0,39700000.0,33200000.0,31600000.0,30500000.0,32800000.0,28000000.0
,deferredIncomeTax,-25200000.0,800000.0,-800000.0,14800000.0,10400000.0,-8800000.0,-52800000.0,-16600000.0,14500000.0,23800000.0,-2700000.0,3100000.0,-10600000.0,3200000.0,400000.0,7300000.0,27500000.0,0.0,-10300000.0,1300000.0,2000000.0,13500000.0,-6600000.0,-17200000.0,7300000.0,-17800000.0,-1600000.0,3200000.0,-12300000.0,-100000.0,-2600000.0
,stockBasedCompensation,2700000.0,7300000.0,7700000.0,8700000.0,1000000.0,0.0,11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,188600000.0,-16400000.0,125400000.0,15700000.0,-9600000.0,4400000.0,-13600000.0,-92300000.0,-4300000.0,124200000.0,-87000000.0,-14000000.0,82500000.0,9400000.0,-58500000.0,-44000000.0,17000000.0,900000.0,10200000.0,213900000.0,-47500000.0,-48600000.0,-52900000.0,-15600000.0,76300000.0,-11400000.0,-11700000.0,-3800000.0,-47400000.0,-13100000.0,1400000.0
,accountsReceivables,68600000.0,-24800000.0,-33100000.0,17300000.0,0.0,0.0,-26700000.0,0.0,0.0,0.0,-6000000.0,60000000.0,0.0,67000000.0,67000000.0,27000000.0,48000000.0,0.0,70500000.0,14600000.0,-34800000.0,0.0,-13200000.0,0.0,-5000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,6000000.0,-31900000.0,-12400000.0,-29900000.0,0.0,0.0,-2200000.0,0.0,0.0,0.0,0.0,0.0,2600000.0,0.0,0.0,0.0,0.0,0.0,16300000.0,-2200000.0,-21100000.0,15100000.0,6200000.0,11100000.0,5400000.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-59500000.0,500000.0,16000000.0,-11200000.0,0.0,0.0,2600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000000.0,18600000.0,-31800000.0,9800000.0,-15200000.0,0.0,-7400000.0,-9700000.0,-3400000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,403800000.0,215200000.0,231600000.0,106200000.0,90500000.0,100100000.0,95700000.0,109300000.0,201600000.0,205900000.0,81700000.0,168700000.0,182700000.0,100200000.0,90800000.0,149300000.0,193300000.0,176300000.0,175400000.0,165200000.0,-48700000.0,-1200000.0,47400000.0,100300000.0,115900000.0,39600000.0,51000000.0,62700000.0,66500000.0,113900000.0,127000000.0
,otherNonCashItems,199900000.0,15500000.0,1100000.0,21600000.0,8800000.0,26300000.0,27700000.0,39400000.0,20900000.0,6900000.0,34600000.0,11100000.0,14900000.0,900000.0,-14100000.0,-23200000.0,800000.0,0.0,63000000.0,16600000.0,8900000.0,-1300000.0,8200000.0,0.0,5000000.0,34600000.0,5800000.0,3700000.0,-10700000.0,-100000.0,-200000.0
,netCashProvidedByOperatingActivites,221800000.0,216400000.0,166500000.0,202100000.0,210400000.0,167700000.0,90100000.0,136500000.0,90100000.0,89000000.0,98700000.0,91700000.0,213600000.0,137700000.0,150400000.0,109300000.0,82900000.0,144700000.0,54600000.0,211800000.0,202100000.0,205600000.0,268700000.0,218200000.0,124500000.0,29900000.0,69800000.0,82600000.0,77000000.0,86400000.0,81700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-69000000.0,-85800000.0,-70600000.0,-87300000.0,-85100000.0,-63600000.0,0.0,-50200000.0,-28500000.0,-30500000.0,-22300000.0,-25300000.0,-40500000.0,7000000.0,1000000.0,-34900000.0,-26000000.0,-29000000.0,-52400000.0,-105000000.0,-135700000.0,-103400000.0,-73600000.0,-54500000.0,-54400000.0,-63400000.0,-40300000.0,-43400000.0,-32000000.0,-32500000.0,-33600000.0
,acquisitionsNet,-111200000.0,0.0,0.0,0.0,-3600000.0,-154000000.0,-7000000.0,-157500000.0,-47100000.0,0.0,-46000000.0,-29000000.0,-12000000.0,-3000000.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-29700000.0,-49800000.0,-47500000.0,-25700000.0,-7800000.0,0.0,-5200000.0,-3700000.0,-7100000.0,-4100000.0,-16000000.0,-3000000.0,-11900000.0,-11000000.0,-11000000.0,-18000000.0,-9000000.0,-4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,5000000.0,1700000.0,1000000.0,900000.0,6100000.0,5300000.0,4900000.0,2500000.0,8500000.0,4400000.0,0.0,0.0,12100000.0,0.0,0.0,0.0,0.0,4200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
