Date,2018-03,2017-03,2016-03,2015-03,2014-03
Revenue,245000000.0,227000000.0,219000000.0,203000000.0,172000000.0
Revenue Growth,,,,,
Cost of Revenue,111000000.0,101000000.0,96000000.0,94000000.0,89000000.0
Gross Profit,134000000.0,126000000.0,123000000.0,109000000.0,83000000.0
R&D Expenses,23000000.0,20000000.0,18000000.0,16000000.0,14000000.0
SG&A Expense,72000000.0,62000000.0,59000000.0,58000000.0,49000000.0
Operating Expenses,95000000.0,81000000.0,77000000.0,75000000.0,62000000.0
Operating Income,39000000.0,44000000.0,46000000.0,34000000.0,21000000.0
Interest Expense,,,,,
Earnings before Tax,43000000.0,51000000.0,47000000.0,33000000.0,22000000.0
Income Tax Expense,16000000.0,18000000.0,16000000.0,12000000.0,8000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,27000000.0,33000000.0,32000000.0,27000000.0,14000000.0
Preferred Dividends,,,,,
Net Income Com,27000000.0,33000000.0,32000000.0,27000000.0,14000000.0
EPS,1.20,1.45,1.40,1.21,0.64
EPS Diluted,1.17,1.44,1.38,1.20,0.63
Weighted Average Shs Out,23000000.0,23000000.0,23000000.0,22000000.0,22000000.0
Weighted Average Shs Out (Dil),23000000.0,23000000.0,23000000.0,23000000.0,23000000.0
Dividend per Share,,,,,
Gross Margin,0.5469387755102,0.55506607929515,0.56164383561644,0.53694581280788,0.48255813953488
EBITDA Margin,0.19183673469388,0.22907488986784,0.24200913242009,0.21182266009852,0.16279069767442
EBIT Margin,0.17551020408163,0.22466960352423,0.21917808219178,0.19211822660099,0.12790697674419
Profit Margin,0.11020408163265,0.14537444933921,0.14611872146119,0.13300492610837,0.081395348837209
Free Cash Flow margin,,,,,
EBITDA,47000000.0,52000000.0,53000000.0,43000000.0,28000000.0
EBIT,43000000,51000000,48000000,39000000,22000000
Consolidated Income,27000000.0,33000000.0,32000000.0,27000000.0,14000000.0
Earnings Before Tax Margin,0.17551020408163,0.22466960352423,0.21461187214612,0.16256157635468,0.12790697674419
Net Profit Margin,0.11020408163265,0.14537444933921,0.14611872146119,0.13300492610837,0.081395348837209
