date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,salesMaturitiesOfInvestments,3809000000.0,2379000000.0,6412000000.0,4809000000.0,2794000000.0,4095000000.0,1815000000.0,4890000000.0,5960000000.0,3197000000.0,2075000000.0,1567000000.0,20634000000.0,762000000.0,1043000000.0,0.0,22448000000.0,383000000.0,1412000000.0,45000000.0,51000000.0,309000000.0,530000000.0,406000000.0,349000000.0,35000000.0,993000000.0,169000000.0,4090000000.0,1733000000.0,7639000000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-561000000.0,0.0,0.0,-280000000.0,0.0,-283000000.0,0.0,-109000000.0,-266000000.0,-82000000.0,35000000.0,65000000.0,-48000000.0,-40000000.0,-37000000.0,-22000000.0,-69000000.0,27000000.0,-26000000.0,-54000000.0,-35000000.0
,netCashUsedForInvestingActivites,-9770000000.0,-874000000.0,-66000000.0,1480000000.0,-1572000000.0,1216000000.0,-572000000.0,-6727000000.0,-1437000000.0,-3812000000.0,-4380000000.0,5079000000.0,-202000000.0,206000000.0,1191000000.0,-1622000000.0,-2419000000.0,-1379000000.0,-4864000000.0,16000000.0,-759000000.0,-346000000.0,-532000000.0,-717000000.0,-631000000.0,-1424000000.0,-597000000.0,430000000.0,571000000.0,-164000000.0,-1630000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-9256000000.0,-5000000.0,-1224000000.0,-15000000.0,-1957000000.0,-676000000.0,-597000000.0,-2108000000.0,-79000000.0,-969000000.0,-238000000.0,-1917000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,181000000.0,266000000.0,288000000.0,564000000.0,463000000.0,601000000.0,252000000.0,827000000.0,5000000.0,333000000.0,170000000.0,166000000.0,141000000.0,44000000.0,138000000.0,251000000.0,352000000.0,8000000.0,140000000.0,117000000.0,206000000.0,71000000.0,24000000.0,38000000.0,37000000.0,46000000.0,145000000.0,197000000.0
,commonStockRepurchased,-7300000000.0,-320000000.0,-2469000000.0,-231000000.0,0.0,0.0,-433000000.0,-2403000000.0,-1221000000.0,-576000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-164000000.0,-1589000000.0,-2338000000.0,-1419000000.0,-1561000000.0,-1162000000.0,-852000000.0,-244000000.0,-701000000.0,-419000000.0,-228000000.0,-447000000.0,-562000000.0,-51000000.0
,dividendsPaid,-2679000000.0,-2613000000.0,-2577000000.0,-2547000000.0,-2477000000.0,-2398000000.0,-2309000000.0,-2286000000.0,-2254000000.0,-2202000000.0,-2483000000.0,-2461000000.0,-2213000000.0,-2199000000.0,-2186000000.0,-2174000000.0,-2169000000.0,-2168000000.0,-2137000000.0,-1930000000.0,-1707000000.0,-1551000000.0,-1515000000.0,-1507000000.0,-1495000000.0,-1485000000.0,-1485000000.0,-1428000000.0,-1249000000.0,-1116000000.0,-722000000.0
,otherFinancingActivites,-53000000.0,-54000000.0,-22000000.0,42000000.0,-2000000.0,105000000.0,20000000.0,2000000.0,296000000.0,146000000.0,194000000.0,211000000.0,0.0,-158000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,7621000000.0,-3535000000.0,-4077000000.0,-2445000000.0,-3351000000.0,-2437000000.0,-1068000000.0,-4333000000.0,-2657000000.0,-3343000000.0,-17000000.0,-2582000000.0,-3213000000.0,-3351000000.0,-3637000000.0,-463000000.0,-1052000000.0,-1117000000.0,1768000000.0,-4157000000.0,-3198000000.0,-2980000000.0,-2151000000.0,-1885000000.0,-1859000000.0,-1639000000.0,-1700000000.0,-1748000000.0,-1577000000.0,-1494000000.0,-1008000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-9000000.0,-41000000.0,52000000.0,-33000000.0,-95000000.0,58000000.0,25000000.0,-1000000.0,-3000000.0,14000000.0,39000000.0,-29000000.0,45000000.0,30000000.0,-20000000.0,40000000.0,36000000.0,17000000.0,12000000.0,-49000000.0,-37000000.0,-6000000.0,-18000000.0,-3000000.0,-6000000.0,-17000000.0,1000000.0,-8000000.0,10000000.0,-8000000.0,-8000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,5909000000.0,1490000000.0,1184000000.0,1852000000.0,-3186000000.0,1985000000.0,1930000000.0,-4120000000.0,743000000.0,-2650000000.0,-293000000.0,6175000000.0,-217000000.0,-1032000000.0,-630000000.0,1131000000.0,77000000.0,-1522000000.0,2318000000.0,462000000.0,476000000.0,788000000.0,-225000000.0,36000000.0,3000000.0,-779000000.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,12820000000.0,6911000000.0,5421000000.0,4237000000.0,2385000000.0,5571000000.0,3586000000.0,1656000000.0,5776000000.0,5033000000.0,7683000000.0,7976000000.0,1801000000.0,2018000000.0,3050000000.0,3680000000.0,2444000000.0,3978000000.0,5500000000.0,3182000000.0,2720000000.0,2244000000.0,1456000000.0,1681000000.0,1645000000.0,1642000000.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,6911000000.0,5421000000.0,4237000000.0,2385000000.0,5571000000.0,3586000000.0,1656000000.0,5776000000.0,5033000000.0,7683000000.0,7976000000.0,1801000000.0,2018000000.0,3050000000.0,3680000000.0,2549000000.0,2367000000.0,5500000000.0,3182000000.0,2720000000.0,2244000000.0,1456000000.0,1681000000.0,1645000000.0,1642000000.0,2421000000.0,2137000000.0,1435000000.0,596000000.0,510000000.0,1966000000.0
,operatingCashFlow,8067000000.0,5940000000.0,5275000000.0,2850000000.0,1832000000.0,3148000000.0,3545000000.0,6941000000.0,4840000000.0,4491000000.0,4065000000.0,3707000000.0,3153000000.0,2083000000.0,1836000000.0,3176000000.0,3512000000.0,957000000.0,5402000000.0,4652000000.0,4470000000.0,4120000000.0,2476000000.0,2641000000.0,2499000000.0,2301000000.0,2580000000.0,2028000000.0,1835000000.0,1752000000.0,1190000000.0
,capitalExpenditure,-836000000.0,-951000000.0,-1055000000.0,-1215000000.0,-820000000.0,-526000000.0,-537000000.0,-548000000.0,-367000000.0,-424000000.0,-730000000.0,-941000000.0,-843000000.0,-793000000.0,-738000000.0,-809000000.0,-990000000.0,-997000000.0,-1023000000.0,-589000000.0,-709000000.0,-788000000.0,-767000000.0,-601000000.0,-513000000.0,-573000000.0,-570000000.0,-647000000.0,-628000000.0,-513000000.0,-555000000.0
,freeCashFlow,7231000000.0,4989000000.0,4220000000.0,1635000000.0,1012000000.0,2622000000.0,3008000000.0,6393000000.0,4473000000.0,4067000000.0,3335000000.0,2766000000.0,2310000000.0,1290000000.0,1098000000.0,2367000000.0,2522000000.0,-40000000.0,4379000000.0,4063000000.0,3761000000.0,3332000000.0,1709000000.0,2040000000.0,1986000000.0,1728000000.0,2010000000.0,1381000000.0,1207000000.0,1239000000.0,635000000.0
