date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,425992000.0,281891000.0,269712000.0,208866000.0,86633000.0,22621000.0,-59814000.0,-37771000.0,-47234000.0
,depreciationAndAmortization,0.0,120096000.0,72175000.0,50615000.0,35880000.0,23145000.0,13252000.0,7188000.0,4278000.0
,deferredIncomeTax,0.0,-16786000.0,-22944000.0,-3391000.0,1483000.0,-13815000.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,75183000.0,75862000.0,58231000.0,34185000.0,25195000.0,84963000.0,11506000.0,4526000.0
,changeInWorkingCapital,0.0,-279228000.0,-549279000.0,-530150000.0,-183386000.0,-77897000.0,-120695000.0,1164000.0,-3922000.0
,accountsReceivables,0.0,-247806000.0,-462121000.0,-457012000.0,-260545000.0,-135542000.0,-123456000.0,-51101000.0,-23123000.0
,inventory,0.0,-320086000.0,-307045000.0,-106807000.0,-16483000.0,-112494000.0,-122128000.0,-72927000.0,-18997000.0
,accountsPayables,0.0,-24369000.0,302808000.0,54547000.0,65352000.0,170486000.0,126561000.0,116832000.0,42579000.0
,otherWorkingCapital,0.0,13497000.0,-11978000.0,-3064000.0,-1062000.0,-11389000.0,-994000.0,-116000.0,-1331000.0
,otherNonCashItems,0.0,16563000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,0.0,301396000.0,-98502000.0,-169074000.0,13441000.0,2202000.0,-66488000.0,-3290000.0,-31923000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-91266000.0,-123014000.0,-267028000.0,-76114000.0,-46470000.0,-19760000.0,-14839000.0,-6089000.0
,acquisitionsNet,0.0,0.0,0.0,-3000000.0,-4000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-1743627000.0,0.0,-272614000.0,-6750000.0,-57682000.0,0.0,-5625000.0,0.0
,salesMaturitiesOfInvestments,0.0,765969000.0,256079000.0,1143000.0,10000000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,544000.0,-4248000.0,-10244000.0,-1900000.0,-36000000.0,0.0
,netCashUsedForInvestingActivites,0.0,-1133451000.0,37564000.0,-637179000.0,-119429000.0,-126949000.0,-30545000.0,-63481000.0,-10225000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-993728000.0,-515923000.0,-157392000.0,0.0,0.0,-160000000.0,-104251000.0,-62799000.0
,commonStockIssued,0.0,0.0,0.0,0.0,253678000.0,784350000.0,17000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,-45321000.0,-19479000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,4500000.0,0.0,-8562000.0,-1581000.0,-77289000.0,5341000.0,-12000000.0,12000000.0
,netCashUsedProvidedByFinancingActivities,0.0,1776891000.0,331225000.0,167705000.0,210719000.0,687743000.0,151104000.0,-48774000.0,299953000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-881000.0,18911000.0,-33962000.0,25331000.0,17870000.0,-1836000.0,-376000.0,314000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,943955000.0,289198000.0,-672510000.0,130062000.0,580866000.0,52235000.0,-115921000.0,258119000.0
,cashAtEndOfPeriod,0.0,1526810000.0,582855000.0,244809000.0,917319000.0,787257000.0,206391000.0,154156000.0,270077000.0
,cashAtBeginningOfPeriod,0.0,582855000.0,293657000.0,917319000.0,787257000.0,206391000.0,154156000.0,270077000.0,11958000.0
,operatingCashFlow,0.0,301396000.0,-98502000.0,-169074000.0,13441000.0,2202000.0,-66488000.0,-3290000.0,-31923000.0
,capitalExpenditure,0.0,-152877000.0,-208738000.0,-349221000.0,-92191000.0,-58461000.0,-29091000.0,-21862000.0,-10377000.0
,freeCashFlow,0.0,148519000.0,-307240000.0,-518295000.0,-78750000.0,-56259000.0,-95579000.0,-25152000.0,-42300000.0
