date,,2021-01-03_FY,2019-12-29_FY,2018-12-30_FY,2017-12-31_FY,2017-01-01_FY,2016-01-03_FY,2014-12-28_FY,2013-12-29_FY,2012-12-30_FY,2012-01-01_FY,2011-12-31_FY,2011-01-02_FY,2010-12-31_FY,2010-01-03_FY,2009-12-31_FY,2008-12-31_FY,2008-12-28_FY,2007-12-31_FY,2007-12-30_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2002-12-31_FY,2001-12-31_FY
,commonStockRepurchased,0.0,-4017000.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,550000.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-116794000.0,0.0,0.0
,otherFinancingActivites,0.0,172722000.0,28327000.0,-1992000.0,13661000.0,33780000.0,-1112000.0,-1083000.0,70926000.0,88274000.0,-9294000.0,0.0,0.0,0.0,831000.0,-5500000.0,0.0,-7489000.0,0.0,0.0,-542000.0,0.0,0.0,2414000.0
,netCashUsedProvidedByFinancingActivities,5902000.0,168297000.0,727000.0,62732000.0,13661000.0,33780000.0,66215000.0,-1080000.0,72620000.0,8060000.0,8060000.0,-19670000.0,-19666000.0,4650000.0,-29316000.0,-996000.0,-996000.0,-6203000.0,-6203000.0,-43708000.0,-10235000.0,-21670000.0,0.0,2414000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,61990000.0,-1040000.0,-25398000.0,27410000.0,-20272000.0,1053000.0,12919000.0,-29990000.0,13630000.0,21520000.0,21517000.0,-1260000.0,-1258000.0,-2882000.0,1003000.0,-3997000.0,-3997000.0,3457000.0,3457000.0,-5392000.0,-22135000.0,29052000.0,0.0,0.0
,cashAtEndOfPeriod,64964000.0,2974000.0,4014000.0,29412000.0,2002000.0,22274000.0,21219000.0,8310000.0,38330000.0,46220000.0,24661000.0,2754000.0,3144000.0,361000.0,4402000.0,3399000.0,3399000.0,7396000.0,7396000.0,3939000.0,9331000.0,31466000.0,0.0,0.0
,cashAtBeginningOfPeriod,2974000.0,4014000.0,29412000.0,2002000.0,22274000.0,21221000.0,8300000.0,38300000.0,24700000.0,24700000.0,3144000.0,4014000.0,4402000.0,3243000.0,3399000.0,7396000.0,7396000.0,3939000.0,3939000.0,9331000.0,31466000.0,2414000.0,0.0,0.0
,operatingCashFlow,103945000.0,48708000.0,80769000.0,72783000.0,62288000.0,70702000.0,14707000.0,21580000.0,21930000.0,54500000.0,54500000.0,46750000.0,46748000.0,-5236000.0,60688000.0,44646000.0,44646000.0,54955000.0,54955000.0,48755000.0,22008000.0,59211000.0,54194000.0,46435000.0
,capitalExpenditure,0.0,-145601000.0,-75735000.0,-74920000.0,-94099000.0,-56848000.0,-52010000.0,-50486000.0,-37642000.0,-50636000.0,-52694000.0,-13650000.0,-40782000.0,0.0,-39850000.0,-62408000.0,0.0,-58279000.0,-398000.0,-48552000.0,-39940000.0,-20647000.0,0.0,-47575000.0
,freeCashFlow,103945000.0,-96893000.0,5034000.0,-2137000.0,-31811000.0,13854000.0,-37303000.0,-28910000.0,-15710000.0,26730000.0,1806000.0,33100000.0,5966000.0,-5236000.0,20838000.0,-17762000.0,44646000.0,-3324000.0,54557000.0,203000.0,-17932000.0,38564000.0,54194000.0,-1140000.0
