date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,506421000.0,576968000.0,664505000.0,504893000.0,513384000.0,509699000.0,449711000.0,415904000.0,593804000.0,431612000.0,387026000.0,360830000.0,359177000.0,324261000.0,266925000.0,203358000.0,137254000.0,114123000.0,96325000.0,83992000.0,71242000.0,53300000.0,43000000.0,27600000.0,34600000.0
,depreciationAndAmortization,101727000.0,100449000.0,96729000.0,92977000.0,74669000.0,66409000.0,57009000.0,56882000.0,38090000.0,32498000.0,29369000.0,30514000.0,31164000.0,27366000.0,23932000.0,18500000.0,11814000.0,10992000.0,14029000.0,19136000.0,17318000.0,10100000.0,8500000.0,8700000.0,7600000.0
,deferredIncomeTax,-32984000.0,-2407000.0,-15315000.0,-28096000.0,15009000.0,-17095000.0,-3117000.0,25226000.0,-14442000.0,5750000.0,7574000.0,-630000.0,2951000.0,-8915000.0,-8882000.0,4480000.0,3156000.0,9078000.0,624000.0,11356000.0,-513000.0,-4800000.0,-9300000.0,4800000.0,-2500000.0
,stockBasedCompensation,43995000.0,39083000.0,87791000.0,41805000.0,37565000.0,57661000.0,47861000.0,9094000.0,59381000.0,38601000.0,37047000.0,21267000.0,20804000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,17889000.0,-235671000.0,796264000.0,361103000.0,-119717000.0,-247498000.0,135095000.0,-45569000.0,-294838000.0,24750000.0,134699000.0,-74756000.0,18681000.0,62338000.0,96901000.0,79130000.0,57040000.0,91030000.0,65411000.0,65699000.0,46788000.0,-68000000.0,26100000.0,-4900000.0,-5300000.0
,accountsReceivables,-452145000.0,208312000.0,-190048000.0,-364181000.0,-173211000.0,107560000.0,-137102000.0,-87316000.0,-88107000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-801000.0,-74000.0,1700000.0,-300000.0,2200000.0,2100000.0
,accountsPayables,180272000.0,-17968000.0,36083000.0,144041000.0,115917000.0,-53272000.0,40251000.0,47488000.0,61732000.0,68039000.0,14684000.0,21854000.0,-70903000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1101969000.0,1084080000.0,1319751000.0,523487000.0,162384000.0,282101000.0,529599000.0,394504000.0,440073000.0,734911000.0,710161000.0,575462000.0,650218000.0,631537000.0,569199000.0,472298000.0,393168000.0,336128000.0,245098000.0,179687000.0,113988000.0,67200000.0,135200000.0,109100000.0,114000000.0
,otherNonCashItems,15096000.0,-3830000.0,1815000.0,4491000.0,1907000.0,7409000.0,-1138000.0,319000.0,-10721000.0,765000.0,16333000.0,17328000.0,14329000.0,44747000.0,54376000.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,100000.0,-100000.0,100000.0
,netCashProvidedByOperatingActivites,499191000.0,835419000.0,792896000.0,384001000.0,529408000.0,718336000.0,513426000.0,347777000.0,460342000.0,429712000.0,344779000.0,372571000.0,447579000.0,308430000.0,343377000.0,229088000.0,155941000.0,109498000.0,114139000.0,74452000.0,74490000.0,51900000.0,77600000.0,70400000.0,35400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-23133000.0,-36290000.0,-45000000.0,-40122000.0,-73452000.0,-28115000.0,-22364000.0,-40354000.0,-36096000.0,-35932000.0,-28677000.0,-34466000.0,-23748000.0,-43713000.0,-43243000.0,-21824000.0,-34741000.0,-8574000.0,-7325000.0,-17101000.0,-15491000.0,-121600000.0,-11900000.0,-6300000.0,-4800000.0
,acquisitionsNet,-223000000.0,-59000000.0,-5000000.0,-49000000.0,-220000000.0,-370000000.0,0.0,19000000.0,-309000000.0,0.0,0.0,-41000000.0,-60000000.0,-22000000.0,-40000000.0,-60000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10752000.0,-52437000.0,-136954000.0,-204020000.0,-119864000.0,-114696000.0,-70139000.0,-56302000.0,-45209000.0,0.0,0.0,-13600000.0,-57900000.0,-81300000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9311000.0,53111000.0,3975000.0,251074000.0,214299000.0,118838000.0,113747000.0,69366000.0,55781000.0,0.0,0.0,0.0,45500000.0,37600000.0,119100000.0,0.0
,otherInvestingActivites,5525000.0,16636000.0,-3622000.0,-521000.0,-1348000.0,360029000.0,-359394000.0,221000.0,419000.0,5182000.0,-5084000.0,185000.0,769000.0,-68000.0,1056000.0,-3748000.0,-190000.0,-2198000.0,-1714000.0,-1116000.0,-3063000.0,500000.0,-1400000.0,22400000.0,-8000000.0
,netCashUsedForInvestingActivites,-271714000.0,-113029000.0,-72808000.0,-107534000.0,-312988000.0,-54446000.0,-388896000.0,-28859000.0,-359066000.0,-38313000.0,8598000.0,-123888000.0,31480000.0,-55722000.0,-81237000.0,-86674000.0,-54816000.0,-13073000.0,-70243000.0,-13217000.0,-24092000.0,-88800000.0,-31600000.0,55300000.0,-12700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
