Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,5618000.0,4180000.0,1661000.0
Short-term investments,14106000.0,0.0,0.0
Cash and short-term investments,19724000.0,4180000.0,1661000.0
Receivables,639000.0,117000.0,104000.0
Inventories,0.0,0.0,0.0
Total current assets,21424000.0,4974000.0,2112000.0
Property Plant & Equipment Net,604000.0,601000.0,730000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,604000.0,601000.0,730000.0
Total assets,22028000.0,5575000.0,2842000.0
Payables,2322000.0,1910000.0,2456000.0
Short-term debt,0.0,0.0,0.0
Total current liabilities,6686000.0,4165000.0,4440000.0
Long-term debt,0.0,2813000.0,1037000.0
Total debt,0.0,2813000.0,1037000.0
Deferred revenue,0.0,298000.0,0.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,0.0,3182000.0,1731000.0
Total liabilities,6686000.0,7347000.0,6171000.0
Other comprehensive income,0.0,0.0,0.0
Retained earnings (deficit),-216767000.0,-187249000.0,-168527000.0
Total shareholders equity,-8621000.0,-125453000.0,-107065000.0
Investments,14106000.0,0.0,0.0
Net Debt,-19724000.0,-1367000.0,-624000.0
Other Assets,1061000.0,677000.0,347000.0
Other Liabilities,4364000.0,2255000.0,1984000.0
