Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,139301000.0,198105000.0,2599000.0,138000.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,139301000.0,198105000.0,2599000.0,138000.0
Receivables,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,139800000.0,202946000.0,2867000.0,140000.0
Property, Plant & Equipment Net,1899000.0,165000.0,14000.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,2873000.0,548000.0,14000.0,0.0
Total assets,142673000.0,203494000.0,2881000.0,140000.0
Payables,10777000.0,4302000.0,572000.0,29000.0
Short-term debt,0.0,0.0,0.0,0.0
Total current liabilities,18208000.0,7512000.0,598000.0,29000.0
Long-term debt,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0
Deferred revenue,461000.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,461000.0,0.0,0.0,0.0
Total liabilities,18669000.0,7512000.0,598000.0,29000.0
Other comprehensive income,0.0,0.0,0.0,0.0
Retained earnings (deficit),-128252000.0,-39292000.0,-6548000.0,-3463000.0
Total shareholders equity,124004000.0,195982000.0,2283000.0,111000.0
Investments,0.0,0.0,0.0,0.0
Net Debt,-139301000.0,-198105000.0,-2599000.0,-138000.0
Other Assets,499000.0,4841000.0,268000.0,2000.0
Other Liabilities,7431000.0,3210000.0,26000.0,0.0
