Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,269000.0,2179000.0,103690000.0,17538000.0,25406000.0,26509000.0,23284000.0
Short-term investments,0.0,0.0,7650000.0,26596000.0,36080000.0,0.0,0.0
Cash and short-term investments,269000.0,2179000.0,111340000.0,44134000.0,61486000.0,26509000.0,23284000.0
Receivables,27521000.0,31225000.0,42862000.0,56013000.0,72687000.0,81443000.0,59355000.0
Inventories,56524000.0,40539000.0,43052000.0,50652000.0,92402000.0,92075000.0,71290000.0
Total current assets,171184000.0,154331000.0,266981000.0,226197000.0,275265000.0,276170000.0,186096000.0
Property Plant & Equipment Net,2148569000.0,2378605000.0,1318937000.0,1433193000.0,1473063000.0,1522488000.0,1414074000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,22027000.0,24957000.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,2216989000.0,2452309000.0,1422030000.0,1610843000.0,1589957000.0,1524075000.0,1476538000.0
Total assets,2388173000.0,2606640000.0,1689011000.0,1837040000.0,1865222000.0,1915652000.0,1710171000.0
Payables,99735000.0,76658000.0,60971000.0,55192000.0,59937000.0,75313000.0,59727000.0
Short-term debt,53709000.0,109532000.0,368993000.0,1450423000.0,44143000.0,44143000.0,70034000.0
Total current liabilities,284981000.0,312618000.0,532865000.0,1574550000.0,182696000.0,182412000.0,194921000.0
Long-term debt,1194394000.0,1205000000.0,1022070000.0,295563000.0,1316528000.0,1509962000.0,1642613000.0
Total debt,1248103000.0,1314532000.0,1391063000.0,1745986000.0,1360671000.0,1712647000.0,1255383000.0
Deferred revenue,0.0,0.0,0.0,21362000.0,0.0,0.0,0.0
Tax Liabilities,7274000.0,7453000.0,6819000.0,6560000.0,5494000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1210822000.0,1237330000.0,1031429000.0,302459000.0,1322036000.0,1663366000.0,1241262000.0
Total liabilities,1791458000.0,1930814000.0,1843604000.0,1816441000.0,1737466000.0,1729255000.0,1858287000.0
Other comprehensive income,596715000,675826000,0.0,20599000,127756000,0.0,0.0
Retained earnings (deficit),0.0,0.0,0.0,0.0,0.0,,
Total shareholders equity,596715000.0,675826000.0,-154593000.0,20599000.0,127756000.0,127756000.0,0.0
Investments,0.0,0.0,7650000.0,48623000.0,61037000.0,0.0,0.0
Net Debt,1247834000.0,1312353000.0,1287373000.0,1728448000.0,1335265000.0,1527596000.0,1689363000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,76143000.0,32167000.0
Other Liabilities,295655000.0,380866000.0,279310000.0,-60568000.0,232734000.0,62956000.0,65160000.0
