Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,26049000.0,27249000.0,34346000.0,45741000.0,98044000.0,35023000.0,29585000.0
Short-term investments,66052000.0,57675000.0,42408000.0,46593000.0,0.0,0.0,0.0
Cash and short-term investments,92101000.0,84924000.0,76754000.0,92334000.0,98044000.0,35023000.0,29585000.0
Receivables,16185000.0,17662000.0,26190000.0,22824000.0,24695000.0,17578000.0,12724000.0
Inventories,16117000.0,13495000.0,12629000.0,10775000.0,8360000.0,6817000.0,6848000.0
Total current assets,10715000.0,11794000.0,14621000.0,13349000.0,9544000.0,4063000.0,3078000.0
Property, Plant & Equipment Net,5947000.0,6381000.0,9008000.0,9156000.0,8862000.0,3281000.0,2151000.0
Goodwill and Intangible Assets,513000.0,513000.0,513000.0,513000.0,513000.0,662000.0,824000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,40057000.0,55530000.0,36006000.0,51832000.0,32299000.0,28924000.0,21297000.0
Total assets,141517000.0,134271000.0,136483000.0,147652000.0,144254000.0,69857000.0,54873000.0
Payables,16129000.0,11946000.0,10762000.0,15140000.0,10154000.0,10802000.0,8081000.0
Short-term debt,20000000.0,0.0,20000000.0,0.0,12451000.0,10000000.0,0.0
Total current liabilities,83852000.0,53827000.0,71789000.0,54889000.0,53800000.0,44278000.0,22021000.0
Long-term debt,0.0,20000000.0,0.0,20000000.0,7301000.0,9624000.0,10000000.0
Total debt,20000000.0,20000000.0,20000000.0,20000000.0,19752000.0,19624000.0,10000000.0
Deferred revenue,77261000.0,67040000.0,65904000.0,59262000.0,46155000.0,30570000.0,16704000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,40057000.0,55530000.0,36006000.0,51832000.0,32299000.0,28924000.0,21297000.0
Total liabilities,123909000.0,109357000.0,107795000.0,106721000.0,86099000.0,73202000.0,43318000.0
Other comprehensive income,-14000.0,-30000.0,-31000.0,-61000.0,0.0,0.0,0.0
Retained earnings (deficit),-265760000.0,-247423000.0,-227257000.0,-190346000.0,-150889000.0,-120334000.0,-87107000.0
Total shareholders equity,17608000.0,24914000.0,28688000.0,40931000.0,58155000.0,-3345000.0,11555000.0
Investments,66052000.0,57675000.0,42408000.0,46593000.0,0.0,0.0,0.0
Net Debt,-72101000.0,-64924000.0,-56754000.0,-72334000.0,-78292000.0,-15399000.0,-19585000.0
Other Assets,6399000.0,6396000.0,6289000.0,8370000.0,3611000.0,6376000.0,2638000.0
Other Liabilities,47723000.0,41881000.0,41027000.0,39749000.0,31195000.0,23476000.0,13940000.0
