Date,2019-08-31,2018-08-31,2017-08-31,2016-08-31,2015-08-31,2014-08-31,2013-08-31,2012-08-31,2011-08-31,2010-08-31,2009-08-31
Cash and cash equivalents,4478020.0,11565038.0,5575823.0,4697288.0,37089041.0,1749558.0,2448363.0,1623517.0,71795.0,12017.0,705083.0
Short-term investments,5188813.0,8717967.0,20055345.0,23176450.0,0.0,0.0,0.0,1101367.0,4588535.0,1435054.0,3002208.0
Cash and short-term investments,9666833.0,20283005.0,25631168.0,27873738.0,37089041.0,1749558.0,2448363.0,2724884.0,4660330.0,1447071.0,3707291.0
Receivables,1099631.0,1067268.0,879266.0,352930.0,306260.0,8746516.0,7297261.0,9977342.0,455760.0,487729.0,542671.0
Inventories,11613112.0,5195059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,23537737.0,27918218.0,27124282.0,28807427.0,39580939.0,4463256.0,9899969.0,7661764.0,5065597.0,1819636.0,104100685.0
Property, Plant & Equipment Net,55374787.0,41381453.0,40824084.0,33667726.0,32800263.0,95054692.0,92836261.0,92832768.0,110747229.0,103451181.0,103176225.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,988381.0,1096569.0,964339.0,7481722.0,591223.0,0.0,0.0,0.0,0.0,0.0,507795.0
Tax assets,1566066.0,282000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,60183667.0,43988397.0,42663290.0,42072187.0,33479974.0,103710566.0,98718362.0,103920313.0,111057055.0,104558118.0,60183797.0
Total assets,83721404.0,71906615.0,69787572.0,70879614.0,73060913.0,108173822.0,108618331.0,111582077.0,116122652.0,106377754.0,108091081.0
Payables,170822.0,787662.0,492410.0,160390.0,172634.0,1379647.0,59975064.0,68530559.0,65057659.0,61186147.0,57543545.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,925980.0,4668943.0,5340890.0,0.0,0.0,0.0
Total current liabilities,8297239.0,2053983.0,940227.0,482208.0,1499065.0,3274364.0,5402325.0,6254767.0,658259.0,171322.0,138096.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,4032227.0,3211112.0,4209329.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,0.0,4958207.0,7880055.0,9550219.0,0.0,0.0,0.0
Deferred revenue,5058883.0,477161.0,1055488.0,1130291.0,1546858.0,2257704.0,1533087.0,2001979.0,2443773.0,1446105.0,1501908.0
Tax Liabilities,0.0,0.0,0.0,0.0,292729.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,693025.0,399413.0,1341246.0,1399457.0,1476300.0,13868977.0,65443531.0,75209548.0,68174054.0,63746433.0,60183797.0
Total liabilities,8990264.0,2453396.0,2281473.0,1881665.0,2975365.0,17143341.0,70845856.0,81464315.0,68832313.0,63917755.0,60321893.0
Other comprehensive income,3891.0,66446.0,-11105.0,3122.0,0.0,0.0,0.0,-1081.0,-2903.0,-1580.0,3986.0
Retained earnings (deficit),-97713023.0,-102524171.0,-103993900.0,-102283032.0,-100972425.0,-77844478.0,-77533034.0,-73382589.0,-55963928.0,-49947769.0,-44556507.0
Total shareholders equity,74731141.0,69453219.0,67506099.0,68997949.0,70085548.0,91030481.0,37772475.0,30117762.0,47290339.0,42459999.0,47769188.0
Investments,6177194.0,9814536.0,21019684.0,30658172.0,591223.0,0.0,0.0,1101367.0,4588535.0,1435054.0,3510003.0
Net Debt,-9666833.0,-20283005.0,-25631168.0,-27873738.0,-37089041.0,3208649.0,5431692.0,6825335.0,-4660330.0,-1447071.0,-3707291.0
Other Assets,1158161.0,1372886.0,613848.0,580759.0,2185638.0,-6032818.0,154345.0,-5040462.0,-50493.0,-115164.0,-259566.0
Other Liabilities,8126417.0,1266321.0,447817.0,321818.0,1326431.0,968737.0,-59241682.0,-67616682.0,-64399400.0,-61014825.0,-57405449.0
