date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,3405229000.0,3199966000.0,2871015000.0,2001619000.0,1227914000.0,990649000.0,748680000.0,456162000.0,212881000.0,131264000.0,88038000.0
,depreciationAndAmortization,170274000.0,118603000.0,101893000.0,88838000.0,69804000.0,56584000.0,41137000.0,31798000.0,24504000.0,35681000.0,52553000.0
,deferredIncomeTax,-22427000.0,144963000.0,102111000.0,12279000.0,-103800000.0,-6475000.0,5334000.0,3327000.0,5801000.0,-3609000.0,-34957000.0
,stockBasedCompensation,211206000.0,204008000.0,202325000.0,177786000.0,195393000.0,107945000.0,56666000.0,25608000.0,29142000.0,13446000.0,0.0
,changeInWorkingCapital,-593553000.0,-892566000.0,-81839000.0,212625000.0,194801000.0,310491000.0,171721000.0,76657000.0,6324000.0,-30240000.0,45862000.0
,accountsReceivables,-39910000.0,-479538000.0,-904313000.0,-688923000.0,-132771000.0,-340940000.0,-271025000.0,-139901000.0,-123759000.0,-66150000.0,-67598000.0
,inventory,0.0,0.0,0.0,94134000.0,4418000.0,-111667000.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-243047000.0,-286747000.0,103085000.0,404617000.0,229578000.0,363856000.0,247828000.0,127512000.0,58873000.0,14005000.0,27479000.0
,otherNonCashItems,46842000.0,56980000.0,-25155000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,3325631000.0,2889369000.0,3111438000.0,2473018000.0,1625896000.0,1461841000.0,1023743000.0,593893000.0,279515000.0,146125000.0,156438000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-263892000.0,-204113000.0,-113796000.0,-86422000.0,-88837000.0,-89161000.0,-42718000.0,-44212000.0,-27734000.0,-30093000.0,-9943000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-40050012000.0,-42660267000.0,-55176436000.0,-19643774000.0,-4229594000.0,-3839074000.0,-2155360000.0,0.0,0.0,-98000000.0,-62000000.0
,salesMaturitiesOfInvestments,37968391000.0,41695492000.0,51988432000.0,14836658000.0,3802986000.0,3519983000.0,437585000.0,0.0,0.0,117000000.0,13500000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-2985458000.0,-1168267000.0,-3301239000.0,-4913827000.0,-514906000.0,-407657000.0,-1759517000.0,-45943000.0,-27734000.0,-12693000.0,-66530000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,-2358000.0,-230040000.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,603980000.0,863200000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,-227015000.0,-230335000.0,0.0,0.0,0.0
,dividendsPaid,-651121000.0,0.0,-595779000.0,0.0,0.0,0.0,0.0,-220925000.0,-44910000.0,-94069000.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,2500000.0,0.0,233002000.0,-245000000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-546967000.0,68676000.0,-543968000.0,61070000.0,27920000.0,30200000.0,647396000.0,169298000.0,-44910000.0,-94069000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-17556000.0,-13250000.0,39151000.0,-2584000.0,2354000.0,13847000.0,4181000.0,789000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-224350000.0,1776528000.0,-694618000.0,-2382323000.0,1141264000.0,1098231000.0,-84197000.0,718037000.0,206871000.0,39363000.0,89908000.0
,cashAtEndOfPeriod,1769148000.0,1993498000.0,216970000.0,911588000.0,3293911000.0,2152647000.0,1054416000.0,1138613000.0,420576000.0,213705000.0,174342000.0
,cashAtBeginningOfPeriod,1993498000.0,216970000.0,911588000.0,3293911000.0,2152647000.0,1054416000.0,1138613000.0,420576000.0,213705000.0,174342000.0,84434000.0
,operatingCashFlow,3325631000.0,2889369000.0,3111438000.0,2473018000.0,1625896000.0,1461841000.0,1023743000.0,593893000.0,279515000.0,146125000.0,156438000.0
,capitalExpenditure,-264465000.0,-204113000.0,-113900000.0,-107522000.0,-88837000.0,-89161000.0,-42826000.0,-46478000.0,-27734000.0,-31693000.0,-18030000.0
,freeCashFlow,3061166000.0,2685256000.0,2997538000.0,2365496000.0,1537059000.0,1372680000.0,980917000.0,547415000.0,251781000.0,114432000.0,138408000.0
