Date,2019-01-31,2018-01-31,2017-01-31
Cash and cash equivalents,326863000.0,117026000.0,80905000.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,326863000.0,117026000.0,80905000.0
Receivables,92597000.0,66061000.0,52829000.0
Inventories,0.0,0.0,0.0
Total current assets,448664000.0,198074000.0,145124000.0
Property Plant & Equipment Net,43340000.0,18321000.0,10876000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,80105000.0,48673000.0,29817000.0
Total assets,528769000.0,246747000.0,174941000.0
Payables,6182000.0,6417000.0,5890000.0
Short-term debt,4512000.0,0.0,0.0
Total current liabilities,208363000.0,134149000.0,89294000.0
Long-term debt,0.0,0.0,0.0
Total debt,4512000.0,0.0,0.0
Deferred revenue,149611000.0,101286000.0,65897000.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,13961000.0,959000.0,903000.0
Total liabilities,221291000.0,135108000.0,90197000.0
Other comprehensive income,653738000,-1982000.0,-2828000.0
Retained earnings (deficit),-343236000.0,-212220000.0,-164666000.0
Total shareholders equity,307478000.0,111639000.0,84744000.0
Investments,0.0,0.0,0.0
Net Debt,-322351000.0,-117026000.0,-80905000.0
Other Assets,0.0,14987000.0,11390000.0
Other Liabilities,0.0,127732000.0,83404000.0
