date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockRepurchased,-165094000.0,0.0,0.0,0.0,0.0,-16000.0,0.0,0.0,0.0,-484000.0,-1224000.0,-34000.0,-27065000.0,-14154000.0,-12960000.0,0.0,0.0,-9314000.0,-917000.0,-177000.0,-619000.0,0.0,0.0
,dividendsPaid,-62374000.0,-27304000.0,-25265000.0,-23148000.0,-21110000.0,-17874000.0,-15015000.0,-12643000.0,-9203000.0,-6916000.0,-5643000.0,-4457000.0,-3511000.0,-3179000.0,-2673000.0,-1621000.0,-767000.0,-352000.0,-163000.0,-164000.0,-152000.0,-106746.0,0.0
,otherFinancingActivites,39526000.0,1457489000.0,1197612000.0,1330364000.0,3238195000.0,4702149000.0,2249070000.0,2414263000.0,2212301000.0,3184193000.0,2707461000.0,1690634000.0,887767000.0,1008759000.0,502141000.0,2112553000.0,983559000.0,584522000.0,1260939000.0,1810840000.0,699047000.0,753480735.0,354280042.0
,netCashUsedProvidedByFinancingActivities,362540000.0,1652480000.0,1275497000.0,1312322000.0,3478240000.0,4768636000.0,2043948000.0,2645612000.0,2208769000.0,3135228000.0,2765677000.0,1810319000.0,861931000.0,863921000.0,478208000.0,2423075000.0,1431857000.0,622994000.0,1499250000.0,1703205000.0,746663000.0,829424719.0,414530592.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,6802130000.0,1948996000.0,-1089649000.0,642779000.0,393517000.0,-303765000.0,-196015000.0,-371016000.0,863593000.0,-192814000.0,69764000.0,313140000.0,195974000.0,-11061000.0,-82446000.0,45853000.0,30066000.0,11435000.0,-162967000.0,8406000.0,169842000.0,-10010264.0,8171950.0
,cashAtEndOfPeriod,9095522000.0,2293392000.0,344396000.0,1434045000.0,791266000.0,397749000.0,701514000.0,897529000.0,1268545000.0,404952000.0,597766000.0,528002000.0,214862000.0,18888000.0,29949000.0,112395000.0,62664000.0,32598000.0,21163000.0,184130000.0,175724000.0,5881515.0,15891779.0
,cashAtBeginningOfPeriod,2293392000.0,344396000.0,1434045000.0,791266000.0,397749000.0,701514000.0,897529000.0,1268545000.0,404952000.0,597766000.0,528002000.0,214862000.0,18888000.0,29949000.0,112395000.0,66542000.0,32598000.0,21163000.0,184130000.0,175724000.0,5882000.0,15891779.0,7719829.0
,operatingCashFlow,1304986000.0,3351402000.0,43185000.0,1922393000.0,1414322000.0,504804000.0,707786000.0,862668000.0,784314000.0,277791000.0,420475000.0,516551000.0,223240000.0,83301000.0,57057000.0,-17597000.0,108318000.0,107892000.0,-28782000.0,-17750000.0,-44713000.0,-61536272.0,-16194259.0
,capitalExpenditure,-13240000.0,-4022000.0,-4283000.0,-4809000.0,-1197000.0,-1313000.0,-1352000.0,-948000.0,-738000.0,-5265000.0,-5318000.0,-2971000.0,-341000.0,-697000.0,-378000.0,-5010000.0,-2901000.0,-829000.0,-914000.0,-1370000.0,-424000.0,-877023.0,-625567.0
,freeCashFlow,1291746000.0,3347380000.0,38902000.0,1917584000.0,1413125000.0,503491000.0,706434000.0,861720000.0,783576000.0,272526000.0,415157000.0,513580000.0,222899000.0,82604000.0,56679000.0,-22607000.0,105417000.0,107063000.0,-29696000.0,-19120000.0,-45137000.0,-62413295.0,-16819826.0
