Date,2017-12,2016-12,2015-12,2014-12,2013-12
Depreciation & Amortization,449000000.0,668000000.0,1607000000.0,1467000000.0,1519000000.0
Stock-based compensation,1000000.0,2000000.0,3000000.0,6000000.0,16000000.0
Operating Cash Flow,198000000.0,355000000.0,408000000.0,864000000.0,908000000.0
Capital Expenditure,-333000000.0,-400000000.0,-431000000.0,-866000000.0,-828000000.0
Acquisitions and disposals,-251000000.0,-295000000.0,-285000000.0,-583000000.0,-479000000.0
Investment purchases and sales,4000000,6000000,-15000000,14000000,-904000000
Investing Cash flow,-303000000.0,-381000000.0,-423000000.0,-894000000.0,-1720000000.0
Issuance (repayment) of debt,-27000000.0,-496000000.0,-232000000.0,-1288000000.0,-481000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,-117000000.0,176000000.0,63000000.0,-102000000.0,-197000000.0
Effect of forex changes on cash,6000000.0,4000000.0,-21000000.0,-9000000.0,21000000.0
Net cash flow / Change in cash,-216000000.0,154000000.0,26000000.0,-140000000.0,-988000000.0
Free Cash Flow,-135000000.0,-45000000.0,-23000000.0,-2000000.0,80000000.0
Net Cash/Marketcap,,,,,
