date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,5899000000.0,5123000000.0,4010000000.0,800000000.0,5310000000.0,6309000000.0,3368000000.0,1324000000.0,6981000000.0,2790000000.0,-2246000000.0,3209000000.0,4317000000.0,6293000000.0,4714000000.0,2758000000.0,2217000000.0,1605000000.0,473000000.0,953000000.0,617000000.0,1343000000.0,1203000000.0
,depreciationAndAmortization,630000000.0,628000000.0,795000000.0,652000000.0,693000000.0,713000000.0,714000000.0,596000000.0,679000000.0,585000000.0,520000000.0,375000000.0,0.0,-224000000.0,352000000.0,441000000.0,478000000.0,-70000000.0,-87000000.0,510000000.0,173000000.0,56000000.0,-36000000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241000000.0,479000000.0,477000000.0,239000000.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,7425000000.0,8204000000.0,5609000000.0,7742000000.0,11653000000.0,12332000000.0,8274000000.0,10681000000.0,8091000000.0,6254000000.0,-2102000000.0,8691000000.0,5582000000.0,10901000000.0,17454000000.0,9407000000.0,10622000000.0,4774000000.0,5931000000.0,-215000000.0,2394000000.0,-1817000000.0,88000000.0
,accountsReceivables,-514000000.0,-1809000000.0,-991000000.0,-2125000000.0,-837000000.0,-650000000.0,-582000000.0,-109000000.0,0.0,0.0,-1653000000.0,-1929000000.0,568000000.0,-1375000000.0,3015000000.0,78000000.0,-334000000.0,-795000000.0,1024000000.0,-454000000.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6192000000.0,4829000000.0,6215000000.0,5330000000.0,6144000000.0,3155000000.0,2735000000.0,580000000.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261000000.0,631000000.0,145000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-5318000000.0,-5564000000.0,-7524000000.0,-9070000000.0,-9343000000.0,-9845000000.0,-8374000000.0,-8033000000.0,-10892000000.0,-5183000000.0,-5055000000.0,-5263000000.0,-8712000000.0,-10370000000.0,-14515000000.0,-4540000000.0,-6195000000.0,-1791000000.0,-2732000000.0,-605000000.0,681000000.0,1260000000.0,1617000000.0
,netCashProvidedByOperatingActivites,13786000000.0,11738000000.0,12283000000.0,14827000000.0,14129000000.0,16376000000.0,16131000000.0,17160000000.0,10290000000.0,7996000000.0,3803000000.0,10703000000.0,1187000000.0,6600000000.0,8005000000.0,8066000000.0,7363000000.0,4997000000.0,4799000000.0,1326000000.0,3865000000.0,842000000.0,2872000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-416000000.0,0.0,0.0,0.0
,acquisitionsNet,-32000000.0,0.0,-211000000.0,0.0,0.0,0.0,-1447000000.0,560000000.0,-33000000.0,-3021000000.0,-69000000.0,-786000000.0,-737000000.0,-67000000.0,-9900000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-91901000000.0,-109809000000.0,-115470000000.0,-154633000000.0,-154942000000.0,-135242000000.0,-126026000000.0,-120469000000.0,-129883000000.0,-104073000000.0,-86639000000.0,-100129000000.0,-4618000000.0,-147606000000.0,-184069000000.0,-107897000000.0,-107671000000.0,-90285000000.0,-60526000000.0,-68757000000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,81180000000.0,112007000000.0,104780000000.0,157428000000.0,149762000000.0,125943000000.0,122770000000.0,107489000000.0,109123000000.0,92747000000.0,78276000000.0,104957000000.0,5216000000.0,148201000000.0,172280000000.0,95959000000.0,90811000000.0,74927000000.0,57671000000.0,69012000000.0,0.0,0.0,0.0
,otherInvestingActivites,-131000000.0,-32000000.0,-346000000.0,-457000000.0,-59000000.0,-341000000.0,-6481000000.0,-158000000.0,-433000000.0,-1136000000.0,-160000000.0,-2227000000.0,-382000000.0,-19529000000.0,-921000000.0,-1099000000.0,-815000000.0,-759000000.0,-613000000.0,-209000000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-17586000000.0,-5634000000.0,-16876000000.0,-5850000000.0,-10398000000.0,-15055000000.0,-15165000000.0,-11929000000.0,-22235000000.0,-18314000000.0,-13935000000.0,-2671000000.0,742000000.0,-18886000000.0,-22610000000.0,-13015000000.0,-17688000000.0,-16996000000.0,-3663000000.0,83000000.0,-2389000000.0,2683000000.0,-1666000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-906000000.0,-1871000000.0,-1073000000.0,-1279000000.0,-1438000000.0,-2862000000.0,-1746000000.0,-1702000000.0,-2105000000.0,-1061000000.0,-9565000000.0,-1222000000.0,0.0,-732000000.0,-1430000000.0,-119000000.0,-763000000.0,-211000000.0,-372000000.0,-124000000.0,0.0,0.0,0.0
