date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,1000000000.0,1000000000.0,1000000000.0,2950000000.0,3576000000.0,1035000000.0,3261000000.0,0.0,83000000.0,72000000.0,51000000.0,1006000000.0,0.0,0.0,4009000000.0,0.0,0.0,0.0
,commonStockRepurchased,-2285000000.0,-3992000000.0,-2927000000.0,-372000000.0,-3432000000.0,-1000000000.0,0.0,0.0,-2805000000.0,0.0,0.0,-1250000000.0,-1705000000.0,-500000000.0,0.0,-1000000000.0,-97000000.0,-471000000.0,-1321000000.0,-613000000.0,0.0,0.0,0.0
,dividendsPaid,-1821000000.0,-1819000000.0,-4613000000.0,-1839000000.0,-1769000000.0,-1621000000.0,-1241000000.0,-933000000.0,-909000000.0,-906000000.0,-732000000.0,-717000000.0,-678000000.0,-584000000.0,-457000000.0,-343000000.0,-175000000.0,-147000000.0,-145000000.0,-152000000.0,0.0,0.0,0.0
,otherFinancingActivites,6305000000.0,4260000000.0,3298000000.0,4905000000.0,-1576000000.0,783000000.0,-5091000000.0,337000000.0,3993000000.0,4212000000.0,1690000000.0,15757000000.0,-179000000.0,15939000000.0,10348000000.0,7086000000.0,8349000000.0,5864000000.0,3871000000.0,-982000000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,4568000000.0,-2801000000.0,-906000000.0,-3550000000.0,-1295000000.0,2256000000.0,-8907000000.0,35000000.0,9382000000.0,13381000000.0,-4103000000.0,6188000000.0,-2868000000.0,15375000000.0,14517000000.0,5322000000.0,11735000000.0,6849000000.0,2903000000.0,-764000000.0,-1988000000.0,-3135000000.0,-620000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,9000000.0,-183000000.0,323000000.0,-302000000.0,-492000000.0,-354000000.0,-212000000.0,11000000.0,-22000000.0,-129000000.0,108000000.0,-349000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,777000000.0,3120000000.0,-5176000000.0,5125000000.0,1944000000.0,3223000000.0,-8153000000.0,5277000000.0,-2585000000.0,2934000000.0,-14127000000.0,13871000000.0,-939000000.0,3089000000.0,-88000000.0,373000000.0,1410000000.0,-5150000000.0,4039000000.0,645000000.0,-512000000.0,390000000.0,586000000.0
,cashAtEndOfPeriod,16598000000.0,15821000000.0,12701000000.0,17877000000.0,12752000000.0,10808000000.0,7585000000.0,15738000000.0,10461000000.0,13046000000.0,10112000000.0,24239000000.0,587000000.0,7107000000.0,4018000000.0,4106000000.0,3733000000.0,2323000000.0,7473000000.0,3434000000.0,2789000000.0,390000000.0,16407000000.0
,cashAtBeginningOfPeriod,15821000000.0,12701000000.0,17877000000.0,12752000000.0,10808000000.0,7585000000.0,15738000000.0,10461000000.0,13046000000.0,10112000000.0,24239000000.0,10368000000.0,1526000000.0,4018000000.0,4106000000.0,3733000000.0,2323000000.0,7473000000.0,3434000000.0,2789000000.0,3301000000.0,0.0,15821000000.0
,operatingCashFlow,13786000000.0,11738000000.0,12283000000.0,14827000000.0,14129000000.0,16376000000.0,16131000000.0,17160000000.0,10290000000.0,7996000000.0,3803000000.0,10703000000.0,1187000000.0,6600000000.0,8005000000.0,8066000000.0,7363000000.0,4997000000.0,4799000000.0,1326000000.0,3865000000.0,842000000.0,2872000000.0
,capitalExpenditure,-839000000.0,109000000.0,-474000000.0,-689000000.0,1958000000.0,-1270000000.0,-1524000000.0,-924000000.0,0.0,0.0,-579000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-416000000.0,0.0,0.0,0.0
,freeCashFlow,13786000000.0,11738000000.0,12283000000.0,14827000000.0,14129000000.0,16376000000.0,16131000000.0,17160000000.0,10290000000.0,7996000000.0,3224000000.0,10703000000.0,1187000000.0,6600000000.0,8005000000.0,8066000000.0,7363000000.0,4997000000.0,4799000000.0,910000000.0,3865000000.0,842000000.0,2872000000.0
