date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-66783000.0,-14642000.0,-109034000.0,-182873000.0,-419003000.0,36131000.0,128088000.0,60578000.0,32262000.0,24612000.0
,depreciationAndAmortization,19065000.0,26268000.0,35063000.0,41478000.0,41640000.0,28981000.0,17945000.0,12034000.0,3975000.0,1517000.0
,deferredIncomeTax,-50000.0,-32000.0,-389000.0,-2527000.0,38568000.0,-11468000.0,-16920000.0,-8129000.0,-2121000.0,-6831000.0
,stockBasedCompensation,29963000.0,37188000.0,40887000.0,51255000.0,69527000.0,80680000.0,71399000.0,10887000.0,9156000.0,8975000.0
,changeInWorkingCapital,70493000.0,34351000.0,-28582000.0,46082000.0,-380992000.0,-26208000.0,-33367000.0,21461000.0,-33472000.0,-13973000.0
,accountsReceivables,93084000.0,-71269000.0,-16460000.0,52278000.0,-18816000.0,38313000.0,-62294000.0,-43117000.0,-53508000.0,-19565000.0
,inventory,46322000.0,-27778000.0,34093000.0,16641000.0,21040000.0,-35005000.0,-45108000.0,-55664000.0,-43718000.0,-12737000.0
,accountsPayables,-87501000.0,3210000.0,-70400000.0,-44411000.0,142941000.0,68461000.0,98354000.0,0.0,67802000.0,0.0
,otherWorkingCapital,12196000.0,208925000.0,174574000.0,203156000.0,157074000.0,538066000.0,564274000.0,400000.0,4462000.0,1794000.0
,otherNonCashItems,23245000.0,14596000.0,16090000.0,16754000.0,25175000.0,2426000.0,1865000.0,0.0,57000.0,0.0
,netCashProvidedByOperatingActivites,93782000.0,-24444000.0,-42434000.0,-36853000.0,-107753000.0,157611000.0,96922000.0,102477000.0,8366000.0,15229000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-4881000.0,-8348000.0,-11004000.0,-24061000.0,-43627000.0,-51245000.0,-27498000.0,-18325000.0,-17795000.0,-1954000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-104000000.0,-65000000.0,-4000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-43636000.0,-57731000.0,-52318000.0,0.0,-220055000.0,-103827000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,14830000.0,74755000.0,57500000.0,33282000.0,167266000.0,124728000.0,1083000.0,0.0,0.0,0.0
,otherInvestingActivites,-438000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,9511000.0,22771000.0,-6235000.0,-43097000.0,19286000.0,-211977000.0,-133904000.0,-21237000.0,-17795000.0,-9909000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-86000000.0,-20000000.0,0.0,0.0,0.0,0.0,-114000000.0,-46000000.0,-10380000.0,-380000.0
,commonStockIssued,5435000.0,5574000.0,5169000.0,9751000.0,2775000.0,22833000.0,293969000.0,527000.0,0.0,6131000.0
,commonStockRepurchased,0.0,0.0,0.0,-78000000.0,0.0,-35613000.0,-920000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117361000.0,-5071000.0
,otherFinancingActivites,-21208000.0,-6618000.0,-6650000.0,-18157000.0,-820000.0,28445000.0,68844000.0,-842000.0,2406000.0,0.0
,netCashUsedProvidedByFinancingActivities,71977000.0,-1044000.0,-1481000.0,88594000.0,1955000.0,15665000.0,255501000.0,-16315000.0,16816000.0,20343000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,2083000.0,923000.0,-259000.0,1746000.0,-1046000.0,-1556000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,177353000.0,-1794000.0,-50409000.0,10390000.0,-87558000.0,-40257000.0,218519000.0,64925000.0,7387000.0,25663000.0
,cashAtEndOfPeriod,327654000.0,150301000.0,152095000.0,202504000.0,192114000.0,279672000.0,319929000.0,101410000.0,36485000.0,29098000.0
,cashAtBeginningOfPeriod,150301000.0,152095000.0,202504000.0,192114000.0,279672000.0,319929000.0,101410000.0,36485000.0,29098000.0,3435000.0
,operatingCashFlow,93782000.0,-24444000.0,-42434000.0,-36853000.0,-107753000.0,157611000.0,96922000.0,102477000.0,8366000.0,15229000.0
,capitalExpenditure,-4881000.0,-8348000.0,-11004000.0,-24061000.0,-43627000.0,-51245000.0,-27498000.0,-18325000.0,-17795000.0,-1954000.0
,freeCashFlow,88901000.0,-32792000.0,-53438000.0,-60914000.0,-151380000.0,106366000.0,69424000.0,84152000.0,-9429000.0,13275000.0
