Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,16227000.0,29496000.0,81002000.0,57892000.0,95595000.0,48162000.0,67347000.0,47058000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,16227000.0,29496000.0,81002000.0,57892000.0,95595000.0,48162000.0,67347000.0,47058000.0
Receivables,24920000.0,26028000.0,26659000.0,28177000.0,32753000.0,25493000.0,26155000.0,24511000.0
Inventories,27450000.0,25356000.0,24996000.0,25611000.0,28342000.0,8451000.0,7996000.0,5347000.0
Total current assets,304102000.0,514534000.0,815960000.0,988831000.0,1160874000.0,559901000.0,571764000.0,586269000.0
Property Plant & Equipment Net,41334000.0,33880000.0,57559000.0,64753000.0,63607000.0,32254000.0,31169000.0,33112000.0
Goodwill and Intangible Assets,253719000.0,459006000.0,736263000.0,902215000.0,1067865000.0,513037000.0,528275000.0,541448000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,1407000.0,0.0,0.0,5450000.0,0.0,5359000.0,5882000.0,5651000.0
Total non-current assets,16282000.0,38184000.0,349978000.0,396513000.0,472356000.0,278609000.0,299738000.0,337252000.0
Total assets,386980000.0,610325000.0,962314000.0,1121728000.0,1335380000.0,655264000.0,684629000.0,677459000.0
Payables,71240000.0,70480000.0,70254000.0,82448000.0,70301000.0,53266000.0,57355000.0,50013000.0
Short-term debt,208076000.0,189666000.0,20000000.0,20000000.0,20000000.0,0.0,10856000.0,2650000.0
Total current liabilities,372098000.0,357617000.0,184609000.0,197684000.0,197811000.0,86133000.0,107593000.0,79426000.0
Long-term debt,0.0,0.0,256306000.0,274946000.0,320000000.0,220000000.0,233144000.0,258474000.0
Total debt,208076000.0,189666000.0,276306000.0,294946000.0,340000000.0,220000000.0,244000000.0,261124000.0
Deferred revenue,5146000.0,5280000.0,4911000.0,5421000.0,10185000.0,6363000.0,5408000.0,3891000.0
Tax Liabilities,8111000.0,31726000.0,87937000.0,112769000.0,138643000.0,57497000.0,71883000.0,75940000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,16282000.0,38184000.0,349978000.0,396513000.0,472356000.0,278609000.0,299738000.0,337252000.0
Total liabilities,388380000.0,395801000.0,534587000.0,594197000.0,670167000.0,364742000.0,407331000.0,416678000.0
Other comprehensive income,-47313000.0,-41414000.0,-51637000.0,-34030000.0,-27835000.0,-18227000.0,-26274000.0,-33517000.0
Retained earnings (deficit),-608961000.0,-384232000.0,-150191000.0,-67000000.0,26707000.0,3877000.0,0.0,
Total shareholders equity,-1400000.0,214524000.0,427727000.0,527531000.0,665213000.0,290522000.0,277298000.0,260781000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,191849000.0,160170000.0,195304000.0,237054000.0,244405000.0,171838000.0,176653000.0,214066000.0
Other Assets,14281000.0,14911000.0,13697000.0,21217000.0,17816000.0,13257000.0,11367000.0,14274000.0
Other Liabilities,92782000.0,97471000.0,94355000.0,95236000.0,107510000.0,32867000.0,39382000.0,26763000.0
